ID,grading,exam,mark,ASCI1,ASCI2,ASCI3,ASCI4,ASCI5,ASCI6,ASCI7,ASCI8,AMSC01,AMSC02,AMSC03,AMSC04,AMSC05,AMSC06,AMSC07,AMSC08,AMSC09,AMSC10,AMSC11,AMSC12,AMSC13,AMSC14,AMSC15,AMSC16,AMSC17,AMSC18,AMSC19,AMSC20,AMSC21,AMSC22,AMSC23,AMSC24,AMSC25,AMSC26,AMSC27,AMSC28,EBN1,EBN2,EBN3,EBN4,EBN5,EBP1,EBP2,EBP3,EBP4,MSLQ05,MSLQ06,MSLQ12,MSLQ15,MSLQ20,MSLQ21,MSLQ29,MSLQ31,CSC24,CSC28,CSC20,CSC36,CSC16,CSC40,CSC04,CSC12,CSC32,CSC08,Age ,Major,Year,Year_6_TEXT,Credits ,Work ,FirstGen ,Gender ,Gender ,Race ,Race _8_TEXT
T5,trad,60,B-,5,3,3,5,4,3,5,4,4,4,5,3,2,3,4,5,4,5,4,3,4,4,5,3,4,3,2,4,5,5,4,3,4,3,3,5,4,3,3,3,3,3,4,4,4,3,2,3,2,2,2,3,2,3,3,3,4,2,3,4,3,3,3,19,pre-med,2,,0,0,0,I am a man,2,7,
T6,trad,56,C+,2,4,5,2,2,4,2,5,4,4,5,5,1,4,4,4,4,4,5,1,5,4,4,4,3,3,1,3,1,3,4,4,4,1,4,3,1,1,1,1,1,3,4,4,4,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,19,Chemical Engineering,2,,0,0,0,I am a woman,9,7,
T7,trad,54,B,2,1,5,1,1,3,4,4,2,1,5,1,1,3,5,4,3,5,1,1,4,5,5,4,5,2,1,3,5,5,5,5,4,1,2,5,2,1,1,1,1,4,5,5,4,4,4,5,4,4,5,5,5,4,1,1,2,3,1,2,4,3,1,20,Chemical Engineering,2,,0,0,0,I am a man,2,7,
T8,trad,62,B,5,3,7,2,1,1,2,3,3,4,5,4,1,4,4,5,4,5,4,1,4,4,3,4,5,3,1,4,4,3,5,5,4,1,4,4,2,1,1,1,1,5,5,5,5,4,4,5,4,4,5,4,4,4,4,1,4,4,2,1,5,2,4,19,Immunology and infectious disease,2,,0,1,0,I am a woman,9,7,
T9,trad,44,C+,7,1,2,5,4,1,4,3,3,4,5,2,1,3,4,4,3,5,2,1,2,3,3,3,5,1,1,3,2,3,4,5,2,1,4,3,5,3,2,2,1,2,4,4,4,2,1,3,1,3,2,1,2,2,4,3,1,2,2,2,4,3,2,19,Forensic Science,2,,0,0,0,I am a woman,9,"1,7",
T10,trad,,F,5,3,3,4,2,2,3,3,3,4,4,3,1,3,5,4,4,4,4,1,4,5,4,4,4,2,1,4,4,3,4,4,4,1,4,4,3,3,2,4,2,4,5,5,4,3,3,3,3,3,3,3,3,2,4,2,3,2,3,2,4,3,2,23,forensic biology,5,,0,1,0,I am a woman,9,2,
T11,trad,46,C+,7,1,1,7,7,1,7,1,5,3,5,3,3,1,4,5,2,5,3,4,2,4,5,1,5,1,3,2,4,5,5,5,2,2,1,3,5,3,2,5,4,2,4,4,3,4,2,1,1,1,1,1,1,1,5,4,1,2,5,5,2,5,1,19,Biology,2,,0,0,0,I am a woman,9,2,
T12,trad,74,A,5,2,4,5,3,2,4,4,5,3,4,2,1,4,4,4,3,4,3,1,4,4,4,4,4,3,1,3,4,4,3,4,3,1,3,4,2,3,3,3,4,2,4,4,3,3,3,4,3,3,4,3,3,4,3,1,3,4,1,2,4,2,2,19,Pharmacology and Toxicology,2,,0,0,0,I am a woman,9,7,
T13,trad,76,A,3,4,4,3,2,4,3,4,1,4,4,4,1,4,3,1,4,4,5,1,4,1,1,4,3,4,1,4,1,1,4,3,4,1,5,1,3,3,3,3,3,1,4,4,5,5,5,5,5,5,5,5,5,4,4,1,4,4,1,1,1,1,2,19,Pre-Medicine,2,,0,0,0,I prefer not to disclose my gender or gender identity,10,9,
T14,trad,100,A,3,3,5,3,2,6,2,6,4,4,5,4,1,4,5,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,1,1,1,1,1,3,4,4,3,5,5,5,5,5,5,5,5,5,1,1,4,4,1,1,1,1,4,19,Biochemistry,2,,0,0,0,I am a man,2,7,
T15,trad,34,C,7,1,1,7,7,1,7,3,5,1,4,1,1,1,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,5,3,3,1,1,1,1,5,3,2,4,2,1,5,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,5,5,3,5,1,20,immunology and infectious disease ,3,,0,0,1,I am a woman,9,1,
T16,trad,82,A,2,3,5,2,1,3,3,5,3,4,5,1,1,3,3,4,3,4,2,1,3,4,4,3,4,3,1,3,3,4,4,4,4,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,2,4,2,2,2,4,3,3,19,Chemistry,2,,0,1,0,I am a woman,9,7,
T17,trad,56,A,5,2,3,5,3,3,5,3,3,2,4,3,3,3,3,4,3,3,4,3,4,3,5,3,3,4,3,3,3,5,4,3,3,1,3,3,3,3,3,3,2,2,3,4,3,3,2,3,3,3,3,2,2,2,4,1,3,2,3,3,3,3,3,18,BMB,2,,0,0,0,I am a woman,9,7,
T18,trad,34,D,5,3,3,4,4,3,4,4,1,2,4,1,1,3,2,3,1,5,1,1,1,2,4,1,1,1,1,2,2,4,1,5,1,1,1,2,3,1,1,3,3,3,3,5,5,3,2,4,2,3,4,3,3,3,5,3,2,2,2,3,3,3,3,20,animal science,3,,0,0,1,I am a woman,9,7,
T19,trad,62,B,3,3,5,3,3,3,4,5,4,3,5,3,1,3,4,5,3,5,5,1,2,3,5,3,5,3,1,2,3,5,3,5,2,1,3,3,1,1,1,1,1,4,4,4,4,3,3,4,4,3,4,4,4,3,4,1,3,4,2,3,4,2,1,19,Pharmacology/Toxicology,3,,0,0,0,I am a woman,9,2,
T20,trad,,F,5,3,6,5,5,7,3,3,3,5,5,1,1,3,5,4,3,5,2,1,5,5,4,4,4,4,2,5,5,5,5,5,3,1,2,5,2,1,1,1,1,4,5,5,5,5,4,5,5,5,5,5,5,3,5,5,2,3,3,4,5,4,2,22,Neuroscience,4,,0,0,1,I am a woman,9,1,
T21,trad,80,A,7,1,2,6,3,1,4,3,1,5,4,2,2,5,5,3,2,3,2,1,4,4,3,4,4,5,1,4,5,2,3,4,3,2,3,4,5,3,4,4,2,3,5,3,3,2,2,3,3,2,3,3,4,2,5,4,2,2,3,2,4,5,3,19,Biology,2,,0,0,0,I am genderqueer or genderfluid,6,7,
T22,trad,78,B+,5,5,4,5,6,5,4,3,5,5,4,2,1,3,1,5,5,5,3,1,2,4,5,4,5,4,1,2,1,5,4,5,2,1,4,1,2,2,1,1,2,5,5,5,5,3,4,5,4,4,4,3,4,5,4,1,2,3,2,1,4,2,1,21,Biology,3,,0,1,0,I am a woman,9,7,
T23,trad,68,B,6,2,5,2,1,2,5,7,1,4,5,4,1,3,4,3,4,2,2,1,3,3,4,3,3,3,1,4,3,4,4,4,3,1,3,4,1,1,1,1,1,4,5,5,5,4,3,5,4,4,5,4,5,4,3,1,4,3,1,1,5,1,2,19,Chemical Engineering,2,,0,0,0,I am a man,2,4,
T24,trad,58,C+,6,2,3,5,3,2,5,2,4,3,2,1,1,2,4,4,2,4,2,2,3,4,4,2,2,2,1,4,2,4,2,2,2,1,4,4,4,1,1,2,1,2,5,5,4,3,3,4,4,3,3,4,3,3,2,2,2,3,1,3,4,4,2,19,Biology,2,,0,1,0,I am a woman,9,"1,4",
T25,trad,,,2,2,6,5,1,2,2,6,2,2,4,2,1,3,5,2,2,3,3,1,2,4,2,2,3,3,1,3,4,2,3,4,3,1,3,4,1,1,1,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,4,4,1,1,4,1,3,20,CHE,3,,0,0,0,I am a man,2,7,
T26,trad,40,C+,6,5,4,3,5,6,3,3,4,4,4,3,4,3,4,5,4,5,4,1,4,4,4,4,4,4,1,4,4,4,5,5,4,1,4,4,2,1,1,1,1,5,4,4,4,5,4,4,4,4,5,4,4,4,3,1,3,3,3,4,4,3,4,22,Science BS,4,,0,0,0,I am a woman,9,"4,7",
T27,trad,66,A,5,3,4,5,2,3,4,5,1,3,4,3,1,4,4,3,3,4,3,1,3,3,4,3,3,3,1,3,3,3,4,4,4,1,3,4,4,1,1,2,2,4,4,4,3,4,4,5,4,5,4,4,5,3,2,3,1,2,2,3,3,3,2,20,Biomedical Engineering ,3,,0,1,1,I am a woman,9,7,
T28,trad,76,A,5,3,4,4,3,3,2,7,3,4,5,3,1,4,4,3,4,5,3,1,4,4,4,4,4,3,1,4,3,4,4,4,4,1,3,3,3,2,3,2,2,4,4,3,3,3,3,4,3,2,2,2,3,3,3,3,2,2,2,1,3,3,3,19,Microbiology ,2,,0,1,0,I am a woman,9,7,
T29,trad,42,C,5,5,4,5,4,3,5,4,4,3,4,1,1,1,3,4,1,4,3,1,2,3,5,2,5,1,3,2,3,5,5,5,2,1,1,4,4,1,1,1,1,1,5,4,3,3,2,4,2,3,3,3,2,2,5,4,1,2,3,4,2,3,2,20,Forensic Science,3,,0,1,0,I am a woman,9,4,
T30,trad,78,A,4,3,,3,2,3,3,,2,4,5,3,1,4,3,4,3,5,3,1,3,4,3,3,3,4,1,3,2,3,4,5,3,1,3,2,2,2,2,2,1,2,3,4,4,4,4,5,4,4,4,5,5,5,3,1,4,4,1,1,5,2,3,20,Materials Science and Engineering,3,,0,0,0,I am a woman,9,7,
T31,trad,42,B-,7,1,1,6,6,1,6,2,5,4,3,1,2,3,4,3,2,4,1,3,4,5,5,2,1,1,3,4,4,4,3,3,2,3,2,4,5,1,1,1,1,2,5,5,5,2,1,5,1,2,3,2,3,1,5,3,1,1,4,5,3,4,3,19,Pre-med,2,,0,1,0,I am a woman,9,7,
T100,trad,80,A,5,3,2,5,4,2,6,7,1,2,5,1,1,3,4,3,2,5,2,1,2,4,4,2,5,2,1,2,4,3,2,5,2,1,2,4,1,2,1,1,1,4,5,5,5,4,3,5,4,4,4,4,4,4,2,1,4,4,1,1,3,2,4,18,HPA,2,,0,0,0,I am a woman,9,2,
T101,trad,80,A,3,3,4,3,1,2,3,6,5,4,5,4,1,3,3,5,4,5,3,1,4,4,5,4,5,5,1,4,4,5,5,5,4,1,4,4,2,1,1,2,3,4,4,5,3,4,3,4,3,3,4,4,3,4,2,1,3,4,1,1,4,1,3,19,Chemistry,2,,0,1,0,I am a woman,9,7,
T102,trad,68,A,4,3,6,4,5,3,3,6,2,5,5,2,1,3,4,2,3,5,3,1,5,5,2,4,5,3,1,4,2,1,3,5,3,1,5,5,1,1,1,1,1,5,4,5,5,3,4,5,4,3,4,4,4,4,2,1,3,4,1,1,5,1,2,19,Biochemistry and Molecular Biology,2,,0,2,0,I am a woman,9,7,
T103,trad,72,A,3,3,5,3,2,2,4,3,5,4,5,2,1,3,4,5,3,5,2,1,3,4,5,3,4,2,1,4,5,5,3,5,3,1,3,5,2,2,1,4,2,2,5,5,3,4,4,4,4,3,4,3,4,4,2,1,3,3,1,3,4,1,4,20,Chemical Engineering,2,,0,1,0,I am a man,2,7,
T104,trad,82,A,5,2,4,3,1,2,3,4,4,3,4,4,1,4,4,4,3,5,3,1,4,4,4,3,4,3,1,4,4,4,4,4,4,1,4,4,2,1,1,2,1,4,5,4,4,4,3,5,3,4,5,4,4,4,4,2,3,3,2,2,5,3,4,19,Forensic Science,2,,0,1,0,I am a woman,9,7,
T105,trad,60,B+,7,1,3,6,2,1,5,2,4,1,1,1,1,1,1,5,1,5,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,4,5,5,5,4,3,5,5,4,4,4,4,2,1,3,1,1,4,5,2,1,1,20,Kinesiology ,3,,0,0,0,I am a man,2,7,
T107,trad,68,A,2,5,6,1,1,5,2,4,2,4,3,2,1,5,3,2,4,4,2,1,4,3,4,4,2,5,1,4,3,4,5,3,3,1,4,4,2,1,1,1,2,3,4,5,4,5,5,5,5,5,5,5,5,5,1,1,4,4,1,2,4,1,2,19,chemistry,2,,0,0,0,I am a man,2,7,
T108,trad,70,A,5,3,3,4,3,3,4,4,4,4,4,3,1,4,4,4,3,4,3,2,4,4,4,4,4,3,1,4,4,4,3,4,4,1,4,4,3,1,1,1,1,3,5,5,3,4,4,3,3,4,4,4,4,4,2,2,3,2,2,3,3,3,4,19,Biochemistry and Molecular Biology,2,,0,0,0,I am a man,2,7,White
T109,trad,74,A,2,5,5,3,2,4,3,6,4,4,4,4,1,4,4,4,4,5,4,1,4,4,5,4,5,4,1,4,4,5,5,5,4,1,4,4,1,1,1,1,1,4,5,5,4,4,4,5,4,4,4,4,4,5,2,1,4,5,1,1,4,1,4,19,Chemical Engineering ,2,,0,0,0,I am a woman,9,7,
T110,trad,46,C,5,3,3,7,1,2,2,4,2,4,1,1,1,5,5,2,4,5,5,1,5,5,4,4,4,2,1,3,5,3,3,2,2,1,2,5,5,4,1,2,1,2,5,5,3,3,2,2,2,4,4,3,3,2,5,5,1,2,2,1,3,2,3,20,veterinary and Biomedical Sciences,3,,0,1,0,I am a woman,9,7,
T111,trad,78,A,3,3,4,3,2,3,3,5,3,4,4,3,1,4,4,3,4,4,4,2,4,4,3,4,4,4,1,4,1,1,4,4,4,2,4,3,1,1,1,1,3,4,2,5,5,4,5,5,3,5,5,5,5,5,4,1,4,3,2,2,5,3,5,19,Mechanical Engineering,2,,0,0,0,I am a man,2,7,
T112,trad,56,B+,4,5,3,5,6,6,5,2,5,4,5,2,1,4,3,5,4,5,2,2,4,4,5,3,4,3,1,2,3,5,3,4,2,1,2,2,4,3,2,2,2,4,5,5,5,2,3,4,3,2,2,4,4,4,2,2,4,4,2,2,4,2,4,19,Chemical Engineering,2,,0,1,0,I am a woman,9,7,
T113,trad,38,C,6,6,6,4,3,2,4,4,4,3,5,2,1,3,4,3,3,5,4,1,3,3,4,3,4,2,1,3,4,4,4,4,4,1,3,4,5,4,4,4,2,4,5,4,2,3,1,4,1,2,3,2,4,3,4,2,1,2,2,1,5,2,3,19,Pre-med,2,,0,1,0,I am a woman,9,7,
T114,trad,84,A,5,3,3,5,2,2,2,6,2,4,4,2,1,2,2,4,4,4,2,1,4,4,4,4,4,4,1,4,4,4,4,5,4,1,4,4,2,1,1,2,1,5,5,5,4,4,4,5,4,4,4,4,4,4,3,1,3,3,2,2,4,2,3,19,Biology,2,,0,0,0,I am a woman,9,7,
T115,trad,52,C+,6,2,2,4,6,2,6,3,4,2,3,1,2,1,3,4,1,4,1,2,1,4,4,1,2,2,3,1,3,4,2,4,1,2,2,3,4,3,2,4,3,2,5,5,4,2,3,3,2,2,2,2,2,2,5,5,1,2,5,5,3,5,1,19,animal science,2,,0,0,0,I am a woman,9,"5,7",
T116,trad,80,A-,3,5,6,7,5,5,6,5,2,4,5,3,1,3,3,4,4,4,4,1,3,3,4,4,4,4,1,3,3,4,4,4,4,1,4,4,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,5,5,2,2,3,2,4,18,Chemical Engineering,2,,1,0,0,I am a woman,9,2,
T117,trad,66,A-,5,2,3,4,2,2,4,4,2,4,5,2,1,4,4,4,4,4,1,1,2,3,3,3,4,1,1,2,3,3,5,5,3,1,4,2,2,1,1,1,2,3,5,5,4,4,4,4,4,4,4,4,4,3,4,3,1,3,3,2,3,5,1,20,Psychology,3,,0,0,0,I am a woman,9,4,
T118,trad,84,A,3,3,5,5,2,3,3,5,3,4,4,4,1,3,4,3,4,4,2,1,4,4,4,4,3,3,2,3,3,4,3,4,4,2,3,4,2,1,1,1,2,3,5,4,3,5,5,5,5,5,5,5,5,4,2,1,4,4,2,2,3,2,4,19,Biochemistry,2,,0,1,1,I am a man,2,9,
T119,trad,84,A,2,4,4,3,3,5,3,3,2,3,5,4,1,3,1,3,3,5,4,1,3,4,3,4,5,3,1,3,4,3,5,5,4,1,2,4,2,2,2,2,4,2,5,4,4,4,4,5,3,4,4,4,4,4,2,1,4,4,2,2,4,2,4,18,Chemical Engineering,1,,0,0,0,I am a man,2,7,
T120,trad,60,A-,6,6,6,5,2,2,5,3,3,3,4,1,4,2,5,4,2,4,2,4,2,4,4,4,4,2,3,2,4,3,2,4,2,3,2,3,4,1,1,3,1,3,5,5,5,2,2,5,2,2,2,2,2,2,5,5,2,2,4,1,4,4,1,19,biology,2,,0,0,0,I am a woman,9,7,
T121,trad,50,C,4,3,6,6,3,5,5,5,4,3,4,3,1,3,3,4,4,4,4,3,3,3,3,3,4,4,1,2,2,4,4,4,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,20,microbiology,3,,0,0,0,I am a woman,9,4,
T123,trad,76,A,4,3,3,5,2,3,4,3,3,3,4,2,1,2,3,3,3,4,2,1,2,1,3,3,4,3,1,2,2,3,4,4,3,1,1,1,1,1,1,1,1,2,4,4,3,4,3,5,4,4,5,4,4,3,2,1,2,2,2,1,2,1,3,19,Biomedical Engineering,2,,0,0,0,I am a woman,9,7,
T124,trad,82,A,5,5,5,4,6,5,4,3,1,3,5,1,1,3,2,4,3,5,1,1,2,2,3,3,1,1,1,2,2,1,3,4,3,1,2,1,2,1,1,1,1,5,1,3,3,5,3,5,3,3,5,4,4,3,1,1,2,3,1,1,4,2,3,20,Food Science,2,,0,0,1,I am a woman,9,7,
T125,trad,70,A-,,2,5,5,2,2,,5,1,2,5,1,1,3,2,4,2,5,2,2,4,4,1,1,1,1,2,3,2,3,2,1,2,3,2,3,3,3,2,2,3,3,4,3,1,2,2,2,4,4,3,4,3,4,5,1,3,2,,,1,4,2,20,bbh,3,,0,0,1,I am a woman,9,7,
T126,trad,92,A,5,3,3,5,2,3,2,3,4,3,4,2,1,3,3,5,3,4,3,1,3,3,4,3,4,4,1,4,2,4,4,4,3,1,4,3,2,1,1,1,1,5,5,5,5,4,4,4,3,3,4,3,4,4,4,1,4,4,1,1,5,1,3,19,Chemical Engineering ,2,,0,0,0,I am a man,2,7,
T127,trad,58,A,3,4,5,5,2,3,3,5,1,3,4,2,1,2,3,2,2,5,3,1,2,3,2,3,4,2,1,2,3,1,2,4,4,1,2,4,1,1,1,1,1,5,4,5,5,4,3,4,3,3,4,3,4,1,2,1,3,2,1,2,4,1,1,19,Biology,2,,0,1,1,I am a woman,9,7,
T128,trad,72,A,4,3,3,5,2,3,3,3,3,3,5,2,1,4,4,3,2,5,4,2,3,5,5,3,4,1,2,3,4,5,4,4,2,2,3,3,2,4,2,2,3,3,5,4,4,3,2,4,2,3,3,3,2,4,2,1,3,3,2,2,3,2,2,19,Biology ,2,,0,0,0,I am a woman,9,7,
T129,trad,38,D,6,2,2,5,3,1,5,5,4,2,2,1,2,4,4,5,2,5,3,1,2,4,4,2,3,1,2,3,4,4,3,2,1,1,2,3,5,2,1,3,2,2,5,4,4,2,3,3,3,2,3,3,3,3,4,3,1,1,2,2,4,3,1,21,BBH,4,,0,1,0,I am a woman,9,7,
T130,trad,74,C,6,3,3,5,3,2,5,5,2,3,4,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,2,2,3,2,2,4,2,3,4,4,3,3,2,3,2,3,3,3,3,2,5,4,2,2,3,2,3,3,2,21,Forensic Science,3,,0,1,1,I am a woman,9,2,
T131,trad,50,C,7,7,7,2,2,7,3,7,2,3,2,4,3,2,4,2,2,3,2,3,3,4,1,3,3,2,2,3,2,1,2,1,3,1,2,2,1,2,4,2,1,2,3,2,2,3,3,3,2,2,3,3,2,1,2,1,3,3,1,2,2,3,4,25,Pharmo and toxic,4,,0,0,1,I am a man,2,2,
T132,trad,70,B+,5,2,5,3,3,2,2,5,2,4,4,3,1,4,4,2,3,3,3,1,3,4,2,3,3,4,1,3,4,2,4,4,3,1,4,4,4,1,1,2,1,4,4,5,4,4,3,4,4,3,3,3,4,4,3,2,4,4,2,1,4,3,4,19,Chemical Engineering,2,,0,0,0,I am a woman,9,"2,7",
T133,trad,70,A,5,2,5,3,2,2,4,6,1,4,4,2,1,4,2,1,4,4,4,1,4,4,1,4,4,2,1,4,4,1,4,4,4,1,4,4,1,1,1,1,1,4,4,4,5,3,2,4,4,4,4,4,4,4,2,2,2,3,2,2,4,3,4,19,Forensic Science,2,,0,1,0,I am a man,2,7,
T134,trad,98,A,3,5,2,5,7,4,2,3,2,4,5,4,1,4,4,5,3,5,4,2,4,4,3,4,4,4,1,4,3,4,4,5,3,1,4,4,2,3,2,2,3,3,4,3,2,5,4,5,3,4,5,4,4,4,2,1,4,4,1,1,4,2,5,19,Chemistry,2,,0,0,0,I am a man,2,7,
T135,trad,80,A,5,2,3,6,2,1,2,4,2,4,4,3,1,3,5,1,3,4,2,1,2,2,3,3,3,4,1,4,5,1,5,4,4,1,3,5,2,1,2,2,2,2,5,5,3,3,4,5,4,4,5,4,4,4,4,4,3,3,1,1,3,3,3,19,Biology,2,,0,1,0,I am a woman,9,7,
T138,trad,64,B,6,1,2,6,2,2,6,4,3,2,3,1,1,2,4,5,3,5,2,3,2,3,3,2,2,1,3,3,4,4,3,3,2,1,2,3,3,4,2,2,1,4,5,5,4,3,2,3,2,2,3,2,2,3,5,4,2,2,3,2,3,2,1,19,Biology,2,,0,0,0,I am a woman,9,1,
T139,trad,80,A,3,3,3,3,1,2,3,5,3,5,4,5,2,4,4,3,5,4,4,2,4,4,3,5,4,4,2,4,4,3,4,4,4,2,4,4,2,1,1,1,1,4,4,4,4,3,4,5,3,4,3,4,3,4,2,1,3,4,1,1,4,1,4,19,Chemical Engineering,2,,0,1,0,I am a woman,9,7,
S32,specs,76,A,6,5,5,6,1,1,6,3,1,5,1,1,3,4,5,1,4,1,3,2,5,5,1,5,1,2,3,5,4,1,2,1,1,2,3,5,2,2,1,2,1,3,5,5,4,2,1,3,1,2,2,3,3,1,5,2,1,1,3,2,2,2,1,20,Biology,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Indigenous American or Alaska Native (e.g., Navajo Nation, Blackfeet Tribe, Inupiat Traditional Gov't., etc.),Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S33,specs,82,A,5,1,4,6,2,1,3,2,1,5,5,5,1,5,5,4,4,5,3,1,5,5,3,4,4,3,1,5,5,2,5,5,5,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,4,4,1,1,5,1,5,19,Premedicine,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S34,specs,66,A,7,2,2,5,4,2,6,5,1,2,1,2,2,2,3,2,2,2,1,2,3,3,1,2,2,1,2,3,3,2,2,1,2,2,3,4,2,1,1,1,2,3,4,3,2,5,5,5,5,5,5,5,5,3,5,4,2,2,3,2,4,3,2,20,BBH,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S35,specs,72,A,7,1,2,6,3,1,6,7,5,3,5,1,2,3,5,5,2,5,1,4,1,3,5,2,5,1,3,3,5,5,3,5,4,3,2,5,5,5,4,4,3,2,5,5,5,3,4,4,1,1,3,2,3,1,5,5,1,1,5,5,3,5,5,20,Biological Sciences and Health Professions,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S36,specs,74,A,6,2,2,5,6,2,6,3,4,2,5,1,2,2,2,4,2,4,3,2,2,3,4,2,3,1,2,2,2,4,2,4,2,2,2,2,5,2,2,3,2,3,4,3,3,2,2,3,2,2,2,2,2,2,5,3,2,2,4,4,2,4,1,19,biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S37,specs,58,A-,3,2,3,4,3,2,5,2,4,2,5,1,2,2,3,4,1,4,3,2,3,3,4,2,4,1,2,1,2,4,2,3,1,2,1,2,2,2,2,2,2,3,5,5,4,3,3,4,2,2,3,3,3,3,2,2,3,3,1,4,3,2,2,19,premedicine,Second year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S38,specs,68,A,5,5,2,4,3,2,4,4,4,2,5,2,1,3,4,2,3,5,2,2,3,4,2,4,3,4,2,3,4,2,4,3,4,2,4,3,2,2,2,2,2,4,4,5,4,4,3,4,4,4,4,4,4,4,3,1,3,4,2,2,4,2,2,19,Veterinary Science,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S39,specs,88,A,2,1,6,2,2,2,3,7,3,5,5,3,1,3,4,3,5,4,3,2,4,4,4,4,5,3,1,4,3,4,4,3,3,2,2,4,1,3,3,3,4,4,4,5,3,5,3,4,4,4,4,4,4,4,2,2,5,4,1,1,5,2,4,19,Undecided,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S40,specs,76,A-,5,4,3,4,2,2,3,4,1,3,5,3,1,3,4,4,3,5,2,1,3,2,3,3,5,2,1,3,2,2,3,5,2,1,2,3,4,1,2,3,2,3,5,4,3,3,3,4,3,3,3,2,3,3,5,3,2,3,2,1,3,2,3,18,Biology ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.),Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S41,specs,62,A-,7,1,1,7,7,1,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,2,3,4,2,4,4,2,2,4,2,2,3,4,3,2,5,4,1,1,4,5,5,5,3,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",Yes,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S42,specs,66,A-,6,3,5,4,4,5,3,5,1,2,4,2,1,4,4,2,2,3,2,1,2,2,3,2,2,2,1,2,1,2,3,3,2,1,2,1,4,3,4,2,2,4,5,4,4,4,3,4,4,3,5,4,3,3,4,3,3,3,3,4,5,3,2,20,Biology,Third year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am nonbinary,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S43,specs,48,D,5,2,3,4,1,2,1,5,2,5,5,5,1,5,5,3,5,5,3,2,5,5,3,5,5,5,1,5,5,2,5,5,5,1,5,5,4,2,1,2,2,3,4,4,4,3,3,4,3,3,4,3,4,3,3,1,3,3,2,1,4,3,3,19,Chemistry,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.),My race or ethnicity is best described as:",white
