1	1	1	1	0	2	58.22	0	0.65	0.35	0	0	1	1953	1	1	1	0	0	0.064	0.882	0.05	0.004	2
0	0	0	1	1	1	42.71	1	0.008	0	0.965	0.026	3	4837	0	0	0	1	0	0	0.15	0.111	0.739	4
1	0	0	0	0	3	50.63	1	0	0.307	0	0.693	4	4076	0	0	0	0	1	0.001	0.066	0.815	0.117	3
1	0	0	0	0	2	55	1	0	0.307	0	0.693	4	3967	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	2	60.61	1	0.957	0	0.043	0	1	6937	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	1	2	47.38	0	0.003	0	0.937	0.06	3	3671	0	1	1	0	0	0.011	0.94	0.034	0.016	2
0	0	0	0	0	2	35.58	1	0	0.117	0	0.883	4	3750	1	1	1	1	1	0.978	0.002	0.02	0	1
0	1	1	1	1	1	60.03	1	0.859	0	0.141	0	1	4809	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	1	0	0	1	56.07	0	0	0.934	0	0.066	2	4786	1	0	0	0	0	0	0.145	0.048	0.807	4
1	0	0	0	0	2	45.79	1	0	0.307	0	0.693	4	5115	0	0	1	0	0	0	0.548	0.037	0.415	2
1	1	1	1	1	2	61.31	0	0.957	0	0.043	0	1	6506	1	0	0	1	0	0.004	0.299	0.346	0.351	4
1	1	1	1	1	3	60.07	0	0.957	0	0.043	0	1	6920	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	0	1	54.22	1	0	0.307	0	0.693	4	5213	0	1	1	0	1	0.44	0.181	0.379	0	1
1	1	1	1	1	2	42.8	1	0.957	0	0.043	0	1	6387	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	2	49.72	1	0	0.307	0	0.693	4	5495	1	0	1	0	1	0.108	0.124	0.766	0.002	3
1	1	1	1	0	2	60.01	0	0.65	0.35	0	0	1	2467	0	0	0	1	0	0	0.15	0.111	0.739	4
1	1	1	1	0	2	59.9	0	0.65	0.35	0	0	1	2006	1	1	0	0	0	0.006	0.765	0.135	0.095	2
1	1	1	1	1	2	53.03	1	0.957	0	0.043	0	1	2832	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	0	1	1	2	55.29	1	0.58	0	0.42	0	1	5527	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	2	69.68	1	0.957	0	0.043	0	1	5395	0	0	1	0	0	0	0.548	0.037	0.415	2
1	0	1	0	1	3	60.78	1	0.048	0	0.951	0.001	3	4958	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	2	64.04	1	0	0.307	0	0.693	4	5474	1	1	1	0	1	0.788	0.05	0.162	0	1
1	0	0	1	1	2	54.04	1	0.031	0	0.964	0.006	3	5592	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	0	1	47.71	1	0	0.307	0	0.693	4	6784	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	0	0	0	2	51.34	1	0	0.117	0	0.883	4	5501	0	1	1	1	1	0.91	0.011	0.079	0	1
1	0	0	0	0	1	55.9	0	0	0.307	0	0.693	4	2011	1	0	0	0	1	0.004	0.048	0.927	0.02	3
0	0	0	0	0	1	53.31	0	0	0.117	0	0.883	4	1392	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	1	0	1	2	61.76	0	0.048	0	0.951	0.001	3	6565	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	0	0	1	42.66	0	0	0.117	0	0.883	4	5577	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	0	0	0	1	.	0	0	0.117	0	0.883	4	1929	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	1	0	2	60	0	0.004	0.643	0	0.353	2	2894	1	1	0	1	1	0.613	0.011	0.376	0	1
1	1	1	1	1	3	74.28	0	0.957	0	0.043	0	1	1178	1	1	0	0	1	0.13	0.078	0.791	0.001	3
1	0	0	0	0	1	59.27	0	0	0.307	0	0.693	4	6100	0	0	1	0	0	0	0.548	0.037	0.415	2
0	0	0	0	0	1	49.87	1	0	0.117	0	0.883	4	6799	1	0	1	1	1	0.573	0.019	0.408	0	1
1	1	0	0	0	1	46.44	0	0.006	0.994	0	0	2	5193	1	1	0	0	0	0.006	0.765	0.135	0.095	2
0	0	0	0	1	1	59.59	0	0.001	0	0.763	0.236	3	2435	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	1	0	3	44.48	1	0	0.353	0	0.647	4	1112	1	0	1	0	0	0.003	0.775	0.083	0.139	2
1	0	0	0	0	1	54.64	1	0	0.307	0	0.693	4	3874	1	0	1	0	0	0.003	0.775	0.083	0.139	2
1	1	1	1	1	3	68.06	0	0.957	0	0.043	0	1	5841	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	3	66.03	1	0.957	0	0.043	0	1	3053	1	0	1	0	1	0.108	0.124	0.766	0.002	3
1	0	1	0	0	2	51.9	1	0.002	0.977	0	0.021	2	5143	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	0	0	2	46.46	1	0	0.117	0	0.883	4	1012	0	0	0	1	0	0	0.15	0.111	0.739	4
0	0	0	0	1	2	58.54	1	0.001	0	0.763	0.236	3	3590	0	1	1	0	0	0.011	0.94	0.034	0.016	2
