CASENUM,COHORT,AB39A,GA32A,KA46A,AB39B,AB39C,AB39D,AB39E,AB39F,AB39G,AB39H,GA32H,KA46H,AB39I,GA32I,KA46I,AB39J,AB39K,GA32K,KA46K,AB39L,GA32L,KA46L,AB39M,GA33A,KA47A,AB39N,AB39O,AB39P,AB39Q,AB39R,AB39S,AB39T,GA33H,KA47H,AB39U,GA33I,KA47I,AB39V,AB39W,GA33K,KA47K,AB39X,GA33L,KA47L,SCIENCEG7,SCIG8,SCIG11,MTH7,SCI7,SCI8,MOTHED,FATHED,PEDUC,PEDUC3,RSEDAN,RSEDAN6,RSEDAN5,RBACC,RMAJFIRST,RMAJFIRST2,RMAJLAST2,RMAJLAST,RGRADMAJ,RGRADMAJ10,RSTEMM,RSTEMMX,RSTEMMB,RSTEMMA,WEIGHT7,WEIGHT8,WEIGHT9,WEIGHT10,WEIGHT11,WEIGHT12,WEIGHTP1,WEIGHTP2,WEIGHTP4,WGT12A,WEIGHTR,GENDER,RACETH3,RACETH,MINORITY,STEM,STEMSUP,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE
3070,2,1,1,1,1,1,3,4,5,5,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,2,2,3,2,2,4,1,0,0,1,1,0,3,1,1,1,1,1,1,38.79,44.65,64.72,2,1,1,2,1,2,1,3,2,1,0,10,0,0,0,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0,0,0,0.2918,0.31,2,1,1,1,0,0,0,45.04,43.76,61.18,61.39,61.44,0
3131,2,1,1,1,2,2,5,4,-98,4,1,1,1,1,0,1,5,1,1,1,1,1,1,1,1,1,2,2,5,4,4,2,0,0,1,0,0,1,5,0,0,1,1,1,1,58.82,69.89,72.08,3,1,1,3,4,4,4,12,4,3,1,5,1,0,8,0,0,0,21,2,2,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,1,0,60.02,64.85,74.76,80.32,82.72,1
6074,2,1,1,0,2,2,5,5,5,5,1,1,1,1,1,1,5,1,1,1,1,0,1,1,1,0,2,2,5,5,3,5,0,0,1,1,0,1,5,0,1,1,0,1,1,56.67,67.19,80.67,3,1,1,2,2,2,1,4,2,1,0,4,1,0,0,0,0,0,24,2,2,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,1,0,61.11,58.65,71.44,74.71,77.7,0
2261,2,1,1,1,2,2,5,5,4,4,1,1,1,1,0,1,3,1,1,1,1,1,1,0,1,0,1,2,4,5,4,4,0,1,1,1,1,1,4,0,1,1,0,1,1,9999,66.77,76.78,3,1,1,3,2,3,3,13,4,3,1,4,1,0,7,0,0,0,25,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,69.38,64.65,82.52,78.96,83.98,0
2691,2,1,NA,1,2,3,3,2,3,3,0,NA,1,0,NA,1,2,1,NA,0,1,NA,1,1,NA,1,4,4,4,4,4,3,0,NA,1,0,NA,1,3,0,NA,1,0,NA,0,36.74,40.55,55.98,2,1,1,2,-99,2,1,11,4,3,1,6,0,0,6,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,42.19,45.9,60.35,53.85,50.98,0
3237,2,0,0,0,3,2,4,3,2,3,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,3,3,5,3,2,4,0,0,1,0,0,1,5,0,0,1,0,0,1,58.06,56.1,67.74,3,1,1,2,2,2,1,6,2,1,0,7,0,0,0,0,0,0,61,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,63.09,58.42,71.06,65.02,73.37,1
2052,2,1,0,NA,2,2,4,4,2,4,1,0,NA,0,0,NA,4,0,0,NA,0,0,NA,1,0,NA,2,2,4,4,2,4,0,0,NA,1,0,NA,4,0,0,NA,0,0,NA,68.77,71.38,79.69,3,1,1,2,2,2,1,5,2,1,0,10,0,0,0,0,0,0,41,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0,0,0,0.2918,0.31,2,3,3,0,0,0,0,61.81,70.26,84.55,90.48,86.44,0
5680,2,1,0,0,2,2,5,3,2,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,5,4,2,5,1,1,0,1,0,0,5,0,1,1,1,1,1,55.04,61.48,70.54,3,1,1,2,2,2,1,6,2,1,0,6,0,0,0,0,0,0,61,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,1,1,1,0,0,0,53.58,57.07,66.6,71.12,69.78,1
5718,2,1,1,1,3,2,3,2,2,3,0,1,1,1,1,1,4,0,1,1,0,0,1,1,1,1,1,2,4,3,2,4,0,0,1,1,1,1,2,0,0,1,0,0,1,58.09,71.89,69.83,3,1,1,2,4,4,4,13,4,3,1,6,0,0,6,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,58.82,56.52,65.56,71.09,75.52,0
3092,2,0,0,0,3,3,4,3,2,4,0,1,0,0,0,1,4,1,1,1,1,1,1,0,1,0,3,2,5,2,2,3,0,0,0,0,1,0,4,0,0,0,1,1,0,58.39,62.24,67.37,3,1,1,2,2,2,1,13,4,3,1,6,0,0,6,0,0,0,43,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,54.76,57.2,67.58,60.86,68.81,1
1549,2,0,0,0,2,2,3,4,2,5,1,0,NA,0,1,NA,4,1,1,NA,1,1,NA,1,1,NA,2,2,3,4,2,5,0,0,NA,0,1,NA,3,1,1,NA,0,1,NA,64.23,68.68,77.63,3,1,1,2,2,2,1,13,4,3,1,5,1,0,6,0,0,0,43,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,58.28,64.3,72.85,79.24,75.28,0
2672,2,1,1,1,2,2,5,5,1,2,0,0,1,1,1,0,5,1,1,1,1,1,1,0,0,0,5,5,3,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,47.7,58.72,66.24,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,61,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,45,52.78,64.18,66.44,64.75,1
3970,2,1,0,0,3,3,4,4,2,4,1,1,NA,0,1,NA,3,0,1,NA,1,0,NA,1,0,NA,3,3,4,-96,-98,4,0,0,NA,0,0,NA,4,0,0,NA,0,0,NA,47.28,53.13,62.81,2,1,1,1,1,1,1,9,3,2,0,5,1,0,0,0,0,0,32,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,48.02,51.66,54.3,55.39,54.45,1
3276,2,0,0,0,5,5,3,4,4,4,1,1,0,1,1,0,4,1,0,0,1,0,0,0,0,0,3,2,5,5,4,4,0,0,0,1,0,0,5,0,0,0,0,0,0,48.85,50.71,9999,3,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,32,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,43.87,43.91,46.87,9999,9999,0
3129,2,1,1,NA,2,2,5,5,2,4,1,1,NA,1,1,NA,5,1,0,NA,1,1,NA,1,0,NA,2,2,5,5,2,4,1,0,NA,1,1,NA,5,1,0,NA,1,0,NA,74.08,71.78,84.94,3,1,1,4,5,5,4,15,5,4,1,6,0,0,6,0,6,1,16,3,3,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,1,1,0,72.59,77.89,84.58,86.53,9999,0
3323,2,0,0,0,3,2,5,2,3,4,0,1,1,1,1,1,4,1,0,1,0,0,0,1,1,1,2,2,5,5,3,5,1,0,1,1,NA,1,4,0,0,1,0,1,1,47.12,55.15,66.92,3,1,1,2,2,2,1,8,2,1,0,6,0,0,0,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,47.37,54.35,63.01,63.04,64.5,1
2797,2,1,0,0,2,2,5,3,5,-98,1,1,0,1,1,1,5,1,1,0,1,1,0,1,1,1,2,2,5,4,2,5,0,1,1,1,1,1,5,1,1,1,1,1,1,69.47,68.36,80.97,3,1,1,4,4,4,4,14,4,3,1,5,1,1,5,0,0,0,18,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,71.14,66.16,78.64,81.97,85.22,1
3306,2,1,1,0,3,4,3,2,1,4,0,1,0,0,1,0,4,1,1,0,0,1,0,1,0,0,3,4,3,2,1,3,1,0,0,1,0,0,3,1,0,0,0,0,0,60.92,64.33,77.19,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,33,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,50.22,49.96,65.65,64.53,62.03,0
6352,2,1,1,1,1,1,4,4,2,4,1,0,1,1,1,1,4,1,0,1,1,0,1,1,0,0,2,2,4,4,2,4,0,0,0,0,0,0,4,0,0,0,1,0,0,53.65,57.72,61.81,3,1,1,2,2,2,1,9,3,2,0,8,0,0,0,0,0,0,32,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,52.14,57.02,65.82,59.62,68.88,1
6889,2,1,1,NA,1,1,1,5,1,5,1,0,NA,1,0,NA,1,1,0,NA,1,0,NA,0,0,NA,4,2,4,1,1,1,1,0,NA,0,0,NA,4,0,0,NA,0,0,NA,54.09,44.25,63.05,2,1,1,3,5,5,4,9,3,2,0,4,1,0,0,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,52.3,47.79,51.29,58.25,9999,0
5829,2,0,1,0,2,3,5,3,1,5,1,1,1,1,1,1,4,1,1,1,0,1,1,0,0,0,2,3,5,4,1,4,0,0,1,1,1,1,3,0,0,1,0,0,1,53.91,60.44,70.01,3,1,1,2,2,2,1,14,4,3,1,10,0,0,10,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,62.46,66.37,81.39,81.09,94.37,0
4481,2,1,1,1,2,2,5,4,3,4,1,0,0,1,1,1,4,1,1,0,1,1,0,0,1,0,3,2,5,4,4,4,1,1,0,1,1,1,5,1,1,0,0,1,0,60.86,61.14,76.3,3,1,1,2,2,2,1,13,4,3,1,9,0,0,10,0,0,0,18,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,1,1,1,0,0,0,58.91,64.11,71.12,77.07,83.05,1
3336,2,1,NA,NA,2,2,4,4,2,5,1,NA,NA,1,NA,NA,5,1,NA,NA,1,NA,NA,1,NA,NA,2,2,4,4,2,4,1,NA,NA,1,NA,NA,4,0,NA,NA,0,NA,NA,52.78,55.45,9999,3,1,1,1,2,2,1,3,2,1,0,10,0,0,0,0,0,0,52,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,50.65,58.53,9999,9999,9999,1
4666,2,0,1,NA,3,4,2,3,3,2,0,1,NA,0,1,NA,3,1,1,NA,1,1,NA,0,1,NA,2,3,3,2,4,2,0,1,NA,0,1,NA,2,0,1,NA,0,1,NA,54.06,50.07,69.63,3,1,1,2,2,2,1,4,2,1,0,10,0,0,0,0,0,0,41,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,48.66,58.42,69.32,9999,9999,0
2935,2,1,1,1,2,2,4,4,2,4,0,0,1,0,1,1,3,1,0,1,0,1,1,1,1,1,2,2,4,4,2,4,0,0,1,0,1,1,3,0,0,1,0,1,1,58.81,66.65,70.7,3,1,1,1,2,2,1,3,2,1,0,10,0,0,0,0,0,0,52,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,63.28,67.56,74.99,78.16,78.7,0
6709,2,1,1,1,1,1,5,5,2,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,NA,1,1,0,0,1,3,1,0,0,0,1,0,64.97,70.43,78.44,3,1,1,2,3,3,3,14,4,3,1,1,1,0,8,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,65.76,76.8,81.87,86.11,88.1,1
1017,2,1,1,NA,2,2,3,4,3,4,1,1,NA,1,1,NA,3,1,1,NA,1,1,NA,1,1,NA,2,2,3,4,3,4,1,1,NA,1,1,NA,3,1,1,NA,1,1,NA,65.5,69.09,81.12,3,1,1,4,2,4,4,14,4,3,1,3,1,1,3,0,0,1,13,3,3,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,1,1,1,71.57,79.55,91.12,87.71,89.64,0
3781,2,1,0,0,2,2,3,4,4,4,1,1,0,1,1,0,4,1,1,0,1,1,0,1,0,0,2,2,2,4,4,4,1,1,0,1,1,0,4,0,1,0,0,1,0,49.37,59.38,73.06,2,1,1,2,2,2,1,13,4,3,1,1,1,1,1,0,0,1,16,3,3,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,1,1,0,51.56,48.81,62.61,70.2,66.58,0
2436,2,1,1,0,2,3,5,2,1,4,1,1,1,1,0,1,5,1,1,1,1,1,1,0,0,0,4,3,5,1,5,1,1,0,0,0,0,0,5,0,0,0,0,0,0,36.76,39.15,64.43,2,1,1,1,2,2,1,3,2,1,0,10,0,0,0,0,0,0,32,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,43.76,54.67,58.78,55.27,60.59,1
6571,2,0,1,0,4,2,2,2,2,2,1,1,0,0,1,1,2,1,1,1,0,1,0,0,1,0,4,4,4,2,2,4,0,1,0,1,1,1,4,0,1,1,0,1,0,37.76,33.84,56.09,2,1,1,1,1,1,1,4,2,1,0,10,0,0,0,0,0,0,33,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,37.05,39.47,42.02,42.78,47.22,0
4357,2,1,0,NA,2,2,4,5,2,4,1,0,NA,1,0,NA,5,1,1,NA,1,0,NA,1,0,NA,1,2,5,5,2,5,1,1,NA,1,1,NA,5,1,0,NA,0,0,NA,60.39,67.37,72.82,3,1,1,2,2,2,1,4,2,1,0,10,0,0,0,0,0,0,97,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,62.27,63.44,75.37,9999,65.78,0
1799,2,1,0,0,2,2,5,4,4,4,1,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,4,3,5,3,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,49.19,9999,58.67,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,63,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,53.11,9999,67.32,62.32,58.72,1
5468,2,1,1,1,2,2,5,-98,3,5,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,5,4,3,5,0,0,0,0,0,0,5,1,1,0,0,1,0,58.19,62.24,70.59,3,1,1,2,3,3,3,15,5,4,1,7,0,0,7,0,7,0,18,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,58.83,60.51,68.64,67.53,72.94,1
6343,2,1,1,0,3,2,5,4,2,4,0,1,1,1,1,1,4,0,1,0,1,1,1,0,1,0,4,2,5,3,1,4,0,0,1,0,1,1,4,0,1,0,0,1,0,51.64,57.69,67.25,2,1,1,1,1,1,1,3,2,1,0,10,0,0,0,0,0,0,52,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,51.28,54.48,67.54,69.76,69.06,1
3541,2,1,1,NA,3,2,3,2,3,2,0,1,NA,1,1,NA,4,1,1,NA,1,1,NA,0,0,NA,4,4,4,4,4,4,0,0,NA,0,0,NA,3,0,0,NA,0,0,NA,43,54.53,62.65,2,1,1,2,-99,2,1,4,2,1,0,10,0,0,0,0,0,0,61,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,45.18,48.65,56.85,55.83,56.91,1
4793,2,1,0,0,2,2,3,4,4,4,0,1,0,0,1,0,3,1,1,0,1,1,0,0,1,0,2,2,3,4,3,4,0,1,0,0,1,0,3,0,1,0,0,1,0,61.23,61.29,9999,2,1,1,3,2,3,3,4,2,1,0,10,0,0,0,0,0,0,41,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,49.72,9999,61.64,9999,9999,0
4648,2,1,0,0,2,2,3,4,2,4,1,0,0,1,0,1,3,1,0,1,1,1,1,1,1,1,2,2,3,4,2,4,1,1,1,1,1,1,3,1,0,1,1,1,0,60.96,66.57,77.93,3,1,1,2,2,2,1,5,2,1,0,5,1,0,0,0,0,0,43,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,56.41,62.83,76.21,68.65,71.56,0
3956,2,1,1,NA,3,3,4,4,3,4,0,1,NA,0,0,NA,3,NA,0,NA,NA,1,NA,0,1,NA,3,3,3,3,4,3,0,0,NA,0,0,NA,4,0,0,NA,0,0,NA,53.87,57.64,65.74,3,1,1,2,2,2,1,8,2,1,0,7,0,0,0,0,0,0,61,0,0,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,41.99,48.23,65.65,63.41,66.2,1
5765,2,1,1,NA,2,2,5,5,4,5,0,0,NA,0,0,NA,5,0,0,NA,0,0,NA,0,0,NA,3,3,5,4,1,4,0,0,NA,0,0,NA,5,0,0,NA,0,0,NA,64.18,67.72,77.01,3,1,1,2,2,2,1,13,4,3,1,10,0,0,10,0,0,0,18,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,66.68,74.34,75.99,81.75,77.81,0
2599,2,1,1,1,2,2,4,4,5,4,1,1,1,1,1,1,4,1,1,1,0,1,1,1,1,1,2,2,4,4,4,4,0,1,1,0,1,1,4,0,1,1,0,1,1,72.69,67.07,82.3,3,1,1,2,2,2,1,15,5,4,1,7,0,0,7,0,7,0,23,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,58.34,67.29,78.63,80.34,75.07,1
6045,2,1,1,1,2,2,3,4,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,4,3,4,0,0,0,1,0,0,3,1,0,0,1,0,1,59.76,65.12,78.63,3,1,1,2,2,2,1,13,4,3,1,8,0,0,8,0,0,0,22,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,4,0,0,0,0,59.15,68.66,78.12,82.97,9999,0
3493,2,0,1,1,2,2,3,4,4,4,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,3,2,3,4,3,4,0,0,1,0,1,1,4,1,1,1,1,1,1,48.37,52.8,73.26,2,1,1,2,4,4,4,8,2,1,0,8,0,0,0,0,0,0,51,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,2,3,3,0,0,0,0,54.25,58.5,75.73,78.77,77.97,0
2098,2,0,1,0,4,2,1,3,1,2,0,0,0,1,0,0,3,1,1,0,1,1,1,0,0,0,3,3,3,3,4,3,1,0,0,1,0,0,3,1,0,0,1,0,0,38.89,64.77,77.69,3,1,1,4,4,4,4,13,4,3,1,8,0,0,8,0,0,0,18,1,1,0.3461,0.3258,0.3116,0.294,0.3211,0.2793,0.2636,0,0,0.2918,0.31,1,3,3,0,0,0,0,34.86,68.94,83.51,81.59,77.72,1
6141,2,0,0,NA,5,5,4,-98,3,3,0,1,NA,0,0,NA,3,NA,0,NA,NA,0,NA,1,0,NA,2,3,3,2,2,3,0,0,NA,0,1,NA,2,0,1,NA,0,1,NA,34.73,40.8,50.84,2,1,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,42,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0,0,0,0,0.4595,0.37,2,1,1,1,0,0,0,43.58,36.33,9999,42.98,9999,0
2539,2,1,1,NA,1,2,2,2,2,2,0,0,NA,0,0,NA,3,0,0,NA,0,1,NA,1,1,NA,1,1,1,1,1,3,0,1,NA,0,1,NA,3,0,1,NA,1,1,NA,40.52,55.46,70.2,2,1,1,4,4,4,4,13,4,3,1,5,1,0,10,0,0,0,18,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.37,2,3,3,0,0,0,0,44,46.39,68.55,72.4,9999,0
1208,2,1,0,NA,2,2,3,5,1,4,1,1,NA,0,0,NA,2,0,0,NA,1,0,NA,0,0,NA,4,3,2,2,3,4,0,0,NA,0,0,NA,5,0,0,NA,0,0,NA,48.91,50.45,67.32,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,33,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.37,2,3,3,0,0,0,0,53.5,62.15,64.46,65.36,9999,0
3911,2,0,0,0,2,2,5,4,4,4,0,1,1,0,1,1,4,1,1,1,1,1,1,1,0,0,3,2,4,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,55.27,58.89,9999,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,32,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.38,1,3,3,0,0,0,0,52.53,51.92,55.98,9999,44.14,1
2111,2,1,1,0,3,2,4,4,2,4,1,0,0,0,0,0,5,1,1,0,1,1,0,1,1,0,3,2,5,4,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,43.47,49.32,57.07,2,1,1,2,3,3,3,9,3,2,0,10,0,0,0,0,0,0,22,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.38,1,3,3,0,0,0,0,40.74,44.79,51.02,54.87,48.76,1
5775,2,0,1,0,2,2,4,3,3,4,1,1,0,1,1,0,4,1,1,0,1,1,0,0,1,0,2,2,4,4,4,4,0,1,0,1,1,0,3,1,1,0,1,1,0,58.36,62.84,9999,2,1,1,2,1,2,1,4,2,1,0,10,0,0,0,0,0,0,33,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.37,2,3,3,0,0,0,0,54.15,62.12,59.71,77.13,63.07,0
6319,2,1,1,0,2,2,5,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,52.9,54.27,70.46,2,1,1,4,2,4,4,4,2,1,0,10,0,0,0,0,0,0,63,0,0,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0,0,0,0.4595,0.37,2,3,5,1,0,0,0,46.68,53.95,57.01,64.36,9999,0
3909,2,0,0,NA,2,2,5,-98,2,2,1,0,NA,1,0,NA,3,1,0,NA,0,1,NA,1,0,NA,1,2,1,5,4,2,0,1,NA,1,0,NA,1,1,0,NA,1,1,NA,57.55,62.16,71.21,2,1,1,2,2,2,1,14,4,3,1,10,0,1,3,0,0,1,13,3,3,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.37,2,3,3,0,1,1,1,49.63,57.98,9999,75.66,9999,0
4569,2,0,NA,NA,3,2,5,4,1,5,1,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,1,NA,NA,1,1,3,5,5,5,1,NA,NA,1,NA,NA,3,0,NA,NA,1,NA,NA,71.3,75.25,9999,2,1,1,4,-99,4,4,1,1,1,0,10,0,0,0,0,0,0,52,1,1,0.5067,0.4664,0.4511,0.4388,0,0,0,0,0,0,0.37,2,3,3,0,0,0,0,59.05,58.86,9999,9999,9999,0
4121,2,1,0,0,3,2,3,2,2,2,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,3,3,-98,2,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,38.4,38.68,9999,2,1,1,2,2,2,1,4,2,1,0,10,0,0,0,0,0,0,42,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0,0,0,0.4595,0.37,2,3,3,0,0,0,0,33.3,33.07,35.07,9999,31.09,0
6708,2,0,0,0,4,4,3,1,3,2,0,0,0,0,NA,0,3,1,1,0,1,0,0,0,NA,0,4,4,3,2,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,57.88,55.48,65.69,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,33,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0,0,0,0.4595,0.37,2,1,1,1,0,0,0,45.9,36.17,37.15,56.53,9999,0
1346,2,0,0,0,3,2,4,3,2,3,1,0,1,1,1,0,4,1,1,1,1,1,1,1,0,0,3,2,2,2,1,1,1,0,1,1,0,0,2,1,1,0,1,0,1,58.46,73.73,80.11,2,1,1,2,2,2,1,9,3,2,0,4,1,0,0,0,0,0,33,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.37,2,3,3,0,0,0,0,62.44,67.78,74.3,76.87,9999,0
1158,2,1,1,0,1,1,5,4,3,4,1,1,0,1,1,0,5,1,1,0,1,1,0,1,1,0,1,1,5,4,3,4,1,1,0,1,1,0,5,1,1,0,1,1,0,63.54,66.07,74.98,2,1,1,2,2,2,1,14,4,3,1,5,1,-99,-99,0,0,0,52,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.38,1,3,3,0,0,0,0,60.77,65.36,80.77,77.17,9999,1
6529,2,1,1,1,2,2,4,4,2,2,1,1,NA,1,0,NA,4,1,1,NA,1,1,NA,1,1,NA,3,2,4,4,2,4,0,0,NA,0,0,NA,4,1,0,NA,1,0,NA,51.83,55.7,61.87,2,1,1,2,2,2,1,8,2,1,0,8,0,0,0,0,0,0,32,1,1,0.5067,0.4664,0.4511,0.4355,0.4826,0.4498,0.5335,0,0,0.4595,0.38,1,3,3,0,0,0,0,45.09,50.2,58.33,65.39,9999,1
