stu_id,strat_id,psu,bys87a,bys87c,bys87f,bys89a,bys89b,bys89l,bys89r,bys89u,f1s18a,f1s18b,f1s18c,f1s18d,f1s18e,bys70a,bys70b,bys70c,bys70d,bystlang,bytm12b,bysex,byrace_r,byses2qu,f3onet2curr,f3onet6curr,f3bytscwt,school
166214,166,2,3,3,3,4,3,3,4,4,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,250.2987,1662
166215,166,2,2,2,2,1,2,2,2,2,1,1,1,3,2,-3,-3,-3,-3,1,0,1,-5,4,27,-5,333.5813,1662
166216,166,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,27,-5,568.1291,1662
166217,166,2,2,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,13,-5,289.8435,1662
166219,166,2,3,4,3,2,2,2,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,27,-5,267.3674,1662
166220,166,2,3,3,3,4,4,4,3,3,2,2,2,2,3,-3,-3,-3,-3,1,-3,1,-5,3,41,-5,276.3838,1662
166222,166,2,3,3,3,2,2,3,3,2,3,2,3,4,3,-3,-3,-3,-3,1,0,1,-5,1,43,-5,148.7831,1662
166223,166,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,4,3,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,267.8452,1662
166224,166,2,2,1,1,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,2,11,-5,306.8301,1662
166225,166,2,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,4,4,-3,-3,-3,-3,1,-3,1,-5,4,17,-5,259.7616,1662
166226,166,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,11,-5,266.4943,1662
166227,166,2,3,2,2,3,3,3,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,4,21,-5,239.6106,1662
166230,166,2,-7,-7,-7,-7,-7,-7,-7,-7,2,2,4,3,3,-3,-3,-3,-3,1,-3,2,-5,4,39,-5,248.3574,1662
166231,166,2,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,4,-9,-9,-9,-9,1,-3,1,-5,4,35,-5,271.2489,1662
166261,166,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,29,-5,0,1662
167101,167,1,3,3,4,2,2,2,3,3,3,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,3,35,-5,557.5367,1671
167102,167,1,2,2,2,2,2,3,3,3,3,2,2,4,4,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1671
167104,167,1,3,4,3,2,2,2,2,2,2,2,3,3,3,-3,-3,-3,-3,1,0,1,-5,1,41,-5,555.6581,1671
167105,167,1,1,3,2,2,2,2,3,3,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,4,39,-5,526.9422,1671
167106,167,1,2,3,3,2,2,2,3,2,3,3,3,4,3,-3,-3,-3,-3,1,-3,2,-5,4,13,-5,506.4842,1671
167107,167,1,-9,-9,-9,-9,-9,-9,-9,-9,4,2,3,4,2,-3,-3,-3,-3,1,-4,1,-5,3,39,-5,247.1774,1671
167108,167,1,1,1,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,0,1,-5,4,41,-5,581.4137,1671
167109,167,1,3,3,2,2,2,3,3,3,3,2,2,3,4,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,523.9315,1671
167110,167,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,15,-5,627.8542,1671
167111,167,1,3,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,2,0,-3,2,-5,4,13,-5,174.377,1671
167112,167,1,2,2,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,-8,-5,0,1671
167113,167,1,2,2,3,4,3,3,4,4,2,2,2,3,3,-3,-3,-3,-3,1,-4,2,-5,3,27,-5,185.5477,1671
167115,167,1,3,3,3,1,1,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,2,35,-5,554.3228,1671
167116,167,1,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,2,-3,-3,-3,-3,1,0,2,-5,2,31,-5,525.5705,1671
167117,167,1,4,4,3,2,2,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,-9,-5,614.0186,1671
167118,167,1,3,3,3,4,4,4,4,4,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,3,13,-5,192.0676,1671
167119,167,1,-9,3,3,2,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-9,1,-5,1,27,-5,300.0084,1671
167120,167,1,3,3,3,2,2,2,2,2,3,2,3,3,3,-3,-3,-3,-3,1,0,2,-5,4,29,-5,504.3697,1671
167121,167,1,2,4,3,2,2,2,4,2,2,3,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,53,-5,482.6407,1671
167122,167,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,49,-5,653.1324,1671
167123,167,1,2,3,3,4,4,3,3,3,3,2,2,3,2,-3,-3,-3,-3,1,0,1,-5,2,43,-5,547.6507,1671
167201,167,2,3,4,4,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,-3,2,-5,3,39,-5,415.7609,1672
167202,167,2,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1,1,-3,-3,-3,-3,1,0,2,-5,2,41,-5,463.2081,1672
167203,167,2,2,2,2,2,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,173.9426,1672
167204,167,2,4,4,4,1,1,1,1,1,2,2,2,2,1,-3,-3,-3,-3,1,0,2,-5,2,41,-5,403.2849,1672
167205,167,2,3,3,3,2,2,2,2,2,-9,-9,-9,-9,-9,-3,-3,-3,-3,1,0,1,-5,2,17,-5,505.4575,1672
167206,167,2,3,4,4,3,2,1,1,1,2,1,2,1,1,-3,-3,-3,-3,1,-3,2,-5,2,39,-5,398.432,1672
167207,167,2,2,2,3,3,3,3,3,3,2,2,1,2,2,-3,-3,-3,-3,1,-3,1,-5,1,25,-5,395.3961,1672
167208,167,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,4,3,-3,-3,-3,-3,1,-4,1,-5,3,53,-5,417.9278,1672
167209,167,2,3,4,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,17,-5,433.1986,1672
167211,167,2,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,3,3,-3,-3,-3,-3,1,0,2,-5,2,-4,-5,0,1672
167212,167,2,3,2,2,3,3,3,2,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,11,-5,397.3865,1672
167213,167,2,3,3,3,2,3,2,3,3,2,2,1,3,2,-3,-3,-3,-3,1,-3,1,-5,4,13,-5,416.6609,1672
167214,167,2,2,3,2,1,1,1,1,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,3,-8,-5,0,1672
167215,167,2,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,2,-5,2,13,-5,180.8998,1672
167216,167,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-9,-9,-9,-9,0,0,2,-5,1,39,-5,512.5453,1672
167217,167,2,3,3,2,4,3,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,4,21,-5,626.3204,1672
167218,167,2,2,3,2,2,2,2,2,2,3,2,2,3,2,-3,-3,-3,-3,1,-4,2,-5,3,43,-5,419.7862,1672
167219,167,2,3,3,2,3,2,3,2,3,4,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,1,29,-5,415.939,1672
167220,167,2,3,3,3,2,2,2,2,2,2,2,2,2,4,-3,-3,-3,-3,1,-3,2,-5,3,39,-5,416.1967,1672
167221,167,2,2,2,2,3,3,3,3,3,4,3,3,4,4,-3,-3,-3,-3,1,-3,1,-5,4,55,-5,437.7482,1672
167222,167,2,3,3,3,2,2,2,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,401.0138,1672
167223,167,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,-4,-5,0,1672
167224,167,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,13,-5,406.8017,1672
167225,167,2,3,4,4,2,1,1,2,2,1,1,2,2,2,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,408.815,1672
167226,167,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,2,2,2,2,0,1,2,-5,3,13,-5,278.2307,1672
167227,167,2,2,4,1,4,3,4,4,4,4,3,3,4,4,-3,-3,-3,-3,1,-4,2,-5,3,11,-5,392.5983,1672
167228,167,2,3,4,4,2,2,1,2,2,2,1,1,1,1,-3,-3,-3,-3,1,0,2,-5,1,31,-5,474.3754,1672
167229,167,2,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1,1,2,2,2,2,0,-4,2,-5,2,-4,-5,0,1672
167230,167,2,2,3,2,3,2,2,2,2,3,2,2,2,3,1,1,1,1,0,-3,1,-5,2,17,-5,204.6805,1672
167231,167,2,2,2,1,3,3,3,3,3,4,4,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,13,-5,466.5486,1672
168101,168,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,19,-5,168.5822,1681
168102,168,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,27,-5,586.1372,1681
168103,168,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,3,2,2,-3,-3,-3,-3,1,0,1,-5,4,11,-5,470.9217,1681
168104,168,1,2,3,3,2,1,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,4,41,-5,515.472,1681
168105,168,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,11,-5,654.0754,1681
168106,168,1,3,3,4,2,2,2,-9,-9,3,3,4,3,3,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,461.342,1681
168109,168,1,3,3,3,2,1,1,2,2,1,1,1,3,2,-3,-3,-3,-3,1,0,1,-5,4,47,-5,463.4763,1681
168110,168,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,15,-5,608.1561,1681
168111,168,1,4,2,2,3,3,3,3,3,4,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,439.4069,1681
168112,168,1,4,3,3,-9,-9,-9,-9,-9,1,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,3,35,-5,564.7859,1681
168113,168,1,4,4,4,4,4,4,4,4,2,4,4,3,4,-3,-3,-3,-3,1,0,1,-5,4,49,-5,435.1137,1681
168114,168,1,3,3,3,1,2,2,2,1,2,2,1,2,2,-3,-3,-3,-3,1,0,2,-5,4,-4,-5,0,1681
168115,168,1,3,3,3,1,2,2,1,1,2,1,1,3,2,-3,-3,-3,-3,1,0,2,-5,4,11,-5,449.3781,1681
168116,168,1,4,4,3,2,1,3,2,1,-8,-8,-8,-8,-8,4,4,4,4,0,0,2,-5,3,31,-5,459.107,1681
168117,168,1,3,3,3,2,2,2,3,3,3,2,3,4,3,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,0,1681
168119,168,1,3,2,2,4,3,3,3,3,3,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,454.4233,1681
168120,168,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,13,-5,225.2937,1681
168121,168,1,2,3,3,3,3,3,3,3,4,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,19,-5,441.7108,1681
168202,168,2,2,3,3,2,3,2,2,2,-4,-4,-4,-4,-4,2,2,2,2,0,-3,1,-5,1,-4,-5,0,1682
168203,168,2,3,3,3,2,2,2,2,2,-8,-8,-8,-8,-8,2,2,2,2,0,-3,1,-5,1,49,-5,253.4351,1682
168204,168,2,2,2,2,3,3,2,2,2,2,2,2,1,1,3,3,2,2,0,0,1,-5,1,51,-5,222.4023,1682
168205,168,2,2,3,2,2,1,1,2,1,2,1,2,4,3,-3,-3,-3,-3,1,-3,1,-5,4,23,-5,576.727,1682
168208,168,2,2,2,2,2,2,2,3,3,-4,-4,-4,-4,-4,1,1,1,1,0,-4,2,-5,3,43,-5,197.2013,1682
168209,168,2,4,4,4,4,4,4,3,4,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,4,53,-5,600.8622,1682
168211,168,2,2,1,1,4,3,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,3,-4,-5,0,1682
168212,168,2,2,3,3,4,4,4,4,4,4,3,4,4,4,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1682
168215,168,2,4,4,4,2,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-4,2,-5,1,-4,-5,0,1682
168216,168,2,3,3,2,2,2,2,3,3,4,3,3,4,4,-3,-3,-3,-3,1,0,2,-5,4,13,-5,538.7335,1682
168217,168,2,3,2,2,3,2,2,2,2,2,2,1,2,2,-3,-3,-3,-3,1,-4,2,-5,3,25,-5,624.5861,1682
168220,168,2,2,2,2,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,1,43,-5,591.3232,1682
169101,169,1,3,3,3,2,2,2,2,2,3,2,3,4,3,2,2,2,3,0,-3,2,-5,3,43,-5,595.1917,1691
169102,169,1,2,2,2,2,1,2,2,2,1,1,2,3,2,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,599.1404,1691
169104,169,1,3,3,2,2,2,2,2,3,2,2,3,4,4,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,597.7101,1691
169105,169,1,2,3,2,2,2,2,4,3,2,2,3,3,2,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,590.061,1691
169106,169,1,3,3,3,3,2,2,2,2,4,2,3,3,4,-3,-3,-3,-3,1,-3,1,-5,4,41,-5,585.163,1691
169107,169,1,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,3,4,-3,-3,-3,-3,1,-3,2,-5,1,25,-5,620.6204,1691
169108,169,1,2,2,2,3,3,2,2,2,-9,2,-9,-9,-9,-3,-3,-3,-3,1,-3,1,-5,2,-4,-5,0,1691
169109,169,1,2,2,2,4,4,3,4,4,2,2,4,4,3,-3,-3,-3,-3,1,-3,1,-5,2,45,-5,617.4303,1691
169110,169,1,-9,-9,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-9,-9,-9,-9,1,0,1,-5,3,11,-5,630.8243,1691
169111,169,1,3,4,1,4,3,4,4,4,3,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,4,19,-5,585.7134,1691
169112,169,1,2,2,2,3,3,3,3,3,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,43,-5,606.0324,1691
169113,169,1,3,3,3,2,2,4,4,4,3,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,2,41,-5,635.4226,1691
169114,169,1,3,2,2,4,4,4,4,2,1,1,1,2,4,-3,-3,-3,-3,1,-3,1,-5,2,13,-5,617.7228,1691
169116,169,1,-6,4,4,3,3,3,3,3,3,4,4,3,4,-3,-3,-3,-3,1,-4,1,-5,4,29,-5,609.1932,1691
169201,169,2,2,4,2,1,1,1,1,1,1,1,1,2,2,-3,-3,-3,-3,1,0,2,-5,3,43,-5,254.7772,1692
169202,169,2,2,1,1,4,3,4,4,4,4,4,3,4,3,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,268.7889,1692
169203,169,2,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,2,1,-3,-3,-3,-3,1,-3,1,-5,1,47,-5,293.7126,1692
169204,169,2,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,1692
169205,169,2,3,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,2,33,-5,276.3883,1692
169206,169,2,2,4,4,2,2,1,1,1,2,1,1,2,2,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,1692
169207,169,2,3,3,2,4,4,3,4,4,4,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,43,-5,250.3248,1692
169208,169,2,2,3,2,3,2,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,285.2235,1692
169209,169,2,3,3,3,2,1,2,2,2,3,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,1,51,-5,291.3404,1692
169210,169,2,2,2,2,1,1,1,1,1,2,3,3,3,2,1,1,1,1,0,0,1,-5,1,33,-5,257.3556,1692
169211,169,2,2,3,3,3,3,3,3,3,2,2,3,2,3,-3,-3,-3,-3,1,0,2,-5,1,27,-5,266.8494,1692
169212,169,2,2,2,2,4,-9,3,3,3,4,4,3,4,4,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,1692
169213,169,2,2,3,2,2,3,1,2,2,4,3,3,4,3,-3,-3,-3,-3,1,-3,1,-5,2,43,-5,298.7894,1692
169214,169,2,3,3,3,3,3,2,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,39,-5,419.8276,1692
169215,169,2,2,2,2,2,2,3,3,3,4,3,2,3,4,-3,-3,-3,-3,1,-3,2,-5,2,41,-5,280.2422,1692
169216,169,2,3,3,3,3,2,2,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,31,-5,326.4803,1692
169217,169,2,2,3,2,3,3,3,2,2,4,3,2,2,3,-3,-3,-3,-3,1,-3,1,-5,1,11,-5,307.9666,1692
169218,169,2,3,3,3,2,1,2,2,2,1,2,1,3,2,-3,-3,-3,-3,1,0,2,-5,2,35,-5,259.5089,1692
169219,169,2,2,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,3,23,-5,255.1853,1692
169221,169,2,2,3,2,3,4,4,3,4,3,4,4,2,3,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1692
169222,169,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,3,4,-3,-3,-3,-3,1,0,1,-5,1,51,-5,284.298,1692
169223,169,2,2,4,4,4,4,1,1,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,-9,-5,299.8238,1692
169224,169,2,2,2,2,3,3,3,3,3,3,2,3,3,4,-3,-3,-3,-3,1,-3,2,-5,2,25,-5,275.48,1692
169225,169,2,2,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,264.8785,1692
169226,169,2,-8,-8,-8,-8,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,1,1,-5,-8,-4,-5,0,1692
169227,169,2,2,4,4,3,3,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,39,-5,357.1507,1692
169228,169,2,2,2,2,2,2,2,2,2,2,1,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,45,-5,282.2497,1692
169229,169,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,1,2,-3,-3,-3,-3,1,-3,2,-5,1,29,-5,275.0861,1692
169230,169,2,3,1,1,4,3,4,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,47,-5,280.2624,1692
170101,170,1,2,2,2,2,3,-9,-9,-9,3,3,2,2,4,-3,-3,-3,-3,1,-3,2,-5,2,13,-5,263.7148,1701
170102,170,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,1701
170103,170,1,3,3,2,3,3,2,3,2,3,2,3,4,3,-3,-3,-3,-3,1,-3,2,-5,2,-4,-5,0,1701
170104,170,1,2,2,2,-9,-9,-9,-9,-9,3,3,2,3,4,-3,-3,-3,-3,1,-3,2,-5,3,35,-5,268.4903,1701
170105,170,1,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1,1,-3,-3,-3,-3,1,0,1,-5,2,51,-5,284.0227,1701
170106,170,1,2,2,2,1,1,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,3,-4,-5,0,1701
170108,170,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,39,-5,236.5347,1701
170109,170,1,2,3,3,2,3,2,3,3,2,2,2,2,3,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,249.348,1701
170110,170,1,3,3,3,2,3,4,3,3,3,3,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,280.0646,1701
170112,170,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,1,51,-5,276.4375,1701
170113,170,1,1,3,1,2,1,1,3,3,3,3,1,3,3,-3,-3,-3,-3,1,0,2,-5,4,25,-5,242.6848,1701
170114,170,1,3,3,1,2,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,253.7723,1701
170115,170,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,51,-5,699.1943,1701
170117,170,1,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,49,-5,220.384,1701
170118,170,1,2,2,2,4,3,3,3,3,4,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,11,-5,256.0972,1701
170119,170,1,3,3,2,2,2,2,3,2,3,2,2,3,-9,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,284.2154,1701
170120,170,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,1701
170121,170,1,2,3,3,1,2,3,2,1,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,1,35,-5,337.4093,1701
170122,170,1,2,2,2,2,2,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,323.1002,1701
170123,170,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,47,-5,274.1134,1701
170124,170,1,2,2,1,3,3,3,3,3,3,3,3,3,4,-3,-3,-3,-3,1,-3,1,-5,2,11,-5,277.0302,1701
170125,170,1,3,4,3,1,1,1,2,2,2,2,3,3,3,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,263.0098,1701
170126,170,1,-9,-9,-9,-9,-9,-9,-9,-9,4,2,2,3,4,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,272.5109,1701
170201,170,2,3,3,-9,-9,-9,-9,-9,-9,4,3,3,4,4,-3,-3,-3,-3,1,-3,1,-5,4,17,-5,289.0495,1702
170202,170,2,2,3,3,2,2,3,4,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,3,31,-5,276.6945,1702
170203,170,2,2,3,3,2,2,3,2,2,2,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1702
170204,170,2,3,3,3,2,2,2,2,2,2,2,1,2,2,-3,-3,-3,-3,1,-3,2,-5,2,53,-5,294.1351,1702
170205,170,2,2,3,3,2,2,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-4,2,-5,2,43,-5,271.8475,1702
170206,170,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,2,25,-5,332.9943,1702
170207,170,2,2,3,3,3,3,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,0,2,-5,3,51,-5,306.5424,1702
170208,170,2,3,3,2,2,1,2,2,2,4,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,2,49,-5,316.7132,1702
170210,170,2,3,2,2,3,3,3,3,3,4,3,3,4,4,-3,-3,-3,-3,1,0,2,-5,1,11,-5,287.8423,1702
170211,170,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,47,-5,0,1702
170212,170,2,2,2,3,2,2,3,2,2,3,3,2,3,3,-3,-3,-3,-3,1,-4,1,-5,4,11,-5,254.2667,1702
170213,170,2,3,2,2,2,2,2,3,3,1,1,1,2,2,-3,-3,-3,-3,1,-4,1,-5,4,-4,-5,0,1702
170214,170,2,2,2,1,2,2,2,2,2,4,3,3,4,4,-3,-3,-3,-3,1,0,1,-5,3,-8,-5,0,1702
170215,170,2,3,3,2,2,1,1,3,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,4,-4,-5,0,1702
170216,170,2,3,3,2,3,2,3,3,3,2,1,2,2,3,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,291.4402,1702
170217,170,2,1,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,3,-3,-3,-3,-3,1,-4,2,-5,4,31,-5,267.1018,1702
170218,170,2,4,4,3,2,1,2,2,2,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,35,-5,286.8201,1702
170220,170,2,3,3,3,4,3,3,3,3,4,2,2,4,4,-3,-3,-3,-3,1,0,1,-5,1,43,-5,337.7284,1702
170221,170,2,3,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,53,-5,339.4876,1702
170222,170,2,3,4,3,2,1,1,2,2,3,2,2,3,2,-3,-3,-3,-3,1,0,1,-5,3,35,-5,287.5796,1702
170223,170,2,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,4,-3,-3,-3,-3,1,0,1,-5,4,-4,-5,0,1702
170224,170,2,2,3,2,2,1,2,2,2,3,1,2,3,2,-3,-3,-3,-3,1,0,1,-5,2,37,-5,302.9806,1702
171102,171,1,3,3,3,4,3,3,2,3,4,4,2,4,4,-3,-3,-3,-3,1,-3,1,-5,4,29,-5,525.8997,1711
171103,171,1,2,3,2,2,2,2,2,2,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,1,41,-5,611.5467,1711
171104,171,1,3,3,4,1,1,1,2,1,1,1,1,2,1,-3,-3,-3,-3,1,0,2,-5,2,43,-5,541.1868,1711
171105,171,1,2,3,3,2,2,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,2,11,-5,586.9636,1711
171106,171,1,2,3,2,4,3,3,4,3,2,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,3,11,-5,541.4451,1711
171107,171,1,2,2,2,3,3,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,15,-5,519.024,1711
171108,171,1,2,2,3,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,501.7752,1711
