CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
3833,1,NA,NA,NA,NA,45.13,NA,NA
3834,1,1,55.79,NA,69.27,73.02,73.1,65.54
3835,1,NA,NA,NA,NA,53.8,57.92,57.92
3836,1,1,35.85,38.88,NA,NA,NA,NA
3837,2,2,61,NA,60.78,NA,NA,NA
3838,1,NA,NA,NA,NA,53.55,60.9,NA
3839,1,1,49.91,58.13,65.21,65.54,NA,NA
3840,2,NA,NA,NA,NA,74.09,81.3,84.93
3841,1,NA,NA,NA,NA,64,62.52,69.7
3842,2,NA,NA,NA,NA,NA,NA,NA
3843,2,1,60.65,64.57,71.36,NA,NA,NA
3844,1,3,47.78,58.56,50.92,NA,NA,NA
3845,1,NA,NA,NA,NA,43.81,NA,NA
3846,2,NA,NA,NA,NA,68.86,72.97,NA
3847,2,2,55.29,45.36,49.32,53.32,61.8,NA
3848,1,NA,NA,NA,NA,61.83,58.63,65.98
3849,1,3,62.2,71.99,73.78,74.68,77.5,80.49
3850,1,1,42.26,38.06,NA,NA,NA,NA
3851,2,NA,NA,NA,NA,67.35,77.42,NA
3852,2,2,58.65,61.37,60.77,62.01,66.84,67.36
3853,2,1,56.14,53.6,64,NA,NA,57.47
3854,2,NA,NA,NA,NA,61.36,59.2,65.39
3855,2,1,57.98,55.72,51.85,73.69,NA,69.91
3856,1,NA,NA,NA,NA,60.34,74.53,NA
3857,1,NA,NA,NA,NA,50.88,NA,NA
3858,2,NA,NA,NA,NA,56.78,60.78,59
3859,1,NA,NA,NA,NA,49.03,50.46,56.88
3860,1,1,55.05,NA,NA,NA,NA,NA
3861,1,NA,NA,NA,NA,58.65,69.22,63.08
3862,1,1,NA,51.04,41.93,46.51,NA,NA
3863,2,NA,NA,NA,NA,47.65,NA,NA
3864,2,NA,NA,NA,NA,52,53.87,63.28
3865,2,NA,NA,NA,NA,61.94,60.2,NA
3866,2,NA,NA,NA,NA,78.9,NA,82.15
3867,2,NA,NA,NA,NA,58.36,NA,60.27
3868,1,NA,NA,NA,NA,56.08,54.54,56.93
3869,2,3,68.2,NA,65.82,73.06,NA,84.74
3870,1,NA,NA,NA,NA,NA,62.56,NA
3871,1,1,37.95,54.56,60.32,58.27,NA,63.39
3872,1,NA,NA,NA,NA,56.02,54.4,NA
3873,1,NA,NA,NA,NA,59.91,72.86,78.62
3874,1,1,54.64,65.06,61.36,63.36,60.17,57.4
3875,1,NA,NA,NA,NA,52.18,59.17,59.18
3876,1,3,72.71,70.11,69.89,80.44,83.98,86.48
3877,1,NA,NA,NA,NA,52.66,56.43,55.7
3878,2,NA,NA,NA,NA,48.51,NA,NA
3879,2,NA,NA,NA,NA,65.7,NA,71.56
3880,1,1,42.73,54.08,69.4,70.99,76.66,NA
3881,2,NA,NA,NA,NA,NA,NA,80.03
3882,1,3,48.95,64.08,65.04,69.27,71.53,71.22
3883,1,NA,NA,NA,NA,50.61,45.81,NA
3884,2,NA,NA,NA,NA,65.99,73.48,71.83
3885,1,1,49.32,54.27,49.36,51.1,NA,NA
3886,2,NA,NA,NA,NA,NA,NA,NA
3887,1,2,43.36,54.03,60.29,NA,60.52,62.23
3888,2,3,46.75,49.46,NA,NA,63.21,NA
3889,1,2,54.87,60.92,67.14,68.08,69.31,70.26
3890,1,1,46.4,49.91,50.85,57.18,NA,52.2
3891,2,1,36.85,35.18,59,NA,NA,NA
3892,2,2,64.05,NA,NA,76.88,NA,80.1
3893,1,NA,NA,NA,NA,63.08,70.76,NA
3894,1,NA,NA,NA,NA,75.78,80.97,80.67
3895,2,NA,NA,NA,NA,60.07,NA,NA
3896,2,NA,NA,NA,NA,53.63,58.2,62.73
3897,2,3,65.75,69.6,78.41,NA,NA,NA
3898,1,1,39.3,31.11,38.17,46.82,44.76,48.3
3899,1,2,60.22,58.67,67.96,67.12,68.34,64.93
3900,2,2,36.26,43.22,49.36,44.66,41.3,34.5
3901,1,2,62.83,61.04,65.92,63.84,58.72,57.43
3902,1,NA,NA,NA,NA,50.63,61.44,58.86
3903,2,NA,NA,NA,NA,52.97,50.85,NA
3904,2,NA,NA,NA,NA,68.28,74.25,NA
3905,2,NA,NA,NA,NA,73.52,NA,64.43
3906,2,1,36.68,41.28,39.45,50.79,46.23,NA
3907,1,2,NA,NA,31.07,NA,NA,NA
3908,2,3,58.27,51.85,47.05,62.04,NA,NA
3909,2,3,57.55,62.16,59.87,60.22,71.21,NA
3910,2,NA,NA,NA,NA,71.2,78.08,NA
3911,1,1,55.27,58.89,62.84,63.79,NA,60.75
3912,2,3,67.06,NA,NA,NA,NA,NA
3913,1,NA,NA,NA,NA,44.57,52.77,51.55
3914,2,NA,35.45,34.99,47.41,NA,44.24,NA
3915,1,NA,NA,NA,NA,53.43,65.1,64.13
3916,2,NA,NA,NA,NA,65.96,66.98,61.79
3917,2,3,52.53,59.82,66.36,69.22,70.37,NA
3918,2,NA,NA,NA,NA,72.09,77.44,75.37
3919,1,NA,NA,NA,NA,70.01,68.37,75.08
3920,2,2,45.43,43.88,37.12,43.2,NA,NA
3921,1,3,64.37,NA,65.01,68.89,70.76,71.35
3922,2,NA,NA,NA,NA,77.11,79.32,75.32
3923,2,3,68.59,66.28,75.84,68.69,NA,NA
3924,1,NA,NA,NA,NA,55.83,63.66,NA
3925,1,2,55.68,61.9,NA,NA,NA,NA
3926,1,2,57.18,NA,51.71,60.65,NA,NA
3927,1,3,50.28,56.43,57.79,NA,47.7,46.99
3928,2,NA,NA,NA,NA,53.73,64.52,NA
3929,2,2,27.23,36.61,32.43,46.09,NA,43.63
3930,2,NA,NA,NA,NA,57.95,NA,NA
3931,1,3,52.58,56.71,64.8,63.71,63.49,63.75
3932,1,NA,NA,NA,NA,71.92,72.08,66.62
3933,1,1,44.69,48.01,42.67,49.46,54.94,NA
3934,2,3,59.19,65.87,67.83,68.14,68.82,74.78
3935,2,1,53.67,52.58,60.5,59.87,65.44,64.73
3936,2,NA,46.49,NA,NA,NA,NA,NA
3937,2,1,36.75,40.62,NA,NA,NA,NA
3938,2,NA,NA,NA,NA,74.21,82.33,82.78
3939,2,NA,NA,NA,NA,46.98,NA,NA
3940,1,2,49.45,65.65,69.59,69.2,67.79,65.12
3941,2,NA,NA,NA,NA,68.46,71.96,70.15
3942,2,NA,NA,NA,NA,71.15,NA,72.14
3943,2,3,40.11,44.72,49.51,50.65,49.69,42.96
3944,2,1,50.39,53.28,NA,NA,NA,NA
3945,1,NA,NA,NA,NA,45.52,43.53,43.89
3946,2,1,43.42,56.44,57.23,70.24,69.92,72.22
3947,1,1,46.48,52.94,NA,NA,NA,NA
3948,2,2,45.16,NA,45.81,NA,NA,NA
3949,1,3,58.24,77.02,72.72,79.2,NA,NA
3950,2,1,NA,56.25,57.54,NA,NA,NA
3951,1,1,55.51,NA,NA,52.34,58.7,NA
3952,2,NA,NA,NA,NA,76.45,83.31,84.73
3953,2,2,56.54,68.02,61.68,NA,68.24,63.93
3954,2,1,49.08,NA,53.5,54.89,61.08,57.63
3955,1,3,48.02,43.62,NA,NA,NA,NA
3956,1,2,53.87,57.64,63.83,61.39,65.74,66.55
3957,1,1,58.02,NA,NA,NA,NA,NA
3958,2,3,60.54,63.77,68.69,62.22,75.67,81.88
3959,2,NA,NA,NA,NA,57.05,60.63,NA
3960,2,2,55.74,54.05,63.29,NA,NA,NA
3961,1,NA,NA,NA,NA,46.25,53.07,57.19
3962,2,2,58.42,51.02,51.44,NA,NA,NA
3963,1,NA,NA,NA,NA,46.17,NA,NA
3964,2,NA,NA,NA,NA,65.68,NA,NA
3965,2,3,50.75,55.46,58.62,65.36,62.46,58.96
3966,1,2,64.38,65.67,66.02,63.79,66.18,79.33
3967,1,2,55,63.56,70.22,72.07,81.66,75.23
3968,1,NA,NA,NA,NA,79.45,81.73,79.2
3969,1,2,66.86,66.59,71.07,73.85,77.97,84.27
3970,1,1,47.28,53.13,57.94,65.63,62.81,58.13
3971,1,3,64.8,67.85,68.01,72.95,NA,NA
3972,1,NA,NA,NA,NA,50.71,56.95,53.48
3973,1,1,59.44,61.48,64.43,70.8,68.65,68.03
3974,2,NA,NA,NA,NA,53.97,NA,NA
3975,2,NA,NA,NA,NA,52.34,58.5,NA
3976,1,1,48.36,43.46,50.54,45.45,NA,NA
3977,2,NA,NA,NA,NA,34.64,35.68,NA
3978,1,NA,NA,NA,NA,62.23,69.01,65.97
3979,1,NA,NA,NA,NA,45.7,56.28,56.86
3980,1,NA,NA,NA,NA,47.07,53.6,59.51
3981,1,NA,NA,NA,NA,56.88,57.19,65.92
3982,1,2,46.91,59.35,63.64,70.47,71.54,81.68
3983,2,NA,NA,NA,NA,57.34,55.45,NA
3984,2,1,56.02,60.55,66.27,70.37,75.82,71.87
3985,2,2,50.46,56.74,62.74,69.95,NA,NA
3986,1,NA,NA,NA,NA,58.71,NA,NA
3987,2,1,42.86,40.76,37.79,49.46,NA,NA
3988,1,2,62.8,55.67,63.18,NA,NA,NA
3989,1,NA,NA,NA,NA,50.85,58.98,NA
3990,2,NA,NA,NA,NA,75.29,NA,NA
3991,1,NA,NA,NA,NA,56.44,66.05,68.01
3992,2,1,27.1,39.07,38.47,44.07,45.42,NA
3993,1,NA,NA,NA,NA,41.41,56.59,NA
3994,1,NA,NA,NA,NA,55.06,NA,60.93
3995,2,2,60.78,NA,71.12,74.98,81.2,NA
3996,2,1,41.86,40.51,46.73,NA,NA,NA
3997,2,1,63.11,63.42,64.8,NA,51.3,NA
3998,2,2,54.84,57.44,66.62,62.69,NA,NA
3999,2,2,46.17,53.53,NA,NA,NA,65.05
4000,2,2,64.19,65.84,74.53,NA,NA,NA
4001,2,NA,NA,NA,NA,50.59,47.45,51.83
4002,1,NA,NA,NA,NA,80.96,77.33,81.4
4003,1,NA,NA,NA,NA,60.68,61.85,66.62
4004,1,2,41.16,35.87,40.97,NA,NA,NA
4005,1,NA,NA,NA,NA,39.44,NA,NA
4006,2,NA,NA,NA,NA,NA,NA,NA
4007,1,1,37.83,41.11,59.9,NA,NA,NA
4008,1,1,44.22,44.71,51.69,56.31,55.71,NA
4009,2,2,68.95,73.94,79.11,82.88,85.8,82.62
4010,2,NA,NA,NA,NA,49.7,NA,NA
4011,2,2,31.89,29.78,38.74,35.73,NA,35.23
4012,1,3,51.81,58.82,60.05,62.68,59.09,61.77
4013,2,NA,NA,NA,NA,61.77,NA,NA
4014,2,1,62.6,60.7,65.08,69.95,63.7,NA
4015,1,2,62.58,70.46,67.18,65.64,73.28,77.9
4016,2,3,44.93,43.15,48.17,NA,NA,NA
4017,1,NA,NA,NA,NA,58.01,63.96,58.28
4018,1,1,36.03,30.59,NA,NA,NA,59.54
4019,2,NA,NA,NA,NA,38.93,NA,NA
4020,2,2,49.67,NA,NA,54.42,NA,NA
4021,2,NA,NA,NA,NA,64.37,63.09,64.78
4022,2,1,39.47,37.09,52.87,47.44,48.22,NA
4023,1,2,59.83,63.45,65.31,71.83,NA,NA
4024,2,1,49.18,NA,NA,35.25,NA,NA
4025,2,3,NA,52.17,63.51,65.83,75.5,68.66
4026,1,NA,NA,NA,NA,55.53,54.53,51.64
4027,2,1,50.78,47.96,53.89,NA,NA,43.25
4028,2,2,64.38,67.4,NA,NA,NA,NA
4029,2,2,71.17,66.49,80.92,79.54,81.96,86.54
4030,1,3,65.25,72.79,73.72,74.88,NA,NA
4031,2,3,68.82,70.44,NA,NA,NA,NA
4032,1,NA,NA,NA,NA,45.18,NA,NA
4033,1,NA,NA,NA,NA,69.33,67.39,76.34
4034,1,3,59.18,65.77,69.51,69.69,NA,NA
4035,1,1,44.37,50.19,53.41,NA,NA,NA
4036,1,NA,NA,NA,NA,43.95,NA,NA
4037,1,NA,NA,NA,NA,NA,NA,NA
4038,1,1,57.84,66.14,74.63,77.04,82.6,79
4039,2,2,41.99,NA,36.91,NA,NA,NA
4040,2,NA,NA,NA,NA,58.88,NA,NA
4041,1,NA,NA,NA,NA,NA,NA,NA
4042,2,1,52.39,NA,NA,NA,NA,NA
4043,2,2,48.26,NA,NA,NA,NA,77.74
4044,2,NA,NA,NA,NA,69.67,77.83,82.55
4045,2,NA,NA,NA,NA,66.58,64.06,60.44
4046,2,NA,NA,NA,NA,65.59,72.48,NA
4047,2,NA,NA,NA,NA,48.79,69.49,NA
4048,1,NA,NA,NA,NA,78.51,NA,NA
4049,2,NA,NA,NA,NA,59.77,71.85,70.25
4050,2,NA,NA,NA,NA,55.29,NA,52.96
4051,2,2,45.74,53.91,65.75,68.73,68.4,NA
4052,1,NA,NA,NA,NA,76.4,NA,NA
4053,1,1,49.04,NA,56.52,53.33,NA,NA
4054,2,NA,32.54,37.27,NA,NA,NA,NA
4055,2,NA,NA,NA,NA,57.94,73.01,74.66
4056,2,1,38.36,32.03,NA,NA,NA,NA
4057,1,2,61.62,68.79,74.64,79.22,77.02,NA
4058,1,1,34.33,NA,35.63,38.85,NA,NA
4059,1,3,50.33,NA,NA,NA,NA,NA
4060,1,NA,NA,NA,NA,68.46,68.14,69.63
4061,1,NA,NA,NA,NA,49.76,62.99,66.01
4062,1,NA,NA,NA,NA,62.41,NA,NA
4063,1,NA,55.16,63.88,62.99,62.02,64.3,66.85
4064,2,3,53.9,71.44,74.5,81.75,NA,NA
4065,2,NA,NA,NA,NA,NA,NA,NA
4066,1,NA,NA,NA,NA,57.34,NA,49.87
4067,2,1,35.07,30.76,NA,NA,NA,NA
4068,1,NA,NA,NA,NA,44.49,40.01,NA
4069,2,3,49.63,NA,55.45,71.19,NA,NA
4070,1,NA,NA,NA,NA,60.42,71.47,71.08
4071,1,2,59.96,62.66,70.87,69.69,71.04,NA
4072,1,1,34.05,39.63,37.47,40.99,42.46,48.62
4073,2,NA,46.29,44.75,49.62,NA,65.62,73.76
4074,1,NA,NA,NA,NA,47.06,NA,NA
4075,2,NA,NA,NA,NA,56.54,NA,NA
4076,1,3,50.63,43.72,59.52,62.34,63.18,73.35
4077,2,1,46.55,50.69,64.34,62.2,NA,60.52
4078,1,1,66.09,66.33,68.31,65.87,69.82,NA
4079,1,NA,NA,NA,NA,63.57,63.34,65.82
4080,2,NA,NA,NA,NA,67.74,69.83,71.49
4081,2,NA,NA,NA,NA,60.03,69.51,NA
4082,1,1,33.59,55.26,56.07,NA,NA,NA
4083,1,1,45.37,53.86,56.38,60.01,61.37,59.4
4084,2,2,41.84,37.54,31.33,27.43,24.44,NA
4085,1,NA,NA,NA,NA,72.6,80.77,75.75
4086,1,2,42.22,53.14,50.46,57.34,NA,65.47
4087,2,1,58.6,57.35,72.71,75.02,74.73,75.75
4088,2,2,37.44,52.59,NA,NA,NA,NA
4089,2,1,52.47,63.67,64.62,NA,72.01,73.05
4090,2,1,38.5,53.24,56.68,50.83,47.21,45.37
4091,1,1,46.89,57.02,62.79,65.39,NA,NA
4092,1,2,40.74,46.38,43.4,NA,NA,NA
4093,2,1,47.26,NA,44.7,NA,NA,NA
4094,1,3,60.2,70,70.5,72.16,82.85,84
4095,1,1,43.55,40.47,52.11,57.73,NA,55.26
4096,2,NA,NA,NA,NA,46.64,42.52,37.23
4097,1,1,45.64,49.6,41.26,48.59,52.15,NA
4098,2,NA,NA,NA,NA,55.02,58.78,63.67
4099,2,2,63.72,60.17,NA,NA,NA,NA
4100,1,NA,NA,NA,NA,71.84,66.4,69.48
4101,1,NA,NA,NA,NA,46.84,NA,NA
4102,1,NA,NA,NA,NA,71.9,75.55,NA
4103,1,NA,NA,NA,NA,54.4,62.64,NA
4104,2,1,60,NA,59.14,59.98,70.1,73.35
4105,1,NA,NA,NA,NA,50,60.95,NA
4106,2,NA,NA,NA,NA,51.43,50.37,NA
4107,2,1,55.05,47.86,60.77,65.22,NA,NA
4108,1,3,52.32,56.91,65.27,NA,NA,68.91
4109,1,NA,NA,NA,NA,43.59,NA,47.89
4110,2,NA,NA,NA,NA,54.64,54.94,NA
4111,1,NA,NA,NA,NA,81.8,85,90.68
4112,1,NA,NA,NA,NA,64.1,66.56,62.71
4113,2,NA,NA,NA,NA,55.88,NA,NA
4114,1,3,51.08,NA,NA,NA,NA,NA
4115,2,NA,NA,NA,NA,56.18,61.37,NA
4116,1,1,39.58,57.49,NA,NA,61.46,NA
4117,1,NA,NA,NA,NA,73.22,81.75,81.05
4118,1,NA,NA,NA,NA,64.44,NA,NA
4119,2,2,62.52,60.39,65.82,67.27,75.27,79.69
4120,2,2,60.07,NA,64.24,67.95,65.34,NA
4121,2,2,38.4,38.68,33.31,32.63,NA,40.38
4122,2,3,49.69,NA,44.26,62.45,NA,60.09
4123,1,NA,NA,NA,NA,56.87,59.67,59.88
4124,2,2,55.36,62.26,67.86,73.95,76.53,82.58
4125,1,1,52.24,60.08,NA,NA,NA,NA
4126,2,NA,NA,NA,NA,51.33,55.53,58.94
4127,2,1,31.33,NA,NA,35.28,43.32,NA
4128,2,2,54.06,65.26,68.75,71.8,73.5,73.73
4129,1,NA,NA,NA,NA,66.51,68.2,73.39
4130,2,1,55.18,67.39,64.47,73.61,NA,NA
4131,2,NA,38.48,36.07,51.12,41.85,49.96,NA
4132,1,NA,NA,NA,NA,43.11,NA,41.49
4133,1,NA,NA,NA,NA,74.71,75.56,NA
4134,2,3,40.67,32.16,45.06,49.55,NA,NA
4135,1,1,65.42,64.67,63.85,69.84,NA,66.08
4136,1,2,51.28,NA,NA,NA,NA,NA
4137,2,NA,NA,NA,NA,58.08,NA,NA
4138,1,1,51.69,54.48,60.15,53.62,53.48,60.77
4139,1,NA,NA,NA,NA,69.32,74.53,77.67
4140,1,NA,NA,NA,NA,70.13,76.97,NA
4141,1,2,36.15,67.11,NA,NA,NA,NA
4142,2,NA,NA,NA,NA,50.73,NA,NA
4143,1,NA,NA,NA,NA,64.57,63.79,60.22
4144,2,NA,NA,NA,NA,47.63,53.12,68.57
4145,1,NA,NA,NA,NA,64.95,67.63,NA
4146,2,NA,NA,NA,NA,58.11,NA,62.27
4147,1,1,55.94,NA,55.08,55.36,NA,NA
4148,2,2,54.2,59.05,66.68,78.86,76.67,NA
4149,1,NA,NA,NA,NA,40.57,NA,NA
4150,1,2,44.85,56.02,52.11,NA,NA,NA
4151,2,NA,NA,NA,NA,52.11,63.73,62.3
4152,2,NA,58.38,61.98,70.75,NA,NA,77.82
4153,2,NA,NA,NA,NA,59.84,NA,NA
4154,2,1,52.88,50.05,48.61,45.54,NA,NA
4155,1,NA,NA,NA,NA,NA,44.47,52.89
4156,2,NA,NA,NA,NA,79.36,81.2,84.85
4157,1,2,44.79,48.56,66.53,65.81,67.5,66.64
4158,1,NA,NA,NA,NA,59.17,64.26,64.54
4159,2,2,61.09,NA,66.32,69.76,72.46,72.68
4160,2,1,33.25,29.04,36.43,35.91,39.77,NA
4161,1,NA,NA,NA,NA,63.93,NA,NA
4162,1,1,33.95,36.01,42.31,51.75,NA,NA
4163,1,3,65.14,67.55,78.84,73.17,NA,73.43
4164,2,1,39.87,NA,38.76,57.76,NA,NA
4165,1,2,56.08,NA,71.66,71.52,79.13,NA
4166,2,1,43.59,NA,NA,NA,NA,NA
4167,2,1,55.54,NA,NA,NA,NA,NA
4168,2,2,52.05,56.05,56.99,48.57,60.7,56.91
4169,2,NA,NA,NA,NA,66.62,64.87,NA
4170,2,1,46.32,NA,NA,NA,NA,NA
4171,2,1,45.53,38.34,46.74,NA,NA,NA
4172,2,NA,NA,NA,NA,48.34,NA,NA
4173,1,1,64.06,67.28,67.15,NA,NA,NA
4174,1,NA,NA,NA,NA,66.23,71.98,67.08
4175,2,2,62.61,NA,NA,NA,NA,NA
4176,2,NA,NA,NA,NA,47.86,NA,NA
4177,2,NA,NA,NA,NA,70.45,64.76,NA
4178,1,NA,NA,NA,NA,71.19,65.41,65.29
4179,2,1,48.58,49.33,46.17,50.12,48.3,NA
4180,2,3,67.16,NA,NA,NA,NA,NA
4181,2,2,64.72,68.17,77.37,78.46,82.77,84.11
4182,1,2,59.55,62.27,67.7,67.52,68.78,NA
4183,2,2,49.66,53.31,NA,NA,NA,NA
4184,1,NA,NA,NA,NA,62.54,67.62,66.37
4185,2,NA,NA,NA,NA,63.85,NA,NA
4186,1,2,54.07,58.65,NA,63.64,56.67,NA
4187,1,3,74.55,77.05,84.68,81.64,88.3,88.91
4188,2,2,78.53,81.09,88.38,91.08,89.84,93.35
4189,2,NA,NA,NA,NA,67.97,65.25,69.37
4190,2,NA,NA,NA,NA,68.14,72.39,75.38
4191,1,NA,NA,NA,NA,46.91,NA,NA
4192,2,NA,NA,NA,NA,50.57,47.33,49.16
4193,2,3,58.29,60.05,62.73,NA,71.61,76.94
4194,1,NA,NA,NA,NA,61.89,65.1,NA
4195,2,1,58.67,NA,NA,NA,NA,NA
4196,2,NA,47.42,46.98,66.85,NA,NA,77.3
4197,2,NA,NA,NA,NA,51.96,52.56,62.08
4198,2,1,45.76,56.29,60.49,64.78,64.02,62.93
4199,2,NA,NA,NA,NA,55.79,NA,NA
4200,1,NA,NA,NA,NA,74.52,79.78,83.65
4201,2,2,27.24,32.21,33.75,NA,NA,NA
4202,1,1,53.59,50.94,63.44,64.05,NA,40.64
4203,2,NA,NA,NA,NA,64.84,63.92,71.99
4204,1,3,52.13,56.08,57.35,66.56,67.12,68.2
4205,2,3,57.71,70.71,76.83,77.03,NA,NA
4206,1,NA,NA,NA,NA,63.22,60.79,64.78
4207,2,NA,NA,NA,NA,75.7,78.69,84.63
4208,1,2,36.29,37.66,NA,NA,NA,NA
4209,1,2,58.45,61.67,NA,NA,NA,NA
4210,2,2,34.28,33.27,NA,NA,NA,NA
4211,2,3,72.8,73.5,79.04,NA,86.89,86.08
4212,2,2,46.27,52.63,55.6,57.32,NA,56.42
4213,1,NA,NA,NA,NA,56.29,69.35,NA
4214,2,NA,NA,NA,NA,50.72,48.43,NA
4215,1,1,53.97,58.8,63.03,NA,73.92,NA
4216,1,2,40.27,36.93,39.45,38.83,45.99,50.76
4217,1,2,59.27,67.88,65.77,65.6,75.1,74.89
4218,1,1,56.5,59.14,63.81,70.74,78.39,86.17
4219,1,NA,NA,NA,NA,47.59,NA,NA
4220,1,3,45.22,57.26,63.63,65.58,66.5,NA
4221,1,3,58.44,61.56,69.12,73.49,75.24,81.29
4222,2,NA,NA,NA,NA,68.96,65.89,71.52
4223,1,NA,NA,NA,NA,56.38,63.31,71.63
4224,1,NA,NA,NA,NA,52.83,50.01,NA
4225,1,2,54.28,51.48,52.39,55.27,54.97,61.73
4226,1,NA,NA,NA,NA,65.44,67.4,66.48
4227,2,NA,NA,NA,NA,55.29,NA,NA
4228,1,NA,NA,NA,NA,62.37,63.82,63.43
4229,1,1,35.5,51.57,56.51,61.73,NA,56.48
4230,2,1,55.79,52.08,43.77,55.06,64.31,NA
4231,1,1,54.04,53.72,62.85,56.5,NA,NA
4232,2,NA,NA,NA,NA,61.46,75.7,82.04
4233,2,2,52.23,64.73,74.6,76.49,NA,NA
4234,1,NA,NA,NA,NA,70.43,NA,NA
4235,1,2,66.62,65.1,72.67,65.95,72.6,NA
4236,2,3,39.12,37.61,NA,NA,NA,NA
4237,2,NA,NA,NA,NA,44.25,46.58,NA
4238,2,NA,NA,NA,NA,56.66,51.08,50.56
4239,2,NA,NA,NA,NA,61.22,62.8,68.71
4240,2,NA,NA,NA,NA,60.14,67.47,NA
4241,1,NA,NA,NA,NA,51.04,53.57,60.94
4242,2,NA,NA,NA,NA,60.73,62.65,67.47
4243,2,3,42.9,48.41,67.76,68.06,NA,NA
4244,2,NA,NA,NA,NA,71.05,76.32,76.56
4245,1,NA,NA,NA,NA,43.19,NA,NA
4246,2,1,55.61,50.68,NA,NA,NA,NA
4247,1,2,62.14,62.22,60.95,62.52,66.05,72.93
4248,2,1,56.99,55.36,62.47,68.08,NA,70.24
4249,2,2,44.62,68.54,77.01,75.2,82.16,NA
4250,2,1,63.53,73.86,78.58,NA,NA,84.32
4251,2,2,70.28,NA,74.77,68.12,NA,NA
4252,1,NA,NA,NA,NA,54.7,NA,NA
4253,1,NA,NA,NA,NA,77.07,80,78.77
4254,1,1,29.43,41.84,43.88,40.07,45.82,43.63
4255,2,NA,NA,NA,NA,74.77,79.96,74.65
4256,1,NA,NA,NA,NA,74.3,73.71,74.35
4257,2,NA,NA,NA,NA,51.37,45.29,53.39
4258,1,NA,NA,NA,NA,52.5,55.53,NA
4259,2,NA,NA,NA,NA,NA,NA,62.5
4260,1,NA,NA,NA,NA,49.33,55.11,51.98
4261,1,2,49.1,NA,54.62,NA,NA,NA
4262,1,1,67.55,60.65,NA,NA,NA,NA
4263,2,1,36.08,36.42,32.31,NA,NA,NA
4264,2,3,57.6,56.28,67.87,69.24,73.04,75.28
4265,2,NA,NA,NA,NA,55.91,NA,54.14
4266,1,1,60.06,NA,71.88,81.88,86.48,NA
4267,1,1,34.43,NA,NA,NA,NA,NA
4268,2,3,70.74,69.84,61.77,72.24,71.3,NA
4269,2,1,55.28,56.54,63.49,63.23,NA,NA
4270,1,NA,NA,NA,NA,64.54,68.04,71.4
4271,2,NA,NA,NA,NA,56.27,NA,NA
4272,2,2,47.57,48.08,51.67,48.82,52.28,NA
4273,1,NA,NA,NA,NA,60.59,59.4,60.85
4274,2,1,58,41.17,61.84,57.64,53.18,NA
4275,1,NA,NA,NA,NA,61.7,61.97,59.21
4276,1,1,67.06,72.52,68.33,70.22,NA,73.83
4277,2,NA,NA,NA,NA,47.22,NA,NA
4278,1,NA,NA,NA,NA,75.44,81.34,NA
4279,1,1,50.71,46.4,38.68,60.58,NA,NA
4280,1,1,52.39,56.71,55.64,50.83,64.83,NA
4281,2,NA,NA,NA,NA,64.84,69.17,NA
4282,1,NA,NA,NA,NA,66.04,NA,65.07
4283,2,NA,NA,NA,NA,55.01,NA,55.71
4284,1,NA,NA,NA,NA,61.57,63.34,62.41
4285,1,NA,NA,NA,NA,57.84,63.87,NA
4286,2,2,60.01,NA,56.76,NA,NA,NA
4287,1,NA,71.12,71.48,73.29,77.35,85.49,83.52
4288,1,NA,NA,NA,NA,49.77,53.38,62.16
4289,2,1,38.4,43.19,NA,NA,NA,NA
4290,1,NA,NA,NA,NA,70.42,73.03,74.61
4291,2,2,62.42,63.27,72.41,71.9,67.46,66.21
4292,1,1,48.86,60.06,59.34,NA,71.26,72.24
4293,1,2,55.32,NA,63.64,64.77,71.18,NA
4294,1,1,56.47,58.53,57.14,55.76,57.67,63.45
4295,1,1,58.21,64.68,64.61,NA,71.92,NA
4296,2,NA,NA,NA,NA,78.74,82.8,NA
4297,2,1,43.19,37.53,55,58.68,54.36,NA
4298,1,1,51.97,42.36,52.22,NA,NA,NA
4299,1,NA,NA,NA,NA,36.15,42.31,38.62
4300,1,NA,NA,NA,NA,45.82,51.43,57.55
4301,2,3,41.58,39.71,NA,NA,59.06,NA
4302,1,2,60.14,51.02,57.59,63.92,62.93,NA
4303,1,1,43.99,NA,46.32,NA,NA,NA
4304,1,NA,NA,NA,NA,51.58,NA,NA
4305,2,2,54.2,52.84,NA,NA,NA,NA
4306,1,NA,NA,NA,NA,67.88,71.12,NA
4307,1,NA,NA,NA,NA,57.15,56.65,66.56
4308,1,1,51.64,NA,NA,70.2,NA,NA
4309,1,NA,37.21,51.07,NA,NA,NA,NA
4310,1,NA,NA,NA,NA,65.62,66.86,NA
4311,2,2,32.33,33.55,43.9,NA,NA,NA
4312,1,2,54.23,54.55,53.93,NA,NA,NA
4313,1,NA,NA,NA,NA,72.95,NA,NA
4314,2,2,36.29,36.15,43.56,47.56,57.46,54.65
4315,1,NA,NA,NA,NA,45.7,NA,58.15
4316,2,NA,NA,NA,NA,59.54,56.21,67.31
4317,1,NA,NA,NA,NA,53.76,NA,NA
4318,1,1,56.84,61.17,66.45,67.59,67.61,NA
