CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
5946,2,NA,NA,NA,NA,37.57,51.6,NA
5947,1,NA,NA,NA,NA,56.42,63.16,66.67
5948,1,3,54.24,63.52,66.92,72.79,70.37,65.61
5949,2,NA,NA,NA,NA,71.9,75.31,68.28
5950,2,2,65.65,NA,NA,NA,NA,NA
5951,2,NA,NA,NA,NA,56,55.02,58.3
5952,2,1,65.13,73.04,71.02,NA,NA,NA
5953,2,3,56.48,59.21,61.33,59.65,61.58,71.59
5954,1,NA,NA,NA,NA,49.5,NA,49.45
5955,1,2,43.16,54.05,NA,65.16,70.67,68.43
5956,2,NA,NA,NA,NA,50.09,NA,55.4
5957,2,1,50.2,59.48,65.18,NA,NA,NA
5958,1,2,49.2,62.12,60.87,69.96,66.62,71.85
5959,2,NA,NA,NA,NA,75.99,NA,NA
5960,2,3,55.19,59.61,69.31,67.17,NA,NA
5961,2,2,34.08,43.28,NA,NA,NA,NA
5962,2,1,68.81,NA,76.62,79.48,81.76,84.41
5963,2,NA,NA,NA,NA,74.21,NA,78.66
5964,2,2,69.26,71.41,72.08,72.08,NA,NA
5965,1,NA,NA,NA,NA,56.81,NA,NA
5966,1,3,54.54,53.75,56.18,NA,NA,68.97
5967,1,NA,NA,NA,NA,71,69.84,67.79
5968,2,2,67.08,74.54,79.57,78.96,81.49,88.14
5969,2,3,56.37,64.54,71.13,72.78,73.32,79.34
5970,2,NA,NA,NA,NA,49.32,61.47,NA
5971,2,NA,NA,NA,NA,67.58,66.4,72.5
5972,1,2,44.02,38.25,39.51,NA,50.4,NA
5973,1,3,59.15,56.34,60.6,70.36,NA,NA
5974,2,NA,NA,NA,NA,63.82,62.54,NA
5975,2,NA,NA,NA,NA,61.95,NA,NA
5976,1,2,47.36,48.08,61.33,63.24,NA,NA
5977,1,NA,NA,NA,NA,70.04,NA,NA
5978,1,NA,NA,NA,NA,58.35,NA,NA
5979,1,NA,NA,NA,NA,58.81,58.96,64.84
5980,2,3,52.49,55.82,NA,59.17,58.67,67.25
5981,2,2,55.43,53.66,NA,NA,NA,NA
5982,1,NA,NA,NA,NA,49.61,50.87,NA
5983,2,1,36.98,40.43,46.35,56.22,62.52,NA
5984,2,NA,NA,NA,NA,50.09,NA,NA
5985,1,NA,NA,NA,NA,63.43,67.68,69.88
5986,2,2,76.73,73.49,74.49,82.07,NA,NA
5987,1,1,30.47,37.22,39.78,47.39,NA,NA
5988,2,1,41.88,41.98,46.77,56.61,54.34,64.46
5989,1,NA,NA,NA,NA,60.15,64.38,NA
5990,2,2,57.03,64.04,63.69,65.68,69.68,71.19
5991,2,1,51.16,NA,NA,NA,NA,NA
5992,1,NA,NA,NA,NA,52.12,NA,NA
5993,1,2,58.24,54.24,61.53,59.69,63.42,NA
5994,1,1,53.07,64.7,69.46,74.81,75.25,NA
5995,2,NA,NA,NA,NA,68.31,NA,NA
5996,1,NA,NA,NA,NA,58.69,67.42,63.05
5997,2,1,45.79,42.94,45.25,49.57,53.22,NA
5998,1,NA,NA,NA,NA,54.37,49.77,60.59
5999,2,NA,NA,NA,NA,50.33,NA,NA
6000,2,2,53.69,62.95,71.3,74.76,76.21,NA
6001,2,NA,NA,NA,NA,42.87,43.72,NA
6002,2,2,68.45,69.51,73.27,75.76,79.05,NA
6003,1,2,55.19,57.57,56.26,53.57,NA,NA
6004,2,2,57.64,66.19,68.13,68.88,71.54,72.37
6005,2,NA,NA,NA,NA,55.37,53.99,NA
6006,1,1,37.13,49.77,46.58,50.6,43.58,39.14
6007,2,NA,NA,NA,NA,62.41,69.52,72.03
6008,2,NA,NA,NA,NA,71.27,63.91,66.74
6009,2,NA,NA,NA,NA,64.21,NA,NA
6010,2,NA,NA,NA,NA,51.75,NA,NA
6011,2,1,44.96,59.05,NA,61.79,64.66,NA
6012,1,NA,NA,NA,NA,59.67,NA,NA
6013,1,1,40.5,40.19,55.89,NA,NA,NA
6014,2,1,55.31,53.37,62.03,56.88,67.67,70.23
6015,2,2,38.1,NA,NA,NA,NA,NA
6016,1,NA,NA,NA,NA,69.51,74.41,NA
6017,1,NA,NA,NA,NA,58.41,55.14,62.06
6018,1,NA,NA,NA,NA,44.12,57.12,NA
6019,1,NA,NA,NA,NA,59.94,59.38,64.64
6020,1,NA,NA,NA,NA,52.82,46.47,59.39
6021,1,1,41.06,50.39,55.22,57.85,57.96,62.27
6022,2,1,37.62,41.01,NA,46.34,56.1,NA
6023,1,NA,NA,NA,NA,46.32,49.08,NA
6024,2,NA,NA,NA,NA,73.26,NA,NA
6025,1,NA,NA,NA,NA,49.18,44.42,65.94
6026,1,3,56.95,62.93,67.93,75.02,72.38,79.92
6027,1,NA,NA,NA,NA,69.69,70.25,76.19
6028,1,NA,NA,NA,NA,42.34,57.41,59.35
6029,2,NA,53.55,55.52,59.49,NA,54.72,49.75
6030,2,3,45.71,NA,56,55.81,NA,NA
6031,2,2,44.31,48.83,50.01,60.89,NA,NA
6032,2,3,73,78.52,82.04,84.21,87.08,94.5
6033,1,2,53.66,NA,NA,NA,NA,NA
6034,2,NA,NA,NA,NA,55.8,58.94,63.2
6035,2,NA,NA,NA,NA,78.11,81.21,81.69
6036,2,NA,NA,NA,NA,48.97,60.34,NA
6037,2,NA,61,59.02,56.72,NA,NA,62.1
6038,1,1,39.65,NA,38.25,49.25,NA,NA
6039,1,NA,NA,NA,NA,54.64,59.92,61.43
6040,1,NA,NA,NA,NA,51.49,NA,NA
6041,1,3,37.12,NA,NA,54.84,46.87,NA
6042,1,3,40.99,NA,NA,NA,NA,NA
6043,1,NA,NA,NA,NA,64.28,69.63,69.12
6044,1,1,53.84,55.1,59.72,60.93,NA,NA
6045,2,1,59.76,65.12,64.72,70.91,78.63,NA
6046,1,NA,47.12,51.54,58.96,63.59,NA,61.92
6047,1,1,34.43,36.16,50.13,NA,40.08,42.41
6048,2,3,43.17,NA,49.31,NA,NA,NA
6049,2,NA,NA,NA,NA,70.62,78.68,NA
6050,1,2,39.1,38.89,49.1,50.18,NA,NA
6051,1,2,63.12,NA,72.85,84.65,86.75,79.29
6052,1,2,54.94,50.78,64.95,71.64,76.91,NA
6053,2,NA,NA,NA,NA,54.32,NA,NA
6054,1,NA,NA,NA,NA,51.12,50.31,NA
6055,2,1,41.33,42.1,32.71,39.81,44.32,NA
6056,1,NA,NA,NA,NA,60.73,61.94,63.61
6057,2,NA,NA,NA,NA,52.4,53.63,49.36
6058,2,NA,NA,NA,NA,60.62,56.01,54.34
6059,2,NA,NA,NA,NA,44.74,NA,NA
6060,2,NA,NA,NA,NA,62.38,NA,NA
6061,2,NA,NA,NA,NA,63.12,NA,NA
6062,2,2,47.96,54.06,NA,NA,NA,NA
6063,2,NA,NA,NA,NA,73.68,77.93,80.11
6064,2,NA,NA,NA,NA,56.55,62.91,NA
6065,2,NA,NA,NA,NA,55.12,NA,NA
6066,2,2,40.3,37.36,40.96,53.65,NA,NA
6067,2,NA,NA,NA,NA,52.33,57.88,NA
6068,2,NA,NA,NA,NA,65.82,65.86,NA
6069,1,NA,NA,NA,NA,52.63,NA,NA
6070,1,NA,NA,NA,NA,54.82,NA,NA
6071,1,NA,NA,NA,NA,72.74,74.29,74.55
6072,1,1,40.9,38.78,48.32,NA,NA,NA
6073,1,2,57.91,NA,NA,NA,NA,NA
6074,2,1,56.67,67.19,65.23,71.98,80.67,72.98
6075,2,NA,NA,NA,NA,70.5,65.08,NA
6076,1,NA,NA,NA,NA,52.7,46.4,44.58
6077,2,NA,NA,NA,NA,56.04,62.45,72.43
6078,2,NA,NA,NA,NA,36.61,NA,NA
6079,2,1,60.09,NA,NA,72.41,71.44,74.65
6080,1,1,50.21,49.96,53.22,64.61,65.32,68.03
6081,2,1,NA,38.95,32.76,NA,NA,NA
6082,1,NA,NA,NA,NA,47.02,NA,NA
6083,2,NA,41.55,NA,35.27,33.05,NA,NA
6084,1,NA,NA,NA,NA,NA,NA,NA
6085,2,2,38.03,30.31,NA,35.54,NA,NA
6086,1,NA,NA,NA,NA,49.52,55.51,61.91
6087,2,3,67.38,63.18,72.24,70.96,84.89,NA
6088,1,1,58.5,63.99,70.65,69.56,71.86,NA
6089,1,NA,NA,NA,NA,57.71,64.41,NA
6090,2,NA,NA,NA,NA,49.57,45.52,NA
6091,1,2,63.02,67.88,71.86,73.23,73.23,NA
6092,2,1,48.42,42.82,39.65,47.43,NA,56.64
6093,1,1,47.63,45.38,NA,53.55,NA,NA
6094,1,NA,NA,NA,NA,62.43,NA,NA
6095,2,2,58.79,65.3,65.77,65.44,70.22,66.79
6096,2,NA,NA,NA,NA,64.7,NA,68.18
6097,1,1,NA,35.63,NA,NA,NA,NA
6098,1,2,64.2,73.54,71.48,75.25,81.97,86.42
6099,2,NA,NA,NA,NA,70.7,67.04,72.55
6100,2,1,59.27,54.91,47.92,67.56,63.92,NA
6101,2,1,48.84,NA,42.39,51.24,56.01,62.05
6102,1,1,55.51,54.86,64.4,67.52,68,65
6103,2,2,48.94,57.77,NA,60.73,73.24,67.53
6104,2,NA,NA,NA,NA,70.79,75.7,78.77
6105,2,3,50.41,54.28,65.07,68.37,68.92,72.5
6106,2,3,56.8,50.12,NA,NA,NA,NA
6107,2,1,50.11,NA,NA,NA,NA,NA
6108,1,NA,NA,NA,NA,47.24,NA,NA
6109,2,2,75.1,74.46,79.92,78.79,91.17,83.24
6110,2,3,39.74,53.54,51.21,47.13,41.3,NA
6111,1,1,44.61,46.51,NA,NA,NA,NA
6112,2,NA,NA,NA,NA,76.1,NA,NA
6113,2,NA,NA,NA,NA,57.56,NA,NA
6114,2,NA,NA,NA,NA,79.86,82.81,83.36
6115,1,3,44.33,39.1,43.95,NA,NA,NA
6116,1,2,47.57,NA,50.7,53.9,65.31,NA
6117,1,NA,NA,NA,NA,55.03,60.97,69.05
6118,2,NA,NA,NA,NA,77.46,77.18,79.5
6119,1,1,51.11,NA,NA,NA,NA,NA
6120,2,NA,NA,NA,NA,54.09,67.62,63.05
6121,2,3,46.42,59,NA,NA,NA,NA
6122,2,1,35.22,NA,54.52,61.7,61.33,61.03
6123,2,NA,NA,NA,NA,61.89,59.96,73.02
6124,2,3,59.23,NA,65.21,64.07,NA,NA
6125,2,NA,NA,NA,NA,52.01,62.97,66.94
6126,1,NA,NA,NA,NA,57.74,NA,NA
6127,1,2,37.48,45.15,42.57,NA,45.74,60.64
6128,2,3,34.81,43.92,NA,44.54,NA,31.95
6129,1,NA,NA,NA,NA,72.58,NA,NA
6130,2,NA,NA,NA,NA,47.1,63.96,NA
6131,2,2,30.16,29.9,32.42,NA,NA,NA
6132,2,NA,NA,NA,NA,45.04,50.55,NA
6133,1,NA,NA,NA,NA,52.17,57.1,60.23
6134,2,3,56.68,NA,40.42,NA,NA,NA
6135,1,NA,NA,NA,NA,48.68,51.26,62.16
6136,2,NA,NA,NA,NA,75.34,77.81,76.06
6137,1,NA,NA,NA,NA,52.27,NA,NA
6138,1,NA,NA,NA,NA,45.38,41.19,47.73
6139,1,1,42.12,35.2,58.45,NA,NA,NA
6140,2,1,45.27,41.42,NA,NA,NA,NA
6141,2,1,34.73,40.8,49.59,55.29,50.84,NA
6142,1,1,41.43,53.44,55.24,58.6,60.82,NA
6143,2,NA,NA,NA,NA,66.82,65.39,68.6
6144,1,NA,NA,NA,NA,64.65,70.66,71.87
6145,2,NA,NA,NA,NA,43.9,37.88,NA
6146,1,2,69.57,76.68,78.72,79.67,78.09,85.5
6147,1,2,49.79,56.23,63.31,NA,64.05,60.92
6148,2,NA,NA,NA,NA,63.08,69.32,NA
6149,1,NA,NA,NA,NA,64.92,67.69,65.02
6150,1,NA,NA,NA,NA,NA,NA,NA
6151,2,1,75.55,NA,NA,88.52,84.68,84.31
6152,1,1,36.51,35.56,45.28,NA,NA,NA
6153,1,NA,NA,NA,NA,44.35,NA,NA
6154,2,1,NA,NA,NA,69.81,NA,NA
6155,2,3,61.45,59.71,NA,NA,NA,NA
6156,1,1,48.63,62.91,56.29,51.36,NA,NA
6157,1,NA,NA,NA,NA,52.31,59.99,NA
6158,2,3,58.22,57.26,NA,NA,NA,NA
6159,1,1,39.71,37.91,53.05,51.65,47.68,NA
6160,1,1,53.41,50.05,61.19,67.15,NA,NA
6161,2,NA,NA,NA,NA,63.5,68.52,65.85
6162,1,NA,NA,NA,NA,66.75,66.99,NA
6163,2,2,46.89,41.63,33.34,39.64,38.34,35.09
6164,2,3,49.34,54.34,60.61,59.31,62.95,NA
6165,2,NA,NA,NA,NA,43.8,46.78,55.87
6166,1,3,48.33,61.03,NA,NA,NA,NA
6167,2,2,54.84,61.88,64.17,NA,67.9,70.25
6168,1,NA,NA,NA,NA,49.54,NA,42.68
6169,2,NA,NA,NA,NA,77.21,NA,81.41
6170,1,NA,NA,NA,NA,56.44,61.42,NA
6171,2,3,58.27,67.55,72.71,81,81.27,86.85
6172,2,2,67.01,70.24,73.47,69.9,77.74,77.17
6173,2,NA,NA,NA,NA,81.9,83.5,82.69
6174,1,NA,NA,NA,NA,80.4,84.55,84.25
6175,2,1,58.13,NA,NA,NA,NA,NA
6176,1,NA,NA,NA,NA,59.44,66.87,59.82
6177,2,2,51.16,47.18,64.34,NA,NA,NA
6178,2,NA,NA,NA,NA,64.63,72.71,67.18
6179,2,NA,NA,NA,NA,NA,72.24,73.71
6180,1,NA,NA,NA,NA,59.5,58.69,55.53
6181,2,NA,NA,NA,NA,62.83,54.4,65.56
6182,1,NA,NA,NA,NA,NA,62.32,NA
6183,2,3,38.7,41.49,NA,36.05,NA,NA
6184,1,1,43.72,49.25,53.72,NA,58.97,NA
6185,1,NA,NA,NA,NA,51.04,NA,NA
6186,2,NA,NA,NA,NA,67.47,69.76,70.4
6187,1,NA,NA,NA,NA,60.62,62.65,NA
6188,2,NA,NA,NA,NA,48.49,NA,NA
6189,1,NA,NA,NA,NA,62.05,69.48,NA
6190,2,NA,NA,NA,NA,42.34,52.12,NA
6191,2,NA,NA,NA,NA,50.51,62.9,62.89
6192,1,2,60.52,57.45,68.8,76.88,NA,NA
6193,1,NA,NA,NA,NA,40.67,57.22,61.48
6194,2,NA,NA,NA,NA,62.13,NA,NA
6195,1,NA,NA,NA,NA,57.09,NA,55.8
6196,1,2,49.07,58.29,61.3,62.8,68.09,67.36
6197,1,1,46.14,40.6,NA,NA,NA,NA
6198,2,NA,NA,NA,NA,68.82,67.08,62.35
6199,1,NA,NA,NA,NA,62.88,65.64,62.23
6200,2,NA,NA,NA,NA,50.95,NA,NA
6201,1,NA,NA,NA,NA,53.57,71.25,NA
6202,1,NA,NA,NA,NA,61.92,NA,NA
6203,1,2,46.1,52.65,NA,NA,NA,NA
6204,1,NA,NA,NA,NA,76.8,77.71,80.67
6205,1,NA,39.67,NA,NA,NA,62.79,60.52
6206,2,2,61.28,NA,NA,74.76,76.68,NA
6207,2,2,56.89,NA,NA,NA,NA,NA
6208,2,3,63.79,67.77,66.89,77.03,73.32,NA
6209,1,NA,NA,NA,NA,51.38,62.84,56.65
6210,1,NA,NA,NA,NA,65.45,68.86,68.92
6211,2,1,54.96,65.73,73.75,NA,NA,NA
6212,1,1,52.71,NA,56.93,53.62,NA,NA
6213,1,2,50.57,49.48,60.96,61.61,65.29,NA
6214,1,NA,NA,NA,NA,57.47,60.12,61.97
6215,1,NA,NA,NA,NA,44.06,63.64,NA
6216,1,1,47.26,NA,NA,NA,NA,NA
6217,1,1,54.22,NA,63.13,NA,NA,NA
6218,1,NA,NA,NA,NA,49.33,NA,71.22
6219,2,2,48.39,46.45,49.77,58.43,55.58,NA
6220,1,NA,NA,46.14,50.08,NA,48.9,62.1
6221,2,1,55.95,NA,NA,NA,NA,NA
6222,1,NA,NA,NA,NA,50.15,NA,NA
6223,2,1,35.26,37.88,33.84,33.82,37.52,32.08
6224,1,NA,NA,NA,NA,57.67,59.25,56.27
6225,2,NA,NA,NA,NA,86.72,82.8,85.08
6226,2,NA,67.15,NA,79.4,80.17,NA,87.85
6227,2,NA,NA,NA,NA,81.09,83.97,84.1
6228,2,NA,NA,NA,NA,50.35,NA,NA
6229,2,1,37.84,45.88,NA,52.99,NA,28.38
6230,2,3,36.6,49.65,63.69,69.01,NA,NA
6231,2,NA,NA,NA,NA,NA,NA,NA
6232,2,1,60.65,65.05,67.84,75.1,77.42,86.43
6233,2,NA,NA,NA,NA,NA,NA,NA
6234,1,1,59.65,60.12,66.28,72.4,70.5,65.64
6235,1,NA,NA,NA,NA,63.78,NA,NA
6236,1,NA,NA,NA,NA,55.02,55.11,64.83
6237,2,NA,NA,NA,NA,63.97,NA,NA
6238,1,NA,NA,NA,NA,NA,NA,NA
6239,2,3,76.38,NA,NA,NA,NA,NA
6240,2,NA,NA,NA,NA,61.12,53.84,63.29
6241,1,NA,NA,NA,NA,67.54,67.76,64.76
6242,1,NA,NA,NA,NA,48.81,NA,NA
6243,2,3,47.72,47.54,61.53,64.13,64.83,NA
6244,1,NA,NA,NA,NA,52.37,65.2,66.52
6245,2,NA,NA,NA,NA,54.32,51.61,62.15
6246,2,1,40.73,53.3,54,NA,NA,NA
6247,2,NA,NA,NA,NA,61.55,62.36,59.36
6248,1,1,55.61,66.24,70.75,75.25,78.07,NA
6249,2,1,38.69,NA,NA,NA,NA,NA
6250,1,1,53.31,59.67,61.18,62.52,NA,NA
6251,2,NA,NA,NA,NA,71.41,68.67,NA
6252,2,NA,NA,NA,NA,38.46,33.92,NA
6253,1,1,53.74,50.19,58.23,67.12,73.28,75.7
6254,2,NA,NA,NA,NA,65.15,70.45,70.8
6255,1,NA,NA,NA,NA,44.96,63.01,62.21
6256,2,2,51,60.54,NA,NA,NA,NA
6257,2,2,37.61,NA,56.93,NA,63.58,NA
6258,1,NA,NA,NA,NA,60.67,69.13,69.41
6259,1,2,59.05,61.59,64.55,70.62,73.71,74.51
6260,2,3,45,49.92,48.95,58.17,NA,NA
6261,2,2,61.93,57.66,58.08,NA,NA,57.72
6262,1,2,65.99,NA,76.4,69.81,76.02,74.08
6263,1,NA,NA,NA,NA,41.76,54.66,53.8
6264,1,2,59.59,68.02,69.58,71.17,74.21,NA
6265,1,NA,NA,NA,NA,60.54,NA,NA
6266,1,1,34.48,29.32,41.58,56.45,NA,NA
6267,1,NA,NA,NA,NA,56.57,61.85,61.73
6268,2,3,70.45,73.44,77.31,79.19,86.02,88.65
6269,2,2,55.23,57.86,72.54,NA,NA,NA
6270,2,3,51.46,51.59,61.75,54.46,66,NA
6271,1,1,29.38,53.14,NA,52.17,54.13,NA
6272,1,NA,NA,NA,NA,34.66,NA,NA
6273,2,NA,NA,NA,NA,45.25,45.6,NA
6274,2,NA,NA,NA,NA,48.2,64.6,64.27
6275,1,1,51.17,NA,63.14,69.86,74.18,NA
6276,2,2,38.88,47.09,NA,NA,57.79,NA
6277,2,1,39.85,56.23,49.04,57.35,NA,NA
6278,1,3,NA,54.15,42.21,NA,NA,NA
6279,1,NA,NA,NA,NA,48.4,58.54,62.09
6280,1,NA,NA,NA,NA,39.66,NA,NA
6281,1,2,37.47,45.87,54.03,NA,NA,NA
6282,1,NA,NA,NA,NA,65.96,75.76,77.61
6283,2,NA,NA,NA,NA,73.7,79.43,NA
6284,1,3,69.17,71.37,65.53,67.07,87.57,NA
6285,2,3,53.25,57.75,59.38,58.5,65.61,69.95
6286,2,2,63.64,71.72,NA,NA,NA,NA
6287,2,3,34.68,NA,NA,NA,NA,NA
6288,1,2,55.48,64.85,66.99,60.18,71.97,75.28
6289,1,NA,NA,NA,NA,60.37,NA,NA
6290,2,NA,NA,NA,NA,NA,71.95,79.28
6291,1,NA,NA,NA,NA,42.76,59.29,56.5
6292,2,2,43.87,47.28,NA,NA,NA,NA
6293,2,NA,NA,NA,NA,55.2,67.14,74.4
6294,2,2,39.71,46.03,46.06,NA,40.6,40.51
6295,2,2,43.7,36.15,45.87,NA,49.02,41.11
6296,2,3,56.84,57,69.03,72.11,NA,NA
6297,2,3,45.37,NA,NA,NA,NA,NA
6298,2,NA,NA,NA,NA,50.94,NA,44.98
6299,2,2,52.59,56.63,63.4,64.23,69.72,73.13
6300,2,NA,NA,NA,NA,74.62,80.64,87.27
6301,1,NA,NA,NA,NA,NA,74.94,NA
6302,1,NA,NA,NA,NA,50.57,53.36,51.47
6303,2,NA,NA,NA,NA,61.22,72.82,72.15
6304,1,1,46.36,NA,NA,49.87,NA,NA
6305,1,2,57.06,72.97,68.48,74.41,77.37,76.22
6306,1,2,37.56,41.48,50.12,49.15,48.76,NA
6307,2,1,46.4,39.7,48.99,63.82,60.46,71.16
6308,2,NA,NA,NA,NA,50.02,53.86,59.01
6309,1,1,35.82,NA,38.95,79.71,NA,NA
6310,1,NA,NA,NA,NA,47.06,NA,60.5
6311,2,3,38.03,32.52,44.09,40.26,33.13,NA
6312,1,NA,NA,NA,NA,65.16,64.35,66.12
6313,2,NA,NA,NA,NA,61.18,71.7,68.16
6314,2,NA,NA,NA,NA,60.91,66.51,62.02
6315,2,1,34.52,NA,43.85,NA,NA,NA
6316,1,1,56.56,56.88,65.56,NA,NA,NA
6317,2,2,53.89,NA,68.75,NA,NA,NA
6318,2,NA,NA,NA,NA,68.37,65.21,NA
6319,2,1,52.9,54.27,62.68,68.2,70.46,NA
6320,1,NA,NA,NA,NA,60,61.81,68.86
6321,1,1,53.09,54.09,56.61,52.29,65.1,NA
6322,1,1,62.57,65.59,65.52,69.92,66,66.98
6323,2,NA,NA,NA,NA,60.68,64.92,63.15
6324,1,NA,NA,NA,NA,71.65,77.89,70.82
6325,1,NA,NA,NA,NA,56.66,NA,NA
6326,1,NA,NA,NA,NA,66.97,69.89,NA
6327,2,1,51.11,47.94,48.56,45.71,45.74,NA
6328,1,1,31.19,39.27,NA,NA,NA,NA
6329,1,NA,NA,NA,NA,68.05,73.23,NA
6330,2,NA,NA,NA,NA,66.6,65.69,64.58
6331,1,NA,NA,NA,NA,50.74,NA,NA
6332,2,NA,NA,NA,NA,67.17,69.69,NA
6333,2,3,78.6,78.64,NA,NA,NA,NA
6334,1,3,67.45,70.3,72.42,73.01,74,NA
6335,1,NA,NA,NA,NA,53.05,59.69,62.47
6336,1,NA,NA,NA,NA,NA,70.48,77.41
6337,1,1,52.54,52.91,56.06,48.9,54.05,63.1
6338,2,2,49.3,NA,NA,43.7,NA,NA
6339,1,NA,NA,NA,NA,44.4,43.67,41.59
6340,1,NA,NA,NA,NA,50.41,66.56,66.02
6341,2,2,39.28,NA,NA,NA,NA,NA
6342,1,NA,NA,NA,NA,46.39,45.39,46.72
6343,1,1,51.64,57.69,59.18,64.75,67.25,72.6
6344,2,NA,NA,NA,NA,62.19,62.11,54.1
6345,1,1,48.66,60.56,63.02,76.78,NA,NA
6346,2,1,60.74,56.08,69.48,NA,71.16,74.14
6347,2,2,44.42,38.61,52.88,49.86,NA,NA
6348,1,1,57.72,68.92,66.32,72.36,71.92,NA
6349,2,NA,48.36,NA,NA,50.72,54.76,NA
6350,2,1,34.92,37.86,29.64,65.52,NA,NA
6351,1,NA,NA,NA,NA,75.27,NA,NA
6352,1,2,53.65,57.72,62.8,61.24,61.81,62.7
6353,2,NA,NA,NA,NA,75.26,76.07,85.38
6354,1,3,42.66,NA,53.72,50.31,NA,NA
6355,1,NA,NA,NA,NA,41.59,NA,NA
6356,2,1,55.84,60.05,61.21,70.92,73.42,NA
6357,2,3,43.79,41.55,50.69,56.58,NA,NA
6358,1,NA,NA,NA,NA,48.82,62.83,65.42
6359,1,NA,NA,NA,NA,61.57,66.95,71.99
6360,1,2,61.01,69.58,NA,73.43,72.77,78.34
6361,1,1,43.26,45.12,55.17,53.25,61.47,NA
6362,1,NA,NA,NA,NA,56.27,58.19,NA
6363,2,2,61.29,NA,61.77,71.71,NA,NA
6364,2,NA,NA,NA,NA,57.96,NA,NA
6365,1,2,65.31,61.28,69.15,68.55,61.04,53.05
6366,2,3,51.48,69.39,NA,NA,NA,NA
6367,2,NA,NA,NA,NA,60.47,61.31,67.21
6368,2,NA,NA,NA,NA,57.76,NA,NA
6369,1,1,46.99,54.99,63.36,65.05,NA,NA
6370,2,2,34.22,39.87,NA,NA,NA,NA
6371,2,3,34.62,47.82,40.83,NA,NA,NA
6372,2,1,48.75,59.66,NA,NA,NA,NA
6373,1,NA,NA,NA,NA,55.13,63.83,63.83
6374,1,3,65.74,64.87,68.05,69.7,NA,NA
6375,1,2,47.76,49.24,44.29,45.12,40.74,NA
6376,1,NA,NA,NA,NA,63.05,NA,61.91
6377,2,NA,NA,NA,NA,NA,47.86,NA
6378,2,2,48.62,54.49,60.01,53.53,64.31,66.21
6379,1,1,38.34,59.19,NA,48.83,NA,NA
6380,2,NA,NA,NA,NA,70.51,72.19,78.11
6381,2,NA,NA,NA,NA,65.75,64.08,NA
6382,1,NA,NA,NA,NA,73.9,NA,NA
6383,1,2,52.25,56.98,69.15,63.49,63.59,68.05
6384,2,NA,NA,NA,NA,77.07,84.2,82.42
6385,2,3,54.5,64.32,66.48,67.35,74.53,NA
6386,1,NA,NA,NA,NA,40.42,NA,NA
6387,1,2,42.8,43.85,49.95,47.47,NA,48.69
6388,1,NA,NA,NA,NA,84.71,86.05,84.52
6389,1,1,54.23,52.73,63.99,62.16,NA,NA
6390,2,2,39.52,NA,44.84,40.41,NA,NA
6391,2,NA,NA,NA,NA,72.28,NA,NA
6392,1,NA,NA,NA,NA,72.8,NA,NA
6393,1,NA,NA,NA,NA,52.69,59.89,60.6
6394,2,1,46.53,60.07,64.95,63.57,62.92,67.23
6395,2,NA,NA,NA,NA,45.6,NA,NA
6396,2,1,56.77,51.29,53.78,72.32,69.38,NA
6397,1,NA,NA,NA,NA,60.75,58.43,65.13
6398,2,3,66.89,76.06,80.57,85.34,85.58,84.67
6399,1,NA,NA,NA,NA,55.07,47.21,60.26
6400,1,NA,NA,NA,NA,NA,NA,NA
6401,1,1,59.95,64.71,NA,71.75,NA,NA
6402,2,1,36.57,32.24,NA,NA,NA,NA
6403,1,NA,NA,NA,NA,64.21,60.56,70.9
6404,2,2,53.63,NA,51.06,56.33,57.71,58.77
6405,1,NA,NA,NA,NA,51.55,NA,45.22
6406,2,1,43.58,53.98,47.08,NA,NA,NA
6407,2,3,42.23,44.33,45,53.3,59.49,NA
6408,2,NA,NA,NA,NA,70.79,NA,80.01
6409,1,NA,NA,NA,NA,58.29,63.71,66
6410,2,NA,NA,NA,NA,74.5,79.66,81.98
6411,2,NA,NA,NA,NA,64.95,65.15,66.91
6412,1,NA,NA,NA,NA,69.63,NA,NA
6413,1,NA,NA,NA,NA,63.37,62.56,66.64
6414,1,2,62.78,59.02,64.27,NA,NA,NA
6415,1,2,58.5,61.28,NA,NA,NA,NA
6416,2,3,60.14,60.38,70.13,70.23,NA,NA
6417,1,2,45.99,47.24,NA,NA,NA,NA
6418,1,2,58.85,60.74,65.56,68.7,NA,73.94
6419,2,NA,NA,NA,NA,53.26,50.16,NA
6420,2,1,67.09,NA,NA,NA,68.47,NA
6421,2,NA,NA,NA,NA,77.83,NA,84.86
6422,2,2,52.54,NA,52.39,58.21,NA,NA
6423,1,2,44.26,56.69,54.36,60.37,56.22,56.39
6424,2,1,49.93,48.49,52.42,59,NA,NA
6425,2,NA,NA,NA,NA,60.91,NA,NA
6426,2,1,41.72,39.26,48.4,NA,NA,NA
6427,1,NA,NA,NA,NA,34.82,44.35,NA
6428,1,NA,NA,NA,NA,53.18,NA,57.99
6429,2,NA,NA,NA,NA,65.18,65.5,NA
6430,1,NA,NA,NA,NA,58.07,53.12,NA
6431,1,NA,NA,NA,NA,66.54,69.01,72.53
6432,1,3,59.88,58.61,69.32,70.3,74.05,NA
6433,1,2,44.87,41.73,45.68,NA,NA,NA
6434,1,NA,NA,NA,NA,48.73,57.46,NA
