CASENUM,GENDER,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L
4448,2,4,2,2,2,2,1,2,2,2,1
4449,1,2,2,2,2,2,4,3,3,3,3
4450,2,2,2,2,3,2,2,3,2,3,2
4451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4453,1,2,2,3,4,3,2,3,4,4,4
4454,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4455,2,1,2,2,2,1,5,5,3,4,5
4456,1,1,2,1,4,2,4,2,1,2,2
4457,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4459,1,2,2,2,3,2,4,3,2,3,3
4460,1,4,3,2,3,3,3,3,2,4,3
4461,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4462,2,4,2,4,3,2,4,3,3,4,3
4463,2,3,3,2,3,3,3,3,3,3,3
4464,2,4,3,3,2,2,2,3,3,3,3
4465,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4466,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4467,1,2,2,2,2,2,4,4,4,4,4
4468,2,2,2,2,2,1,2,2,1,1,1
4469,1,4,2,2,2,2,4,2,2,2,2
4470,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4472,1,2,2,2,2,2,2,2,2,2,2
4473,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4474,2,2,1,1,2,1,1,1,1,1,1
4475,1,5,2,2,2,2,2,3,2,3,3
4476,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4477,2,5,4,4,5,5,2,2,2,2,2
4478,2,3,2,2,2,2,2,2,3,3,3
4479,1,3,2,2,3,3,3,3,2,3,3
4480,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4481,1,2,4,2,4,4,4,4,2,4,4
4482,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4483,2,4,2,2,2,2,4,2,2,2,2
4484,2,3,3,3,3,3,3,3,3,3,3
4485,2,4,2,2,4,3,1,2,2,2,1
4486,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4487,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4488,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4489,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4490,2,2,2,2,1,1,2,2,2,1,1
4491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4492,1,2,3,4,3,2,1,3,4,3,2
4493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4494,1,1,1,1,1,1,2,4,1,4,5
4495,2,3,2,2,2,2,2,2,2,2,2
4496,1,4,4,2,2,2,4,3,2,2,2
4497,1,4,3,3,3,3,2,3,3,3,3
4498,1,2,4,2,3,3,3,3,2,3,3
4499,2,2,1,2,2,2,4,3,3,3,3
4500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4501,1,2,2,2,2,2,4,2,2,2,4
4502,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4504,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4505,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4506,1,1,2,2,2,2,5,5,5,5,5
4507,2,3,3,3,3,3,3,3,3,3,3
4508,2,5,3,3,4,3,3,3,3,4,3
4509,1,2,4,4,4,4,2,2,2,4,2
4510,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4512,1,2,2,4,2,2,2,2,3,4,4
4513,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4514,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4515,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4516,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4517,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4518,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4519,1,5,2,2,4,2,2,2,2,4,3
4520,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4521,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4522,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4523,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4524,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4525,1,NA,NA,NA,NA,4,NA,NA,NA,NA,5
4526,2,2,2,2,2,2,4,2,2,3,3
4527,2,2,2,3,2,NA,1,NA,3,2,2
4528,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4529,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4530,1,4,2,2,1,3,5,2,1,3,3
4531,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4532,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4533,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4534,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535,1,2,2,2,3,2,2,2,2,2,2
4536,2,5,2,2,2,2,2,1,1,2,1
4537,2,4,3,3,3,3,2,3,3,3,3
4538,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4539,2,1,1,1,1,1,1,1,1,1,1
4540,1,4,2,3,2,2,3,3,3,4,4
4541,1,3,2,2,2,2,4,2,2,2,2
4542,1,2,2,2,2,2,2,2,2,4,3
4543,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4544,1,4,2,2,4,3,2,2,2,2,2
4545,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4546,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4547,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4548,1,5,2,2,3,4,2,2,2,3,4
4549,2,1,2,2,3,2,1,1,1,3,2
4550,2,2,3,3,3,3,3,3,3,3,3
4551,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4553,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4554,1,4,4,2,2,2,4,3,3,5,4
4555,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4556,1,5,1,1,2,1,1,2,2,2,2
4557,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4558,1,5,5,5,5,5,5,2,2,2,2
4559,1,2,2,2,2,2,2,2,2,2,2
4560,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4561,1,1,2,2,1,1,2,4,2,4,5
4562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4564,2,5,3,3,3,3,3,3,3,3,3
4565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4566,1,4,2,3,3,4,3,4,3,2,3
4567,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4568,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4569,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4570,2,4,2,2,2,2,4,2,2,2,2
4571,1,2,2,2,3,3,3,3,3,3,3
4572,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4573,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4574,1,5,1,1,2,1,2,2,2,3,3
4575,1,4,2,1,2,2,2,1,1,4,2
4576,1,1,1,1,3,3,3,3,3,1,1
4577,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4578,1,2,2,4,4,4,2,2,4,2,2
4579,2,3,3,3,3,3,3,3,3,3,3
4580,2,2,2,3,2,1,2,2,3,2,2
4581,2,2,2,2,2,2,2,2,2,2,2
4582,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4583,2,2,3,2,2,3,2,3,2,2,3
4584,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4586,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4587,2,2,3,3,2,2,3,3,3,3,3
4588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4589,2,2,2,2,2,2,2,2,2,3,2
4590,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4593,2,2,2,2,2,2,3,2,2,2,2
4594,2,2,2,2,2,2,2,2,2,2,2
4595,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4596,1,1,1,1,1,NA,2,5,5,5,5
4597,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4598,1,2,2,2,2,2,2,2,2,3,2
4599,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4601,1,1,1,1,2,1,2,3,5,3,1
4602,1,5,2,2,4,2,5,2,2,4,2
4603,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4604,2,1,1,1,1,1,1,1,1,1,1
4605,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4606,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4607,2,3,3,3,3,3,3,3,3,3,3
4608,2,2,2,2,NA,1,1,2,2,4,1
4609,1,3,3,3,3,3,3,3,3,3,3
4610,1,3,2,2,2,1,5,4,1,5,5
4611,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4612,2,2,3,3,3,3,3,3,3,3,3
4613,1,3,1,3,1,3,2,3,NA,3,1
4614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4615,1,4,2,3,2,2,4,3,3,3,3
4616,2,5,5,2,4,2,4,4,5,2,5
4617,2,1,2,2,2,2,1,2,2,2,2
4618,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4620,1,1,1,1,1,1,4,2,2,1,1
4621,1,4,2,3,3,3,2,4,3,3,3
4622,2,2,2,2,2,2,2,3,2,2,2
4623,1,2,2,2,3,2,2,2,2,3,2
4624,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4625,2,3,3,3,3,3,3,3,3,3,3
4626,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4629,1,4,3,2,3,4,2,4,2,3,3
4630,2,NA,2,2,2,2,4,3,3,3,3
4631,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4633,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4634,2,2,3,2,3,3,2,3,3,3,3
4635,1,4,2,3,2,2,2,2,3,4,3
4636,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4637,1,2,2,2,2,2,2,2,2,2,2
4638,1,2,3,2,2,2,2,2,2,2,3
4639,1,4,4,4,5,3,4,4,4,5,4
4640,2,2,3,3,3,3,2,3,3,3,3
4641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4643,2,4,3,2,5,5,2,3,2,4,2
4644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4645,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4646,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4648,2,4,3,2,2,2,1,2,2,2,3
4649,2,2,2,2,3,2,2,2,2,3,2
4650,2,4,3,3,4,4,4,3,3,4,4
4651,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4652,1,4,2,2,2,2,4,4,4,4,4
4653,2,2,2,2,2,2,2,2,2,2,2
4654,1,5,5,5,5,3,4,4,4,4,4
4655,1,4,2,3,3,2,3,3,3,4,3
4656,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4657,1,4,4,3,4,3,2,3,2,3,3
4658,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4659,2,5,4,4,4,4,2,2,2,4,4
4660,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4661,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4662,1,2,2,2,2,2,2,2,2,2,2
4663,1,4,2,2,4,4,2,2,2,1,1
4664,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4665,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4666,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4667,2,4,4,4,4,4,1,3,2,3,2
4668,2,2,2,1,2,3,2,2,1,2,2
4669,1,2,2,3,4,2,2,3,3,5,5
4670,1,3,2,3,3,4,3,3,3,3,3
4671,1,5,2,2,4,2,3,2,2,4,3
4672,1,5,5,5,3,2,2,4,4,3,3
4673,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4674,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4675,1,2,4,3,1,2,4,3,1,4,3
4676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4677,1,2,2,2,2,1,2,3,2,3,3
4678,2,4,4,3,4,2,3,3,2,3,1
4679,2,2,2,1,1,1,2,2,2,1,1
4680,1,4,2,2,2,2,4,4,5,4,4
4681,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4682,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4684,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4685,2,4,4,4,3,4,2,4,2,2,2
4686,2,3,2,3,1,2,2,3,3,4,3
4687,2,2,2,2,2,2,2,2,2,2,2
4688,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4689,1,2,4,3,4,3,2,2,2,4,3
4690,2,2,2,2,1,1,3,4,4,3,3
4691,2,2,1,2,2,2,2,1,2,2,2
4692,2,2,2,2,1,1,2,2,2,2,2
4693,1,2,2,3,2,2,2,3,3,2,2
4694,2,2,2,2,2,2,2,2,2,2,2
4695,1,4,2,2,2,2,2,2,2,2,2
4696,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4697,2,1,3,2,2,3,2,3,2,5,1
4698,1,2,4,4,3,3,4,4,4,3,3
4699,2,4,4,2,4,5,2,3,2,4,5
4700,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4701,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4702,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4703,2,2,4,2,1,1,2,2,2,3,3
4704,1,4,4,3,1,2,1,2,2,2,2
4705,1,2,2,2,2,2,2,2,2,2,2
4706,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4707,2,2,2,2,1,1,1,2,1,2,2
4708,2,2,1,1,1,1,1,1,1,1,1
4709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4710,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4711,1,3,3,2,3,3,4,4,4,4,4
4712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4713,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4715,2,1,1,1,1,1,1,NA,1,1,1
4716,2,4,3,3,3,3,2,3,3,3,3
4717,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4718,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4720,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4721,1,5,2,3,2,2,4,3,3,3,3
4722,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4723,2,3,2,2,2,2,2,2,2,2,2
4724,2,2,1,2,5,3,2,1,2,5,3
4725,1,5,2,2,3,3,1,2,3,3,3
4726,2,2,2,2,2,2,2,3,2,3,3
4727,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4728,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4729,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4730,1,2,2,2,3,2,4,4,2,3,1
4731,2,2,2,2,2,2,4,2,2,2,3
4732,1,5,2,2,3,2,2,3,3,3,3
4733,2,4,5,2,3,4,3,3,2,4,3
4734,1,2,2,2,3,2,2,2,2,3,2
4735,2,3,3,3,3,3,3,3,3,3,3
4736,1,2,4,4,5,1,5,5,5,5,5
4737,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4738,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4739,1,2,1,2,2,1,2,1,2,2,1
4740,2,3,1,1,1,1,3,1,1,1,1
4741,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4742,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4743,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4744,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4745,2,1,1,1,2,1,2,2,2,2,3
4746,1,4,4,1,1,1,4,1,3,5,2
4747,2,2,4,2,2,3,4,3,2,2,3
4748,1,4,4,2,3,3,5,4,3,3,3
4749,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4750,1,2,2,2,3,3,4,3,2,3,2
4751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4754,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4755,1,1,3,2,3,3,1,3,2,3,3
4756,2,2,2,2,3,2,3,3,3,3,3
4757,2,4,4,1,3,2,2,3,4,4,4
4758,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4759,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4760,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4761,2,5,2,3,2,4,2,3,3,2,3
4762,1,4,4,4,4,2,2,4,4,4,4
4763,1,4,1,2,1,1,2,2,3,3,3
4764,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4765,1,2,3,2,2,2,2,2,2,2,2
4766,1,4,4,2,4,4,5,3,3,5,5
4767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4768,1,4,2,2,2,2,5,2,5,5,5
4769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4770,2,1,5,5,5,5,5,5,5,5,5
4771,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4772,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4773,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4774,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4775,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4776,1,3,4,4,4,4,2,4,4,2,2
4777,2,1,1,1,1,1,2,3,2,3,3
4778,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4779,1,1,2,2,2,2,1,2,2,2,2
4780,1,2,5,NA,1,3,2,3,2,2,4
4781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4782,2,4,2,2,4,4,4,3,3,4,4
4783,2,2,2,2,2,2,3,3,3,4,3
4784,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4785,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4786,2,5,2,4,2,2,5,4,4,4,4
4787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4788,2,2,2,2,2,2,2,2,2,2,2
4789,2,2,2,2,3,2,2,2,2,3,2
4790,1,2,2,2,2,2,1,2,2,2,2
4791,2,2,2,2,2,2,2,4,4,4,3
4792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4793,2,3,3,3,3,3,3,3,3,3,3
4794,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4795,2,2,2,1,2,2,2,4,2,3,3
4796,2,3,3,3,3,3,3,3,3,3,3
4797,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4798,1,2,2,3,2,2,2,2,2,3,2
4799,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4800,1,2,3,2,4,1,3,4,2,4,4
4801,1,4,2,2,4,2,1,2,2,4,2
4802,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4804,2,1,2,1,3,4,5,4,5,3,2
4805,1,1,2,2,3,2,4,3,2,3,4
4806,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4807,1,4,3,3,3,4,2,3,3,3,1
4808,1,1,1,5,NA,NA,3,3,3,3,3
4809,1,2,2,2,2,2,2,3,3,3,3
4810,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4811,1,4,3,3,2,3,4,3,3,2,3
4812,2,2,2,2,2,2,2,2,2,2,2
4813,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4814,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4815,1,3,4,4,4,4,3,4,4,4,4
4816,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4817,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4818,2,1,3,2,2,2,2,3,2,2,3
4819,2,4,3,2,2,2,4,3,3,3,NA
4820,1,4,4,3,3,4,2,3,2,3,3
4821,2,4,2,2,2,2,1,3,2,3,3
4822,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4824,2,4,2,2,3,3,2,3,2,3,3
4825,1,1,2,2,2,2,2,4,2,4,4
4826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828,2,2,2,1,3,2,4,2,2,2,3
4829,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4830,1,4,3,3,3,2,2,3,3,3,3
4831,2,3,3,3,3,3,3,3,3,3,3
4832,2,2,2,2,4,2,5,4,4,2,4
4833,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4834,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4835,2,2,3,2,3,3,4,3,3,3,4
4836,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4837,1,1,2,3,2,2,4,4,4,3,3
4838,2,2,3,3,3,3,3,3,3,3,3
4839,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,1,4,3,3,3,3,4,3,3,3,3
4841,1,3,2,2,3,3,2,2,2,4,3
4842,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4844,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4845,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4846,2,2,2,2,3,2,2,2,2,3,2
4847,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4848,2,2,2,2,2,2,2,2,2,2,2
4849,2,4,2,2,3,3,4,2,2,2,2
4850,2,4,3,3,4,3,4,3,3,4,3
4851,2,2,5,3,3,3,2,4,2,3,1
4852,2,2,2,2,2,1,2,3,3,3,3
4853,1,3,2,3,3,3,3,2,3,3,3
4854,2,4,2,2,2,2,4,3,3,4,4
4855,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856,1,2,4,3,3,3,2,4,3,3,2
4857,2,2,2,2,4,2,2,2,2,4,3
4858,1,3,3,3,3,3,3,3,3,3,3
4859,1,3,5,2,3,2,1,1,2,3,2
4860,1,4,4,5,3,3,4,3,3,4,5
4861,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862,1,4,2,2,2,3,4,4,2,3,3
4863,2,1,1,1,1,1,1,1,1,1,1
4864,2,1,2,1,2,1,1,1,1,2,1
4865,1,1,3,2,1,NA,2,1,2,4,5
4866,2,2,3,2,2,2,4,4,3,3,3
4867,1,1,1,1,1,1,2,2,1,1,1
4868,1,2,3,3,3,3,2,3,3,3,3
4869,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4872,2,2,3,3,4,3,5,1,1,1,1
4873,1,2,2,2,2,2,1,2,2,3,2
4874,1,2,2,2,2,2,2,2,2,2,2
4875,2,5,3,3,5,3,2,4,4,5,5
4876,1,1,2,3,2,1,5,4,3,4,4
4877,1,2,2,2,2,2,2,2,2,2,2
4878,1,2,2,2,2,2,2,2,2,2,2
4879,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4880,1,2,2,3,2,2,1,3,5,3,2
4881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4883,2,2,2,2,2,2,2,2,2,2,2
4884,2,2,2,2,2,2,2,2,2,2,2
4885,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4886,2,2,4,3,3,2,3,4,3,3,3
4887,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4888,2,1,3,4,4,1,1,3,2,4,1
4889,1,2,2,2,4,2,4,3,3,4,5
4890,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,1,4,2,2,2,2,4,4,2,3,3
4892,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4893,2,4,2,3,2,2,2,3,3,3,3
4894,1,2,2,2,2,2,2,3,2,3,3
4895,1,2,2,2,1,1,2,3,2,3,3
4896,1,5,3,3,3,3,5,3,3,3,3
4897,2,3,3,3,3,3,3,3,3,3,3
4898,2,2,2,2,2,1,2,2,2,2,1
4899,2,3,3,3,3,3,3,3,3,3,3
4900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4902,1,4,2,2,2,2,2,2,2,2,2
4903,1,1,2,2,2,2,3,3,2,3,2
4904,2,2,2,2,1,2,1,2,3,3,3
4905,2,2,2,2,2,2,1,4,3,3,3
4906,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4907,2,5,5,5,5,5,5,5,5,5,5
4908,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4909,2,3,2,2,1,3,2,4,1,1,1
4910,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4911,2,1,2,1,3,4,5,4,4,2,1
4912,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4914,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4915,2,2,2,3,3,2,4,4,3,3,3
4916,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4917,1,1,2,2,2,2,2,2,2,3,3
4918,2,5,2,2,3,3,5,4,4,4,4
4919,2,2,1,2,1,2,2,4,2,3,3
4920,1,2,2,2,3,2,4,4,4,4,4
4921,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
