CASENUM,GENDER,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L
3976,1,2,3,3,3,3,4,4,3,3,3
3977,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,1,4,3,2,4,3,2,3,2,3,3
3979,1,4,3,2,2,1,4,3,2,2,2
3980,1,1,3,3,2,3,4,3,4,4,3
3981,1,5,5,1,5,5,2,5,1,5,5
3982,1,2,2,2,2,1,4,4,2,2,3
3983,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3984,2,3,3,3,3,3,3,3,3,3,3
3985,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3986,1,2,4,5,3,NA,1,3,2,4,3
3987,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3988,1,5,2,2,4,2,2,2,2,2,2
3989,1,4,2,3,NA,2,3,2,2,4,4
3990,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3991,1,3,3,4,3,4,3,3,4,3,3
3992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3993,1,5,3,3,2,2,5,3,3,3,5
3994,1,1,1,1,1,1,1,1,1,2,1
3995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3999,2,3,4,2,2,2,2,4,3,3,3
4000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,2,4,3,3,3,3,2,3,3,3,3
4002,1,1,2,2,3,2,1,3,3,3,2
4003,1,2,2,1,2,1,2,2,2,3,1
4004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4008,1,3,3,3,3,3,3,3,3,3,3
4009,2,2,2,2,2,2,1,1,2,2,1
4010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2,4,4,4,4,4,5,3,3,3,3
4012,1,5,3,3,3,3,1,3,3,3,1
4013,2,2,2,3,3,3,2,2,2,2,3
4014,2,3,2,3,2,3,4,2,5,3,2
4015,1,1,3,3,4,3,2,NA,3,3,3
4016,2,1,4,2,3,2,4,3,1,2,4
4017,1,5,3,2,3,3,2,5,3,5,5
4018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4021,2,2,1,2,1,2,4,3,2,2,4
4022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4025,2,2,2,2,2,3,2,2,2,3,3
4026,1,5,2,2,2,2,2,2,2,2,2
4027,2,3,3,3,3,3,3,3,3,3,3
4028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,2,1,2,2,2,2,1,2,2,2,2
4030,1,4,2,2,2,3,2,2,2,3,3
4031,2,1,1,1,1,1,1,1,1,1,1
4032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4033,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,1,2,2,2,4,2,1,1,1,1,1
4039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4044,2,1,2,2,3,2,2,4,3,4,2
4045,2,2,2,2,1,1,4,2,1,3,3
4046,2,3,3,3,3,3,3,3,3,3,3
4047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4049,2,1,2,3,1,1,1,4,2,5,2
4050,2,3,2,2,3,1,3,3,3,5,5
4051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4052,1,1,2,1,2,1,4,2,2,2,2
4053,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4055,2,3,2,2,2,2,3,2,2,2,3
4056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4059,1,3,3,3,2,2,2,3,3,2,3
4060,1,3,4,2,4,4,3,3,2,4,4
4061,1,2,2,2,2,2,4,4,4,4,4
4062,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4063,1,2,4,3,2,4,5,3,3,5,5
4064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4066,1,4,5,4,4,5,2,4,3,4,5
4067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4070,1,2,2,2,3,3,4,4,4,4,3
4071,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4072,1,1,1,1,1,1,1,1,1,1,1
4073,2,2,2,2,2,2,2,2,2,2,2
4074,1,2,5,1,2,2,5,5,2,5,5
4075,2,3,2,2,2,2,4,4,4,4,4
4076,1,2,2,2,NA,2,2,2,2,3,2
4077,2,3,2,3,2,3,3,2,3,2,3
4078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4079,1,2,2,2,3,2,2,2,2,3,2
4080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4081,2,2,2,2,2,2,2,2,2,2,2
4082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4083,1,2,1,2,2,1,2,3,3,3,3
4084,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4085,1,2,2,2,3,2,2,2,2,3,3
4086,1,2,2,2,2,2,4,4,3,4,4
4087,2,2,2,2,2,2,2,2,2,2,3
4088,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4089,2,3,2,2,2,2,3,2,2,2,2
4090,2,3,4,2,4,5,2,2,4,2,4
4091,1,5,5,4,4,4,4,4,4,4,4
4092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4094,1,2,2,2,2,2,2,4,4,2,2
4095,1,3,1,2,2,1,5,3,3,3,3
4096,2,5,NA,2,4,NA,3,5,5,3,3
4097,1,4,2,3,2,2,3,3,3,4,3
4098,2,1,2,2,4,2,4,4,5,4,4
4099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4100,1,5,3,2,3,3,1,2,2,2,2
4101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4103,1,1,2,2,2,1,1,2,2,3,3
4104,2,2,2,2,3,2,2,2,2,3,3
4105,1,3,4,2,1,2,5,5,2,3,3
4106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4108,1,1,2,2,2,2,1,2,2,2,2
4109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4110,2,2,1,1,2,2,1,2,2,1,1
4111,1,2,2,3,3,3,1,2,3,1,1
4112,1,4,4,4,4,4,2,5,2,4,3
4113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4114,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4117,1,2,2,1,1,3,2,2,2,1,1
4118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4119,2,5,4,4,3,4,3,3,3,3,3
4120,2,4,2,2,3,2,4,2,2,3,2
4121,2,3,3,3,3,3,3,3,3,3,3
4122,2,2,1,1,1,1,2,2,2,1,1
4123,1,2,4,2,2,2,4,4,2,4,4
4124,2,1,2,2,2,2,2,2,2,3,3
4125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4126,2,2,2,1,3,2,2,3,3,4,2
4127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,2,2,2,2,3,2,2,3,3,3,3
4129,1,2,1,2,3,1,1,3,3,4,3
4130,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4131,2,2,1,1,1,1,4,1,1,5,5
4132,1,3,2,NA,2,2,4,3,3,3,3
4133,1,4,2,2,3,2,4,2,2,2,2
4134,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4135,1,1,2,2,2,1,2,4,2,4,2
4136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4138,1,2,3,2,2,2,1,1,2,2,1
4139,1,2,2,2,2,1,1,2,3,3,1
4140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4142,2,1,2,1,1,1,3,3,3,3,3
4143,1,5,4,2,4,4,5,4,4,3,4
4144,2,5,3,3,3,3,3,3,3,3,3
4145,1,2,4,2,4,4,4,4,4,4,4
4146,2,2,2,2,2,2,2,2,2,2,2
4147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,2,1,1,1,2,1,1,2,1,3,3
4149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4151,2,4,3,2,4,3,2,3,3,3,3
4152,2,4,2,2,2,2,2,2,2,2,2
4153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4155,1,5,3,3,2,3,2,3,3,3,3
4156,2,5,2,2,4,2,2,2,4,2,2
4157,1,2,1,1,3,2,4,3,3,4,4
4158,1,5,3,3,4,4,2,4,4,4,4
4159,2,2,2,2,2,2,2,3,3,3,3
4160,2,2,3,4,NA,1,4,2,3,2,1
4161,1,2,2,2,2,2,3,3,2,2,3
4162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4163,1,2,2,3,2,2,2,2,3,2,2
4164,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,1,3,3,2,2,2,3,3,2,3,3
4166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4167,2,1,3,2,3,3,2,3,3,3,3
4168,2,4,3,3,3,3,4,4,4,4,3
4169,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4170,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4171,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4172,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4173,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4174,1,4,2,2,3,2,NA,2,3,4,3
4175,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4176,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4177,2,2,2,2,2,2,4,4,4,4,4
4178,1,3,2,2,2,2,2,2,2,2,2
4179,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4180,2,4,2,2,2,3,2,2,2,3,3
4181,2,2,4,2,2,4,2,4,2,2,4
4182,1,2,2,2,2,2,2,2,2,2,4
4183,2,2,2,4,2,2,2,3,3,3,3
4184,1,5,4,2,4,2,2,NA,3,4,3
4185,2,4,2,2,4,2,4,4,4,4,4
4186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4187,1,2,2,1,2,2,1,2,1,2,2
4188,2,5,2,2,3,2,2,2,2,2,2
4189,2,4,2,2,2,3,2,2,2,3,3
4190,2,1,1,2,2,2,2,2,2,2,2
4191,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4192,2,4,5,4,4,4,2,4,3,5,4
4193,2,4,3,2,4,3,2,3,2,4,3
4194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4195,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4196,2,2,2,2,2,2,2,2,2,2,2
4197,2,2,2,3,2,3,3,3,3,3,3
4198,2,3,3,3,3,3,3,3,3,3,3
4199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4200,1,2,2,2,4,3,3,2,2,2,2
4201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4202,1,5,3,2,4,3,2,3,2,2,3
4203,2,4,4,3,3,4,2,3,3,4,4
4204,1,1,2,2,4,2,1,2,2,2,2
4205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4206,1,2,2,2,2,2,4,2,2,2,2
4207,2,2,1,1,1,1,2,1,1,1,1
4208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4209,1,1,3,2,2,2,4,5,4,5,4
4210,2,3,3,2,1,3,3,5,5,5,5
4211,2,1,1,1,1,1,1,1,1,1,1
4212,2,3,3,2,3,3,2,NA,2,3,3
4213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4216,1,2,5,2,1,1,4,5,2,1,1
4217,1,2,2,2,2,2,5,4,4,4,4
4218,1,2,2,2,2,2,2,2,2,2,2
4219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4221,1,2,1,3,3,2,2,3,3,3,3
4222,2,2,2,3,2,2,2,3,3,3,3
4223,1,5,3,2,4,4,5,2,2,4,4
4224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4225,1,4,4,3,4,2,3,4,4,3,4
4226,1,2,1,3,1,1,2,3,3,3,3
4227,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4228,1,1,1,1,2,1,1,2,2,4,2
4229,1,4,2,2,2,2,4,2,2,2,2
4230,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4232,2,2,2,3,2,2,1,2,1,2,2
4233,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4236,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4237,2,2,2,2,2,2,2,2,2,2,2
4238,2,1,2,3,2,1,4,3,2,3,3
4239,2,2,2,2,3,2,3,3,3,3,3
4240,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4241,1,2,3,2,3,3,3,3,2,3,3
4242,2,3,2,3,2,3,4,2,3,3,3
4243,2,1,1,1,2,1,1,1,1,2,1
4244,2,4,2,3,4,2,4,4,2,4,4
4245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4246,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4247,1,4,2,4,2,2,2,4,2,4,4
4248,2,2,3,2,2,3,4,4,3,4,5
4249,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4250,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4251,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4252,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4253,1,2,1,1,2,2,4,3,3,4,3
4254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4256,1,4,2,2,3,2,3,2,3,2,2
4257,2,3,3,3,3,3,3,3,3,3,3
4258,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4259,2,4,2,3,1,2,3,3,3,3,3
4260,1,5,2,2,4,3,4,3,3,4,3
4261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4263,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4264,2,4,4,4,3,3,1,3,3,3,2
4265,2,2,2,2,2,1,4,4,2,5,5
4266,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
4267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4268,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4269,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4270,1,5,4,2,3,4,2,2,2,3,4
4271,2,3,4,2,3,2,3,3,2,3,4
4272,2,3,3,3,2,3,2,3,2,3,2
4273,1,4,2,3,2,2,2,2,2,3,2
4274,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4275,1,4,3,3,3,3,4,3,3,3,3
4276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4277,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4278,1,3,2,2,1,1,2,2,2,3,3
4279,1,5,5,5,5,5,5,5,5,5,5
4280,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4281,2,3,2,2,2,2,3,3,2,3,3
4282,1,2,3,2,1,NA,3,3,3,3,3
4283,2,5,4,2,5,2,5,5,5,5,5
4284,1,4,4,4,4,4,4,4,4,4,4
4285,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4286,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4287,1,2,2,2,2,2,2,2,2,2,2
4288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4289,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4290,1,4,4,2,2,3,2,3,2,3,3
4291,2,2,3,2,4,2,2,2,2,3,2
4292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4294,1,4,2,3,3,2,3,3,3,3,3
4295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4296,2,1,1,1,1,1,1,1,1,1,1
4297,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4298,1,2,4,3,4,3,2,4,3,4,3
4299,1,5,2,2,2,2,5,2,3,3,3
4300,1,2,2,2,2,2,4,3,3,2,3
4301,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4303,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4304,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4305,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4307,1,1,1,1,1,1,2,2,2,2,2
4308,1,2,1,1,2,1,4,2,2,2,3
4309,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4311,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4314,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4315,1,2,2,3,4,2,3,3,3,4,4
4316,2,2,1,2,2,2,2,2,2,2,2
4317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4319,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4320,2,2,4,5,5,4,2,3,5,2,2
4321,2,5,1,1,2,1,1,3,1,4,2
4322,1,5,5,NA,1,3,1,1,4,1,1
4323,2,2,2,2,2,2,2,2,2,2,2
4324,2,2,2,2,2,2,1,2,2,1,1
4325,1,2,1,1,1,1,2,1,1,1,1
4326,1,4,2,2,2,2,2,3,2,2,3
4327,1,4,5,5,5,5,1,2,2,5,2
4328,2,NA,NA,NA,NA,NA,NA,2,2,2,2
4329,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4330,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4331,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4332,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4333,2,2,2,2,2,2,2,2,2,3,2
4334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4335,2,3,2,2,2,3,2,3,2,2,2
4336,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4337,1,5,2,4,2,3,5,4,4,4,4
4338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4339,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4340,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4341,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4342,2,3,2,2,3,2,2,4,2,4,4
4343,2,2,2,2,2,2,2,2,2,2,2
4344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4346,1,2,3,3,3,2,4,3,3,3,3
4347,2,1,2,3,2,2,NA,NA,NA,NA,NA
4348,1,2,2,2,2,2,2,2,2,2,2
4349,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4350,1,2,4,2,3,3,2,3,4,4,4
4351,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4352,2,4,3,3,4,4,4,3,3,4,4
4353,2,4,2,3,2,2,2,2,3,4,4
4354,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4355,2,2,1,2,2,2,2,2,2,2,2
4356,1,4,4,4,4,4,4,4,4,4,4
4357,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4358,1,4,2,3,2,2,2,3,2,3,3
4359,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4360,1,4,2,2,1,1,5,5,5,5,5
4361,1,5,2,3,3,3,2,3,2,3,2
4362,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4363,1,2,1,1,3,1,1,2,1,3,1
4364,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4365,1,1,2,2,2,1,1,2,2,2,1
4366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4367,2,5,4,4,3,4,4,3,3,4,4
4368,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4369,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4370,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4371,1,3,3,3,3,3,3,3,3,3,3
4372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4373,1,3,3,3,3,3,3,3,3,3,3
4374,1,1,2,2,1,1,1,2,2,1,1
4375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4376,1,2,3,3,2,3,4,3,3,3,3
4377,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4378,2,3,3,3,3,3,3,3,3,3,3
4379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4380,1,2,2,2,4,2,2,3,3,4,3
4381,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4382,1,4,2,2,2,2,1,1,1,4,1
4383,1,2,2,4,4,2,3,3,4,2,3
4384,1,2,2,2,2,2,3,3,2,2,3
4385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4386,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4387,2,4,2,2,1,2,5,3,3,3,2
4388,1,3,2,2,3,2,3,3,3,3,3
4389,1,3,2,3,3,3,3,3,3,3,3
4390,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4391,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4393,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4394,2,2,2,2,2,2,2,2,2,2,2
4395,1,2,3,1,2,3,2,2,2,2,3
4396,2,3,3,3,2,2,2,3,3,2,2
4397,2,4,3,2,3,3,2,3,2,3,3
4398,1,4,3,2,2,2,3,3,3,3,3
4399,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4400,2,4,3,3,2,3,4,3,3,3,3
4401,2,3,3,3,3,3,3,3,3,3,3
4402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4403,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4404,1,2,2,3,2,2,2,3,2,2,2
4405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4406,2,4,3,3,3,3,4,3,3,3,3
4407,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4408,1,1,4,4,4,3,3,3,4,5,5
4409,1,2,2,2,2,2,2,2,2,2,2
4410,1,4,3,3,3,3,4,3,3,3,3
4411,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4412,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4413,1,2,2,2,2,2,4,4,2,4,4
4414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4416,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4417,1,4,3,3,2,2,2,3,3,3,2
4418,1,1,1,1,1,1,1,1,1,1,1
4419,1,2,3,3,2,2,2,2,3,3,2
4420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4421,2,2,3,2,3,2,5,4,4,4,4
4422,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4423,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4425,1,4,2,3,2,3,4,2,3,2,3
4426,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4427,1,2,3,2,3,3,3,3,2,3,3
4428,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4429,2,2,2,2,1,1,2,2,2,2,2
4430,2,2,2,1,2,2,2,2,2,2,3
4431,1,1,1,1,1,1,2,2,2,2,2
4432,1,2,4,3,3,3,5,3,1,3,3
4433,1,2,2,2,3,2,2,2,2,2,2
4434,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4436,2,1,2,2,2,1,2,2,2,2,2
4437,1,1,2,2,2,2,4,2,2,4,4
4438,2,3,2,2,4,4,2,2,2,2,2
4439,1,2,2,2,2,2,2,3,2,3,1
4440,1,3,3,3,3,3,3,3,3,3,3
4441,1,3,2,2,2,2,2,NA,2,2,3
4442,2,4,3,3,3,3,3,3,3,3,3
4443,2,3,3,3,2,2,2,3,3,3,3
4444,2,4,1,5,5,2,5,5,5,5,3
4445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4446,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4447,1,4,3,2,2,4,2,2,1,2,2
