3094	2	2	3	2	5	5	2	2	2	2	5	1	1	2	2	3	5	3	2	2	2	2	5	2	2	49.22	49.88	1	1	1	2	1	2	1	1	1	1	0	10	0	0	0	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	0	0	0	0	0	0	1.35	2	3	3	4	4	4	5	5	4	4	4	4	4	0	0	0	0	42.58	45.31
1378	2	2	2	1	4	4	2	4	2	4	4	1	2	2	4	2	4	4	2	4	4	2	4	2	4	35.76	38.72	1	1	1	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	4	4	2	5	4	4	2	4	4	2	0	999	999	999	33	39.18
2063	2	2	2	2	3	4	1	2	2	2	3	1	1	2	4	4	3	5	1	1	2	2	3	4	4	31.87	41.05	1	1	1	2	4	4	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	4	4	4	5	5	4	4	4	2	2	0	999	999	999	37.63	38.93
4582	2	1	1	1	1	4	1	4	1	1	4	1	1	1	1	1	3	1	2	4	2	1	4	2	2	39.28	42.79	1	1	-99	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	0	1.3549	0	0	1.3752	0	2	-99	-99	5	5	5	5	5	5	4	5	4	4	999	999	999	999	48.03	50.04
6062	2	1	2	2	3	4	2	4	3	2	3	2	2	1	2	2	3	4	2	4	3	2	3	2	2	47.96	54.06	1	1	1	2	3	3	3	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	0	0	0	0	0	0	0	0	0	2	2	2	5	3	4	4	4	5	3	4	4	4	1	999	999	999	42.98	50.79
1976	2	2	2	2	4	3	-98	3	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	2	51.55	47.34	1	1	1	1	1	1	1	1	1	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	4	4	4	4	4	4	4	4	4	4	0	0	0	0	48.33	44.92
4092	2	1	1	1	4	5	4	5	5	1	5	1	1	2	3	4	5	2	1	5	1	5	5	5	1	40.74	46.38	1	1	1	5	2	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2837	0	0	0	0	0	0	0	1	3	3	5	1	5	5	5	4	5	1	1	5	0	999	999	999	42.11	42.22
2319	2	1	2	2	-98	3	2	2	1	2	2	1	2	3	2	2	1	2	1	2	1	2	1	2	1	39.13	32.28	1	1	1	2	5	5	4	4	2	1	0	10	0	0	0	0	0	0	42	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	5	5	4	5	4	3	5	4	4	5	0	0	0	0	36.17	34.9
1721	2	1	2	2	-98	1	3	1	2	2	1	2	2	1	2	1	4	-98	4	3	2	-98	2	3	5	38.12	-96	1	1	1	-99	-99	-99	-99	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	0	2	3	3	5	4	4	4	4	5	4	999	3	1	0	999	999	999	48.05	-96
3996	2	1	2	2	2	3	4	4	4	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	41.86	40.51	1	1	1	2	-99	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2837	0	0	1.3549	0	0	0	0	2	3	3	5	2	4	5	4	5	5	5	5	5	0	999	999	999	44.19	36.02
