0	0	0	1	1	1	1	1	.	.	.	.	.	2	0	1	577.2791	1	106101
1	1	1	1	0	1	1	1	.	.	.	.	.	2	0	1	470.7735	0	106102
0	0	1	1	1	1	1	1	.	.	.	.	.	1	0	1	502.6857	0	106103
0	0	0	1	1	1	1	1	.	.	.	.	.	2	0	1	498.2927	.	106104
1	1	0	0	0	0	0	0	.	.	.	.	.	2	0	1	579.7231	0	106105
0	0	1	0	0	0	0	0	.	.	.	.	0	2	1	1	539.7782	0	106106
0	0	1	0	0	0	0	0	.	.	.	.	0	1	0	1	0	.	106107
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	564.6833	0	106108
.	.	.	.	.	.	.	.	.	.	.	.	0	2	0	1	647.1075	0	106109
1	0	0	0	0	1	0	0	.	.	.	.	.	2	0	1	476.3561	0	106110
1	0	1	1	1	1	1	1	.	.	.	.	.	1	0	1	546.1943	1	106111
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1056.1647	0	106112
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	677.1627	0	106113
0	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	574.3336	1	106114
.	0	1	0	0	0	0	0	.	.	.	.	0	1	0	1	718.6732	0	106115
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	892.1597	.	106117
1	1	1	.	.	.	.	.	.	.	.	.	.	2	0	1	0	.	106119
1	0	0	0	0	1	1	1	.	.	.	.	0	2	0	1	586.792	1	106122
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	570.0583	0	106124
0	0	1	0	0	1	1	1	.	.	.	.	.	2	0	1	546.7636	0	106125
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	546.3879	1	106126
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	676.9877	0	106127
0	0	1	1	1	1	1	1	.	.	.	.	.	2	0	1	469.0918	0	106128
0	0	0	1	1	1	1	1	.	.	.	.	.	2	0	1	563.2224	1	106129
0	0	0	1	1	1	1	1	.	.	.	.	0	1	0	1	0	.	106201
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	269.1826	1	106202
0	0	0	0	0	0	.	0	.	.	.	.	.	2	0	1	224.1898	0	106203
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	255.6165	1	106204
1	0	1	0	0	0	0	0	.	.	.	.	.	2	1	1	250.0126	0	106206
