KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,78.24,72.85,90.53,88.67,1,0,70.96,90.94,90.64,6713,0.007,0,0.991,0.002,3
1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51.55,52.46,9999,9999,0,0,54.78,62.74,54.12,3796,0,0.363,0.097,0.54,4
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56.79,53.14,9999,9999,1,0,58.43,52.4,61.81,4086,0,0.001,0.006,0.993,4
0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,46.23,49.01,41.83,48.15,1,0,42.36,47.15,62.72,4326,0.273,0,0.379,0.348,3
0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,57.24,67.21,67.6,71.85,1,0,59.86,68.46,68.04,3296,0.872,0,0.117,0.011,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.82,66.86,9999,60.24,0,0,59.95,9999,9999,2827,0,0.998,0.002,0,2
1,0,1,0,1,0,0,0,0,0,9999,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,54.13,52.23,45.77,9999,1,1,38.86,59.78,41.62,3815,0,0.363,0.097,0.54,4
1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,65.68,75.57,9999,9999,0,0,72.32,9999,9999,5368,0.415,0,0.566,0.019,3
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.88,58.45,9999,9999,1,0,57.72,9999,45.2,3256,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,44.65,47.94,54.42,45.74,0,0,30.44,58.45,9999,6327,0,0.998,0.002,0,2
0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,9999,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.2,58.18,9999,9999,1,0,48.99,9999,9999,2982,0.951,0,0.046,0.003,1
1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.23,50.56,9999,9999,1,0,53.24,9999,9999,4895,0.028,0,0.088,0.884,4
0,1,1,9999,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.07,9999,9999,9999,0,0,42.45,9999,9999,1673,0,0.523,0.096,0.381,2
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.06,9999,9999,9999,0,0,52.77,9999,9999,4667,0,0.069,0.93,0.002,3
1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,57.87,61.67,9999,9999,1,0,58.81,9999,9999,4209,0,0.021,0.027,0.952,4
0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,42.56,44.25,9999,9999,1,0,41.49,9999,9999,5242,0,0.678,0.319,0.003,2
0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,74.38,71.4,86.39,85.27,1,0,68.26,78.48,90.14,3121,0,0.198,0.792,0.01,3
1,1,9999,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,48.78,57.55,9999,9999,0,0,50.65,9999,9999,5244,0,0.026,0.245,0.729,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.86,69,9999,9999,1,0,56.73,9999,9999,1811,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,60.94,65.02,72.82,72.74,1,0,55.3,71.23,83.05,4609,0,0.998,0.002,0,2
0,0,1,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.63,33.27,9999,9999,0,0,36.07,9999,9999,4210,0,0.86,0.058,0.082,2
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,52.81,57.61,62.05,66.26,1,9999,42.62,59.19,64.78,4417,0,0.036,0.634,0.33,3
1,1,1,1,1,1,1,1,1,1,1,0,0,1,9999,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.07,54.66,9999,9999,1,0,48.3,9999,9999,3080,0.997,0,0.003,0,1
0,0,1,0,1,1,1,1,0,0,0,9999,0,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,39.57,49.77,9999,9999,1,0,37.27,9999,9999,1274,0.002,0.001,0.981,0.016,3
0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,40.75,46.86,9999,9999,1,0,44.82,9999,9999,2874,0.034,0,0.895,0.071,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,59.61,61.48,9999,9999,0,0,54.6,9999,9999,5117,0.997,0,0.003,0,1
1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,45.2,40.25,9999,9999,1,0,41.04,9999,9999,2476,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,66.44,68.79,9999,9999,0,0,61.93,9999,9999,2093,0.997,0,0.003,0,1
0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.04,52.86,9999,9999,1,0,49,9999,65.97,4389,0,0.979,0.013,0.009,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,60.59,60.03,9999,9999,0,0,48.95,9999,9999,5658,0.997,0,0.003,0,1
1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.28,36.77,9999,9999,0,0,42.04,9999,9999,5793,0,0.954,0.031,0.015,2
0,0,0,1,1,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.71,57.54,9999,9999,1,0,55.12,9999,9999,1827,0,0.563,0.037,0.4,2
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,60.3,59.79,9999,60.93,0,0,53.63,68.27,9999,2761,0,0.003,0.996,0,3
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,74.94,70.43,88.55,81.97,0,0,69.38,83.2,86.56,6447,0.272,0,0.727,0.001,3
1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,61.72,54.51,68.5,64.2,0,0,54.89,68.85,72.24,6712,0.022,0,0.978,0,3
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.33,36.39,35.13,37.97,0,0,33.05,33.34,42.11,1350,0.272,0,0.727,0.001,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,59.23,57.09,9999,60.94,1,0,54.75,9999,9999,4556,0.986,0,0.013,0,1
0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,69.01,72.3,9999,82.25,0,0,64.97,81.52,88.35,5274,0.004,0.001,0.953,0.041,3
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,53.59,52.91,69.25,54.05,1,0,55.08,66.75,66.42,6337,0,0.05,0.059,0.891,4
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,50.66,47.51,64.32,61.63,1,0,47.19,62.42,62.46,4725,0,0.025,0.945,0.029,3
0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,51.67,50.69,9999,9999,0,0,48.64,63.09,59.68,4077,0,0.017,0.888,0.094,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,74.31,71.48,87.74,85.49,1,0,65.55,82.57,98.02,4287,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,66.73,65.73,9999,74.78,0,1,63.51,80.69,89.98,4429,0.997,0,0.003,0,1
1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,52.64,44.43,71.87,55.64,1,0,53.99,68.65,72.61,2885,0.002,0,0.026,0.972,4
0,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,37.72,44.86,42.11,9999,0,0,39.58,43.58,48.1,5081,0.127,0.381,0.278,0.214,2
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,71.63,9999,94.9,81.76,0,0,67.73,83.97,92.34,5962,0.997,0,0.003,0,1
1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,63.24,68.03,86,81.81,0,0,60.75,84.53,85.1,2234,0.008,0.001,0.386,0.605,4
0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,61.38,61.68,84.68,79.57,1,0,58.53,76.27,79.19,3767,0.078,0,0.922,0,3
0,0,1,1,9999,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,68.65,62.3,84.75,72.03,0,0,64.76,78.55,85.13,2901,0,0.492,0.056,0.453,2
1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44.77,50.16,44.69,48.3,1,0,46.99,47.46,47.97,1824,0.12,0,0.112,0.769,4
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,57.99,52.58,71.44,65.44,0,0,56.54,68.67,76.07,3935,0,0.013,0.215,0.771,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.17,52.26,54.16,9999,0,0,42.6,57.49,40.29,2547,0,0.984,0.016,0.001,2
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,62.79,63.6,78.05,76.44,1,0,61.16,84.09,89.87,3280,0.997,0,0.003,0,1
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.93,57.75,9999,9999,0,0,49.49,71.77,65.03,6573,0,0.678,0.319,0.003,2
0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,50.54,54.84,41.81,1,0,44.22,56.26,56.86,5548,0,0.666,0.309,0.025,2
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,52.31,41.41,63.61,62.41,1,0,42.07,60.49,63.13,5581,0,0.001,0.006,0.993,4
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.07,54.02,61.26,65.67,0,0,43.55,9999,9999,2566,0,0.037,0.018,0.945,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,68.72,69.58,61.83,75.79,0,0,64.89,85.03,9999,4694,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,66.18,64.7,80.74,75.25,1,0,60.44,79.12,9999,5994,0.997,0,0.003,0,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,59.2,48.4,77.19,67.56,1,0,56.31,74.64,9999,3307,0,0.954,0.031,0.015,2
0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55.82,44.1,9999,9999,0,0,42.98,59.89,9999,1043,0,0.746,0.243,0.011,2
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,56.64,54.09,66.93,69.05,0,1,46.12,63.67,9999,6649,0.001,0.001,0.991,0.007,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.95,50.43,58.29,60.48,0,0,36.32,51.99,9999,2699,0,0.998,0.002,0,2
0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,42.51,42.94,54.9,53.22,0,1,46.1,50.09,9999,5997,0,0.005,0.079,0.916,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55.08,56.74,62.86,64.92,0,0,46.21,63.71,9999,6815,0,0.953,0.046,0.001,2
0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.72,58.78,64.44,9999,1,0,54,71.59,9999,5689,0,0.008,0.966,0.026,3
1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,52.77,59.85,71.31,63.8,0,0,49.62,70.82,9999,5486,0.576,0,0.15,0.273,1
1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,49.24,39.14,65,51.58,1,0,47.56,65.54,66.04,1425,0.097,0,0.901,0.002,3
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,9999,9999,70.43,61.08,1,0,55.86,9999,67.72,2236,0.001,0.009,0.368,0.623,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,48.48,45.61,71.58,66.88,1,0,53.43,69.07,69.94,2299,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9999,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,68.69,61.96,78.66,74.92,1,0,65.08,77,75.35,1535,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,61.64,58.91,64.89,61.83,1,0,46.75,70.99,9999,6480,0.997,0,0.003,0,1
0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,72.04,75.94,82.4,80.72,1,0,67.98,78.35,84.36,4479,0,0.201,0.647,0.152,3
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,65.72,64.63,80.66,79.06,0,9999,59.27,73.76,81.94,5005,0.576,0,0.15,0.273,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,52.74,62.04,63.79,71.34,0,0,56.07,59.22,67.71,1123,0.028,0,0.088,0.884,4
0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,65.32,69.24,80.76,81.36,0,0,60.21,79.12,69.27,5535,0,0.001,0.048,0.95,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,55.66,56.68,69.18,60.04,0,0,38.84,53.34,9999,3108,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,65.06,63.7,72.47,69.25,1,0,47,71.89,68.7,5113,0.997,0,0.003,0,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,59.68,47.98,68.39,61.73,1,0,55.21,69.05,72.27,1052,0,0.001,0.006,0.993,4
0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,58.23,59.99,68.95,69.14,1,0,56.17,69.8,68.08,4544,0.08,0,0.92,0,3
1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,58.61,67.14,67.94,75.19,0,0,64.25,9999,72.31,5864,0.011,0.001,0.762,0.227,3
1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,40.04,36.77,69.55,70.78,0,1,44.8,65.91,70.53,2575,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40.42,9999,9999,9999,0,9999,46.58,66.44,9999,5020,0.563,0,0.205,0.232,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,9999,1,1,1,0,0,0,0,0,0,0,38.94,38.93,43.58,50.43,1,0,37.84,38.57,37.9,1741,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,67.57,67.71,76.1,85.52,0,0,61.98,79.33,85.06,5408,0.997,0,0.003,0,1
1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,70.1,68.76,85.06,80.3,1,0,69.18,85.91,86.99,6638,0,0.625,0.187,0.188,2
1,1,1,1,1,1,1,0,0,1,0,9999,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,54.2,66.15,67.92,76.75,1,0,57.97,72.66,9999,5499,0.69,0,0.162,0.148,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,47.44,9999,73.24,68.6,0,0,53.79,71.82,73.13,3039,0.997,0,0.003,0,1
0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,9999,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,52.71,64.63,60.19,66.7,0,0,46.96,55.32,61.53,2636,0,0.513,0.054,0.433,2
0,1,1,1,1,1,9999,9999,9999,9999,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,53.79,57.93,67.22,59.63,0,0,53.16,9999,69.81,2239,0.634,0,0.104,0.262,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,65.3,63.77,77.92,75.67,0,1,59.17,76.18,82.69,3958,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,9999,69.59,80.42,83.67,0,0,63.77,75.2,77.37,1379,0.563,0,0.205,0.232,1
0,0,0,0,0,0,0,9999,0,0,1,0,1,9999,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,62.45,57.81,71.98,67.32,1,1,55.95,71.46,71.25,2737,0,0.996,0.004,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,66.24,67.09,77.3,73.46,1,0,60.09,80.71,84.71,5328,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,27.33,44.75,66.16,65.62,0,0,33.39,39.32,62.71,4073,0.997,0,0.003,0,1
1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,9999,0,1,0,1,1,1,1,0,1,1,1,0,0,0,67.53,59.35,73.52,71.54,1,0,58.48,80.71,80.32,3982,0.092,0,0.103,0.805,4
0,0,9999,1,0,9999,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50.69,56.42,59.13,62.24,1,1,54.52,51.69,59.73,2535,0,0.379,0.548,0.073,3
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50.95,41.89,9999,9999,1,1,38.24,49.61,62.93,3587,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,41.33,50.72,64.32,64.55,1,0,50.33,60.77,66.37,3591,0.997,0,0.003,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,48,52.87,57.38,58.78,0,0,45.31,50.75,62.08,5720,0.986,0,0.013,0,1
0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,58.86,60.86,75.07,73.42,1,0,59.66,74.63,75.87,5827,0.587,0,0.412,0.001,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,79.23,73.3,85.64,89.06,0,0,72.94,85.68,89,5266,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,55.83,54.56,68.98,71.25,0,0,53.79,66.78,72.08,2962,0.951,0,0.048,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,55.63,9999,9999,5830,0,0.995,0.004,0.001,2
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,64.3,66.4,81.78,78.87,1,1,54.36,76.5,78.54,1817,0.337,0,0.646,0.017,3
0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.76,62.93,62.21,64.79,1,1,53.73,60.15,70.99,5623,0.013,0,0.18,0.806,4
0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,50.78,60.49,79.42,65.77,0,0,51.07,75.96,9999,2434,0,0.694,0.292,0.014,2
1,1,1,9999,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.95,62.34,81.9,68.9,0,0,58.98,9999,80.61,3333,0.929,0,0.063,0.009,1
1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,9999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,56.72,55.16,63.97,59.1,1,0,52.25,64.49,66.16,1954,0,0.954,0.031,0.015,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,61.08,43.66,75.7,48.03,1,0,51.89,65.6,73.55,5069,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,59.85,9999,9999,0,0,54.13,53.41,9999,3759,0,0.998,0.002,0,2
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9999,0,1,0,0,1,1,0,0,0,50.79,36.85,58.35,45.38,1,1,42.27,53.21,9999,6911,0,0.047,0.782,0.171,3
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,9999,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,53.47,56.91,9999,9999,1,0,50.37,64.51,65.3,4108,0.997,0,0.003,0,1
1,1,1,9999,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,56.86,56.71,71.92,63.49,1,0,49.08,64.97,73.98,3931,0.929,0,0.063,0.009,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9999,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,9999,56.36,68.85,68.97,0,1,50.88,69.6,9999,2075,0.997,0,0.003,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,60.12,59.21,65.9,61.58,0,1,57.48,67.06,74.55,5953,0.95,0,0.049,0,1
