KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,78.59,63.18,87.3,84.89,0,0,75.42,80.89,9999,6087,0,0.201,0.647,0.152,3
1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50.3,9999,70.79,58.41,0,0,43.05,62.98,68.99,2326,0,0.607,0.094,0.298,2
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,9999,64.12,74.02,78.38,0,0,57.83,71,9999,3183,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,62.1,50.19,80.62,73.28,1,0,70.07,81.96,86.09,6253,0.997,0,0.003,0,1
1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,9999,0,0,0,0,1,0,62.7,59.59,76.18,69.54,1,0,61.49,73.65,77.84,5898,0,0.006,0.125,0.868,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.35,48.29,9999,9999,1,0,50.14,58.43,51.84,3102,0,0.998,0.002,0,2
1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,61.85,55.38,77.97,64.52,1,0,57.18,78.6,81.94,5739,0,0.179,0.043,0.778,4
0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,52.59,61.03,64.07,73.66,1,0,51.9,63,68.67,2635,0.817,0,0.183,0.001,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.13,60.49,83.89,61.25,1,0,66.83,77.65,79.98,5197,0,0.995,0.004,0.001,2
1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,74.2,9999,9999,9999,0,0,68.6,77.17,84.98,4653,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,52.82,54.81,73.03,62.2,0,0,57.05,68.17,81.06,4617,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,66.44,65.19,78.37,79.1,0,0,62.46,76.6,84.54,3030,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,51.12,41.59,64.05,9999,1,0,52.63,61.22,62.97,2400,0,0.998,0.002,0,2
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,75.91,71.1,95.35,87.7,0,0,71.87,88.97,97.56,1045,0.986,0,0.013,0,1
1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,9999,0,0,0,0,62.07,67.25,80.88,77.24,1,0,56.39,76.14,77.94,2673,0.659,0,0.331,0.011,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9999,53.47,72.74,68.61,0,0,54.9,67,9999,3111,0,0.998,0.002,0,2
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,67.9,69.27,88.99,86.51,1,0,73.39,85.03,84.8,2886,0,0.818,0.089,0.093,2
1,1,1,0,0,1,1,1,0,0,1,1,9999,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,53.14,49.51,59.97,60.06,1,0,59.38,63.94,55.7,2384,0.003,0,0.981,0.015,3
1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,64.7,52.6,9999,9999,0,0,51.33,81.42,80.25,1953,0.013,0,0.931,0.056,3
1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,61.44,61.47,55.38,50.93,1,0,39.98,56.42,59.9,4837,0,0.007,0.009,0.984,4
1,1,1,9999,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,48.74,43.72,62.25,63.18,1,0,43.64,51,65.1,4076,0.941,0,0.052,0.006,1
1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,61.44,63.56,78.7,81.66,1,0,55.33,73.95,77.75,3967,0.735,0,0.235,0.03,1
0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,63.96,63.59,76.03,76.74,1,0,57.78,69.69,80.45,6937,0.052,0,0.891,0.057,3
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,61.06,54.28,74.71,74.7,0,0,47.7,67.99,76.35,3671,0.027,0,0.582,0.391,3
1,1,9999,1,9999,0,0,0,0,0,1,1,1,9999,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,48.92,37.69,54.52,45.24,1,0,43.78,45.75,54.51,3750,0,0.024,0.013,0.963,4
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,67.18,67.59,86.49,79.01,1,0,69.63,86.71,92.39,4809,0.001,0,0.022,0.977,4
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,57.39,67.28,80.64,74.42,0,0,48.42,84.33,73.92,6506,0.965,0,0.026,0.01,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,58.02,60.93,75.29,81.45,0,0,39.5,71.02,77.37,6920,0.973,0,0.023,0.004,1
1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,75.25,70.25,85.28,76.82,1,0,67.86,79.38,89.92,5213,0,0.001,0.006,0.993,4
1,0,1,0,1,0,0,0,0,0,1,1,9999,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,48.31,43.85,58.33,9999,1,0,44.74,55.83,56.9,6387,0,0.363,0.097,0.54,4
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,67.78,59.66,78.58,70.94,1,0,62.16,9999,9999,5352,0,0.198,0.792,0.01,3
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,55.57,56.35,9999,9999,1,0,48.21,9999,9999,1897,0.659,0,0.331,0.011,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,49.2,50.24,55.92,62.55,1,0,47.6,53.14,57.94,5495,0.997,0,0.003,0,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,63.44,59.33,9999,9999,0,0,60.97,77.97,81.9,2467,0.951,0,0.046,0.003,1
0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,51.3,59.46,72.5,75.3,1,0,43.88,66.27,71.42,2832,0,0.003,0.013,0.984,4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,66.82,69.13,78.29,74.67,1,0,61.63,79.31,84.61,5527,0.997,0,0.003,0,1
1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,69.27,65.97,77.56,77.68,1,0,69.06,78.13,88,5395,0.008,0.001,0.386,0.605,4
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,59.6,9999,9999,9999,1,0,57.71,9999,65.45,2913,0,0.818,0.089,0.093,2
1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,65.02,63.9,83.7,74.49,1,0,65.79,78.65,81.68,4958,0,0.179,0.043,0.778,4
0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.78,71.34,85.33,78.66,1,0,67.5,77,80.33,5246,0.001,0,0.056,0.943,4
1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55.33,44.9,69.72,67.58,1,0,50.52,64,68.94,6784,0.659,0,0.331,0.011,1
0,1,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,0,0,0,0,0,0,0,36.98,49.42,47.52,42.81,1,1,43.96,41.01,9999,6534,0,0.014,0.068,0.918,4
1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,54.75,57.34,63.23,9999,1,0,49.18,65.18,65.09,5501,0.001,0.004,0.12,0.875,4
1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,64.43,9999,9999,64.45,0,0,40.79,72.06,60.65,2011,0.168,0,0.169,0.663,4
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9999,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,39.1,36.76,40.7,46.86,0,0,32.39,35.48,34.48,3308,0,0.954,0.031,0.015,2
0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,35.18,9999,64.18,54.76,0,0,42.92,36.12,9999,6349,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9999,9999,9999,9999,0,0,0,1,1,0,0,0,1,0,0,0,0,50.65,49.31,9999,61.76,1,0,44.55,9999,74.57,5164,0,0.998,0.002,0,2
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.13,48.99,9999,9999,1,0,47.16,9999,9999,1288,0,0.001,0.048,0.95,4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,44.85,48.59,65.85,62.55,1,0,44.13,56.18,9999,6540,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.62,57.51,67.36,62.96,0,0,49.17,63.94,60.34,1392,0,0.474,0.523,0.003,3
1,0,0,1,0,0,0,0,9999,0,1,1,0,1,1,1,0,0,1,0,1,1,1,9999,1,1,9999,1,1,1,0,0,0,9999,59.69,67.61,62.27,0,0,56.65,63.66,66.03,1928,0,0.932,0.027,0.041,2
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,55.28,70.59,66.99,70.81,0,0,40.66,63.76,62.3,6565,0.676,0,0.3,0.024,1
1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,59.56,51.8,9999,0,0,43.07,30.96,48.4,2060,0.001,0.006,0.933,0.06,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,64.95,61.79,78.86,72.53,1,0,53.43,72.73,9999,5019,0,0.001,0.006,0.993,4
1,0,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,1,0,59.29,40.38,9999,41.52,0,0,48.79,52.67,9999,4866,0,0.021,0.027,0.952,4
0,9999,9999,9999,9999,0,9999,9999,9999,9999,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,37.95,32.13,36.05,9999,0,0,37.91,30.63,39.89,5577,0.025,0.575,0.153,0.247,2
0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,43.8,57.06,64.97,73.5,0,0,53.38,61.05,64.68,2894,0.052,0,0.629,0.318,3
0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,40.07,9999,44.13,62.5,0,0,36.31,39.48,9999,1950,0.308,0,0.682,0.01,3
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,41.13,54.91,63.14,63.92,0,0,48.12,49.86,69.31,6100,0,0.818,0.089,0.093,2
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,50.12,52.93,72.55,67.13,1,1,44.63,66.07,67.31,6799,0.965,0,0.026,0.01,1
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,1,1,1,1,1,0,1,0,0,0,45.41,38.68,39.86,46.31,0,0,29.7,37.89,33.01,5621,0.986,0,0.013,0,1
1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,1,1,0,0,1,0,0,0,0,0,56.01,49.93,54.21,49.87,1,0,50.34,47.86,9999,4506,0,0.001,0.006,0.993,4
1,0,0,0,0,0,0,0,0,0,0,9999,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,46.43,41.63,9999,38.34,0,1,34.78,58.36,9999,6163,0,0.995,0.004,0.001,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,40.67,53.4,0,1,45.91,32.75,55.64,2435,0,0.998,0.002,0,2
0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,61.41,9999,69.68,73.1,1,9999,53.62,64.57,75.1,3834,0.342,0,0.619,0.039,3
0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85,60.39,79.35,75.27,0,0,44.99,73.45,85.39,4119,0,0.998,0.002,0,2
1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,60.54,61.6,71.19,64.19,1,0,49.63,71.42,72.79,1112,0,0.096,0.879,0.026,3
1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,57.1,65.06,71.49,60.17,1,0,54.39,68.89,63.66,3874,0.95,0,0.049,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,60.01,71.85,73.91,80.12,0,0,60.92,65.79,84,5841,0,0.984,0.016,0.001,2
0,0,1,1,1,0,9999,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,65.81,61.22,74.88,67.87,1,0,65.21,71.48,81.78,3053,0,0.087,0.091,0.822,4
0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,58.45,64.56,63.42,68.26,0,0,46.74,9999,68.39,4893,0,0.014,0.068,0.918,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,70.74,70.38,87.28,82.38,0,0,69.53,90.82,95.35,3737,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,63.15,66.14,77.78,82.6,1,0,60.95,75.69,77.51,4038,0.951,0,0.048,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83.43,79.47,94.62,88.05,0,0,76.8,93.04,97.67,4898,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,54.82,66.72,73.08,72.79,0,0,47.48,63.35,80.03,6819,0.957,0,0.035,0.008,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,55.23,58.3,64.04,66.08,1,0,46.85,60.56,9999,3534,0.028,0,0.088,0.884,4
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,58.86,58.76,77.01,68.53,0,0,63.19,71.51,76.93,1479,0.001,0.011,0.456,0.532,4
0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,64.1,62.6,71.06,9999,0,0,55.76,66.77,79.4,4335,0.141,0,0.847,0.012,3
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,39.96,55.23,56.54,9999,1,0,46.19,66.92,9999,1296,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,70.77,67.6,88.36,79.42,0,0,65.64,9999,90.01,5473,0.997,0,0.003,0,1
0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,48.79,61.1,9999,68.26,0,0,47.04,69.74,66.21,5586,0.008,0.001,0.763,0.228,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,61.56,58.22,68.96,73.25,1,0,58.09,66.83,78.29,2800,0.997,0,0.003,0,1
0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,54.86,51.57,59.41,9999,1,0,39.58,66.02,9999,4229,0.951,0,0.046,0.003,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,64.09,52.7,81.13,71.7,0,0,57.94,73.75,82.93,5108,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.64,72.63,65.22,79.27,0,0,52.51,68.34,75.16,1850,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,9999,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,0,0,0,56.75,55.65,67.21,65.18,0,0,50.7,63.07,69.47,2798,0,0.998,0.002,0,2
1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9999,57.76,9999,9999,1,0,54.59,55.15,63.21,2446,0,0.007,0.009,0.984,4
1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,56.08,50.25,74.2,9999,0,0,44.4,76.59,76.22,3194,0,0.001,0.006,0.993,4
0,0,9999,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,53.42,55.99,74.63,72.73,0,0,54.16,67.79,70.57,6719,0,0.025,0.973,0.001,3
0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55.92,55.55,72.63,69.55,1,0,59.5,65.09,71.39,1809,0,0.984,0.016,0.001,2
0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,60.65,64.91,73.87,65.43,1,0,61.8,73.28,72.29,3765,0,0.008,0.966,0.026,3
0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,42.68,9999,72.03,66.39,0,0,48.72,56.7,9999,5142,0,0.031,0.923,0.046,3
0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,71.15,70.24,85.47,77.74,0,0,67.26,80.95,90.74,6172,0.057,0,0.324,0.62,4
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,52.16,52.02,68.09,66.78,0,0,50.4,65.68,67.88,3489,0.124,0,0.744,0.132,3
1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,56.92,53.54,56.65,41.3,0,1,34.64,62.36,9999,6110,0.001,0.001,0.991,0.007,3
1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,67.5,56.69,9999,9999,1,0,62.14,72.12,81.38,2294,0.651,0,0.334,0.014,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,54.04,57.02,67.16,9999,1,1,54.89,62.47,59.07,4091,0,0.998,0.002,0,2
1,9999,9999,9999,9999,1,1,9999,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,9999,58.85,66.51,69.07,0,0,62.09,68.75,69.09,3401,0.105,0.016,0.609,0.269,3
0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,57.98,60.12,75.13,70.5,1,0,55.75,70.82,70.84,6234,0,0.055,0.944,0.001,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,51.02,56.24,62.47,66.69,0,0,50,65.42,73.99,3273,0,0.998,0.002,0,2
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,9999,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,65.44,62.64,83.67,76.23,0,0,62.41,73.5,82.37,5070,0,0.995,0.004,0.001,2
0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,62.77,64.04,75.57,69.68,0,0,60.29,68.91,83.89,5990,0,0.025,0.945,0.029,3
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,64.54,59.47,9999,63.18,0,0,47.73,62.42,9999,2096,0.333,0,0.595,0.072,3
1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,68.04,67.95,9999,9999,0,0,63.32,73.7,79.43,2641,0,0.962,0.035,0.003,2
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,43.05,47.95,9999,9999,1,0,47.1,56.19,9999,3769,0.951,0,0.046,0.003,1
1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,51.58,46.96,9999,9999,1,0,36.53,9999,73.13,2632,0.127,0,0.165,0.708,4
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,53.38,48.27,64,59.85,1,0,48.94,56.11,67.73,3821,0.028,0,0.088,0.884,4
0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,47.74,54.36,67.42,66.09,1,0,51.34,59.06,66.25,4680,0,0.003,0.013,0.984,4
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,59.02,63.16,76.25,72.29,0,0,65.28,72.18,77.46,6608,0.95,0,0.049,0,1
1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,81,72.79,89.51,85.85,0,0,72.39,92.09,92.14,5692,0.012,0.001,0.553,0.434,3
1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,55.03,62.14,78.11,74.8,0,0,54.83,78.16,9999,2233,0,0.207,0.491,0.303,3
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,65.43,62.48,82.84,73.24,1,0,59.31,72.89,84.38,1104,0.127,0,0.165,0.708,4
1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,64.39,63.2,75.14,66.98,1,0,58.41,72.71,81.13,4395,0.03,0,0.966,0.004,3
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,58.65,53.36,66.59,65.2,1,9999,61.64,71.03,73.24,5602,0,0.979,0.013,0.009,2
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,49.04,47.37,50.81,45.54,1,0,51.84,45.46,48.73,6512,0,0.998,0.002,0,2
0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,53.7,46.8,65.84,55.97,1,0,53.08,67.58,67.42,1229,0,0.01,0.271,0.718,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,51.82,9999,89.89,68.47,0,0,53.55,66.12,9999,6420,0,0.998,0.002,0,2
