AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
1,1,1,1,0,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,0,0,69.79,9999,9999,3342,0.381,0,0.604,0.015,3,9999,1
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,71.01,9999,9999,3562,0.997,0,0.003,0,1,9999,9999
0,1,1,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,64.01,9999,9999,6860,0,0.294,0.531,0.175,3,9999,4
1,1,1,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,0,1,1,1,1,1,0,1,0,9999,9999,9999,9999,1,0,61.64,9999,9999,1016,0.976,0,0.019,0.004,1,9999,1
1,1,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,0,0,1,1,1,1,1,9999,9999,9999,9999,0,0,56.93,9999,9999,6221,0.093,0,0.088,0.819,4,9999,1
0,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,51.95,9999,9999,4835,0.958,0,0.039,0.003,1,9999,2
1,1,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,1,46.74,9999,9999,1281,0,0.001,0.027,0.972,4,9999,9999
1,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,1,0,0,1,0,0,0,0,0,9999,9999,9999,9999,1,0,60.09,9999,9999,4800,0.591,0,0.129,0.28,1,9999,4
1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,9999,9999,1,0,69.99,9999,9999,3510,0.583,0,0.177,0.24,1,9999,1
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,59.78,9999,70.94,5118,0.969,0,0.021,0.01,1,9999,2
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,9999,9999,9999,1,0,69.22,9999,9999,4953,0.997,0,0.003,0,1,9999,1
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,9999,9999,9999,1,0,74.35,9999,9999,2741,0.997,0,0.003,0,1,9999,1
1,1,1,1,1,1,1,9999,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,0,0,64.98,9999,9999,4175,0.996,0,0.004,0,1,9999,9999
1,0,1,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,1,1,1,1,1,1,1,0,0,0,9999,9999,9999,9999,0,0,74.32,9999,9999,3205,0.741,0,0.247,0.012,1,9999,1
1,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,0,1,1,1,0,1,0,1,0,9999,9999,9999,9999,1,0,57.16,9999,9999,6457,0,0.348,0.64,0.012,3,9999,3
0,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,0,1,1,1,0,0,0,0,0,9999,9999,9999,9999,0,0,53.33,9999,9999,4180,0.346,0,0.332,0.322,1,9999,3
0,1,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,62.94,9999,9999,2288,0.014,0,0.155,0.831,4,9999,9999
0,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,0,1,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,60.21,9999,9999,5589,0.896,0,0.087,0.017,1,9999,4
0,1,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,0,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,61.81,9999,9999,5741,0.014,0,0.155,0.831,4,9999,4
0,1,1,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,0,0,0,1,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,59.93,9999,9999,5553,0.059,0,0.201,0.74,4,9999,2
0,1,0,1,1,1,9999,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,57.23,9999,9999,2257,0.01,0.001,0.321,0.668,4,9999,2
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,9999,9999,9999,0,0,78.41,9999,9999,6239,0.997,0,0.003,0,1,9999,1
0,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,48.82,9999,9999,2748,0,0.018,0.016,0.966,4,9999,9999
1,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,0,0,78.12,9999,9999,5307,0.591,0,0.129,0.28,1,9999,1
0,1,0,1,0,1,9999,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,63.44,9999,9999,6443,0.009,0.001,0.961,0.029,3,9999,9999
1,9999,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,0,1,0,0,0,0,0,9999,9999,9999,9999,1,0,57.62,9999,74.92,4894,0.952,0,0.038,0.011,1,9999,4
1,1,1,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,61.75,9999,9999,1792,0,0.008,0.03,0.961,4,9999,9999
1,1,1,1,1,0,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,73.7,9999,9999,1223,0.825,0,0.065,0.11,1,9999,9999
1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,67.92,62.18,81.03,67.67,0,0,62.5,79.37,89.16,2872,0.304,0,0.322,0.374,4,4,2
0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,69.86,72.02,88.08,82.45,0,0,64.39,79.09,87.66,3772,0,0.104,0.889,0.007,3,1,1
1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.62,9999,9999,9999,0,0,36.58,9999,46.58,3661,0,0.897,0.029,0.075,2,3,2
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.43,9999,46.34,49.37,0,1,39.12,41.3,9999,2658,0,0.001,0.011,0.988,4,2,9999
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,70.4,70.2,85.27,81.77,0,1,62.57,82.85,86.5,5784,0.591,0,0.129,0.28,1,1,1
1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,74.13,70.69,80.78,80.76,0,0,71.96,80.84,87.35,3334,0.172,0,0.617,0.21,3,1,1
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,60.05,66.68,9999,9999,0,0,60.83,72.99,74.92,3480,0.591,0,0.129,0.28,1,1,1
1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,52.27,69.88,70.41,0,0,55.93,71.69,9999,5364,0.008,0,0.344,0.647,4,4,2
1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,66.32,52.87,97.39,67.55,0,0,68.27,83.06,94.53,6933,0.962,0,0.03,0.008,1,4,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,83.96,73.11,97.39,82.8,0,0,79.89,93.71,94.53,4668,0.997,0,0.003,0,1,1,1
1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,9999,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,77.87,73.44,97.39,86.02,0,0,72.96,90.89,93.02,6268,0.001,0.004,0.488,0.506,4,4,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.72,45.1,9999,9999,0,0,58.28,9999,9999,6838,0.997,0,0.003,0,1,2,9999
1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.78,59.22,61.3,71.52,0,0,50.66,66.83,9999,1433,0,0.661,0.201,0.138,2,3,2
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,83.75,69.63,88.23,83.8,0,0,72.94,90.87,95.17,6781,0.591,0,0.129,0.28,1,1,1
1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,66.09,57.82,9999,9999,0,0,53.85,74.18,9999,1743,0,0,0.005,0.995,4,4,4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,54.53,55.53,66.77,66.59,0,0,49.6,68.09,75.26,6766,0.962,0,0.03,0.008,1,1,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.05,70.28,83.7,82.93,0,0,63.66,78.58,88.96,1734,0,0,0.005,0.995,4,1,1
1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71.07,46.9,86.66,63.58,1,0,63.69,77.34,83.94,2731,0.969,0,0.025,0.006,1,3,2
1,9999,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,64.55,57.02,74.99,71.14,1,0,56.41,78.65,78.53,2313,0,0.658,0.039,0.303,2,4,1
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,9999,0,0,0,0,62.56,71.38,69.34,64.53,1,0,56.24,62.43,9999,2426,0,0,0.005,0.995,4,1,4
1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,9999,1,0,0,0,40.81,9999,9999,75.91,1,0,47.88,71.68,78.05,1457,0.001,0,0.018,0.981,4,3,3
1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,60.77,56.39,9999,62.47,1,0,61.86,73.94,77.61,1677,0.12,0,0.353,0.527,4,1,1
1,0,9999,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.82,56.34,86.89,9999,1,0,60.49,80.46,9999,5973,0,0.438,0.298,0.263,2,4,9999
1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,62.47,62.05,71.84,76.35,1,0,59.04,9999,52.63,1641,0,0.008,0.03,0.961,4,4,3
0,0,0,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,45.68,9999,9999,6119,0,0.853,0.113,0.034,2,9999,9999
0,1,1,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,58.16,9999,9999,3045,0.003,0.001,0.542,0.454,3,9999,9999
0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.6,67.65,79.5,81.21,1,0,60.2,79.74,9999,3697,0,0.572,0.408,0.02,2,4,9999
1,0,0,1,0,1,0,9999,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,56.2,51.12,9999,59.78,1,0,55.84,68.36,9999,1748,0,0.495,0.371,0.133,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,80.24,64.55,90.49,71.7,1,0,69.66,88.02,92.12,5092,0.997,0,0.003,0,1,1,1
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,69.27,71.4,75.94,73.45,0,0,64.49,76.77,84.86,1225,0.003,0.001,0.252,0.744,4,2,4
0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,75.38,67.37,93.94,82.07,0,0,66.21,88.23,9999,2928,0.7,0,0.218,0.083,1,3,9999
0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,69.27,67.77,81.42,80.14,0,0,72.03,67.78,89.75,2957,0.014,0.001,0.709,0.277,3,1,1
1,1,0,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.99,50.65,9999,9999,1,0,42.72,9999,9999,1510,0,0.095,0.04,0.865,4,9999,9999
0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,49.3,9999,63.65,0,1,58.42,9999,9999,5267,0,0.05,0.948,0.002,3,1,9999
0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,9999,9999,62.82,58.57,1,9999,44.54,42.64,60.47,1212,0,0.094,0.246,0.66,4,1,3
1,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,55.82,28.07,9999,9999,0,1,38.52,9999,82.04,4573,0,0.934,0.06,0.006,2,9999,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9999,9999,85.67,72.79,0,0,54.42,77.07,9999,6686,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,44.53,38.57,36.6,34.41,0,1,44.38,36.66,9999,1865,0.057,0,0.134,0.808,4,1,1
1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,54.68,9999,9999,4489,0.001,0,0.018,0.981,4,9999,9999
1,1,1,1,0,1,0,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,9999,47.51,9999,9999,5306,0.005,0.001,0.504,0.49,3,9999,9999
1,1,1,1,1,0,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,60.21,9999,9999,0,0,59.02,9999,9999,1257,0.005,0,0.042,0.953,4,9999,9999
0,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,1,50.07,9999,9999,4471,0,0.018,0.016,0.966,4,9999,9999
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.38,9999,55.86,55.65,0,0,47.3,9999,9999,1494,0.997,0,0.003,0,1,9999,9999
0,1,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,9999,50.73,9999,9999,3753,0,0.007,0.057,0.936,4,9999,9999
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.11,61.27,72.34,66.5,0,9999,61.48,9999,9999,4520,0.969,0,0.021,0.01,1,9999,9999
1,1,1,1,1,0,1,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,75.05,76.29,84.18,81.33,1,9999,68.84,9999,9999,1209,0.173,0,0.145,0.682,4,9999,9999
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,9999,1,1,1,0,1,0,0,0,9999,9999,80.58,72.45,1,0,66.47,77.42,87.16,3138,0.997,0,0.003,0,1,3,1
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,37.78,9999,9999,1,0,46.63,45.43,9999,5543,0.007,0,0.992,0,3,2,9999
0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.43,9999,9999,9999,1,0,50.16,9999,9999,3365,0,0.997,0.003,0.001,2,9999,9999
1,0,1,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,74.77,68.61,0,9999,46.03,9999,9999,1590,0.001,0.002,0.114,0.883,4,9999,9999
0,0,0,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,1,40.96,9999,9999,2095,0.001,0.009,0.666,0.324,3,9999,9999
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,30.25,29.32,63.87,9999,1,1,29.16,52.58,9999,6266,0,0.997,0.003,0.001,2,1,9999
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,78.48,73.54,86.71,81.97,1,0,70.29,82.89,91.82,6098,0.021,0,0.329,0.65,4,1,1
1,1,0,1,1,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.95,9999,9999,9999,0,9999,46.64,9999,9999,3363,0.006,0,0.13,0.864,4,9999,9999
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,40.81,51.31,9999,9999,1,1,44.6,41.8,39.15,4636,0,0.576,0.282,0.143,2,2,9999
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,1,0,1,0,1,1,1,0,0,0,9999,9999,9999,9999,1,1,64.12,9999,9999,2839,0.969,0,0.021,0.01,1,9999,3
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,59.61,64.58,77.82,68.67,1,0,59.84,69.67,79.27,6470,0,0.869,0.045,0.086,2,2,4
1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,69.34,53.86,75.05,69.2,1,1,61.89,76.11,9999,2926,0,0.044,0.11,0.846,4,4,9999
0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,44.3,38.78,9999,9999,1,0,36.9,9999,9999,6072,0,0.96,0.021,0.018,2,9999,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,59.71,51.44,66.66,68.93,0,0,54.6,67.17,66.01,1173,0.997,0,0.003,0,1,1,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,65.53,59.19,83.48,67.25,0,0,62.23,77.35,85.54,3185,0,0,0.005,0.995,4,1,3
0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,62.72,53.6,9999,9999,0,9999,57.74,9999,57.51,3853,0.058,0,0.586,0.355,3,3,1
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,0,1,0,0,0,0,0,52.15,51.19,9999,9999,1,1,49.65,9999,9999,1746,0.969,0,0.021,0.01,1,9999,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,66.4,65.1,80.24,73.24,0,0,58.33,76.5,86.06,2866,0.997,0,0.003,0,1,1,1
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,71.17,64.97,80.44,75.5,0,0,66.62,76.88,73.16,5590,0.156,0,0.357,0.486,4,4,1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,66.17,71.36,83.32,73.41,0,0,61.89,66.47,79.21,1287,0.697,0,0.292,0.011,1,1,1
1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,62.36,60.81,79.7,74.82,0,0,59.58,79.72,81.2,1716,0.711,0,0.264,0.025,1,3,3
0,1,1,0,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,61.58,59.71,9999,9999,0,1,59.63,9999,9999,6155,0.04,0,0.877,0.083,3,9999,9999
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,9999,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.35,57.87,9999,9999,0,0,54.28,65.76,9999,1284,0.969,0,0.021,0.01,1,1,9999
0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,59.61,63.52,68.9,70.37,1,0,58.39,72.68,76.65,5948,0.348,0,0.641,0.011,3,3,1
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.25,59.12,9999,9999,0,0,46.32,56.85,9999,6845,0.709,0,0.139,0.152,1,2,2
1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,55.19,56.13,74.8,71.34,0,0,58.65,69.99,72.05,5517,0.132,0,0.674,0.193,3,4,4
1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,52.15,61.37,75.1,66.84,0,0,47.19,60.89,69.73,3852,0.002,0,0.021,0.976,4,4,1
0,1,0,1,9999,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,9999,9999,56.38,53.21,1,9999,51.1,51.18,59.02,5869,0,0.146,0.026,0.827,4,3,4
1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,61.38,60.4,79.15,73.46,1,0,55.43,72.06,79.76,1354,0.816,0,0.089,0.094,1,1,1
0,0,1,1,1,1,1,1,0,1,0,9999,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,40.6,44.13,57.06,61.63,0,0,37.82,46.67,57.15,5378,0.341,0,0.644,0.015,3,2,3
1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,48.81,52.96,62.26,60.75,0,0,51.02,64.26,9999,3813,0.02,0,0.159,0.821,4,4,4
0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.93,46.94,9999,52.07,1,1,30.65,9999,47.06,2783,0,0.007,0.057,0.936,4,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,58.57,58.32,78.3,66.36,0,1,59.33,68.18,73.51,3751,0.997,0,0.003,0,1,1,3
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,48.27,38.21,9999,9999,0,1,52.32,9999,9999,5382,0.997,0,0.003,0,1,9999,9999
