AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,66.16,68.36,81.97,80.97,1,0,71.14,78.64,85.22,2797,0.969,0,0.021,0.01,1,1,3
1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.96,64.33,64.53,77.19,0,0,50.22,65.65,62.03,3306,0.003,0,0.994,0.004,3,4,2
1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,57.02,57.72,59.62,61.81,1,0,52.14,65.82,68.88,6352,0.053,0,0.089,0.858,4,2,4
1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,47.79,44.25,58.25,63.05,0,0,52.3,51.29,9999,6889,0.005,0,0.042,0.953,4,2,9999
0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,66.37,60.44,81.09,70.01,0,0,62.46,81.39,94.37,5829,0,0.013,0.352,0.635,4,4,1
1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,64.11,61.14,77.07,76.3,1,1,58.91,71.12,83.05,4481,0.816,0,0.089,0.094,1,1,2
1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.53,55.45,9999,9999,1,0,50.65,9999,9999,3336,0.583,0,0.177,0.24,1,9999,9999
0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.42,50.07,9999,69.63,0,0,48.66,69.32,9999,4666,0,0.384,0.044,0.572,4,1,9999
1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,67.56,66.65,78.16,70.7,0,0,63.28,74.99,78.7,2935,0,0.661,0.201,0.138,2,3,1
1,1,1,1,1,1,9999,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,76.8,70.43,86.11,78.44,1,0,65.76,81.87,88.1,6709,0.243,0,0.105,0.652,4,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,79.55,69.09,87.71,81.12,0,0,71.57,91.12,89.64,1017,0.997,0,0.003,0,1,1,9999
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,48.81,59.38,70.2,73.06,0,0,51.56,62.61,66.58,3781,0.583,0,0.177,0.24,1,1,2
1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,54.67,39.15,55.27,64.43,1,0,43.76,58.78,60.59,2436,0.005,0,0.042,0.953,4,4,4
0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,39.47,33.84,42.78,56.09,0,0,37.05,42.02,47.22,6571,0,0.124,0.392,0.484,4,1,3
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.44,67.37,9999,72.82,0,0,62.27,75.37,65.78,4357,0.962,0,0.03,0.008,1,3,9999
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,62.32,58.67,1,0,53.11,67.32,58.72,1799,0,0.001,0.027,0.972,4,2,2
1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,60.51,62.24,67.53,70.59,1,0,58.83,68.64,72.94,5468,0.009,0.001,0.299,0.692,4,3,4
1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,54.48,57.69,69.76,67.25,1,0,51.28,67.54,69.06,6343,0,0.218,0.102,0.68,4,1,3
1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,48.65,54.53,55.83,62.65,1,0,45.18,56.85,56.91,3541,0,0.01,0.023,0.967,4,4,9999
1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,61.29,9999,9999,0,0,49.72,61.64,9999,4793,0,0.112,0.029,0.859,4,1,2
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,62.83,66.57,68.65,77.93,0,0,56.41,76.21,71.56,4648,0.997,0,0.003,0,1,3,3
1,0,0,9999,9999,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,48.23,57.64,63.41,65.74,1,0,41.99,65.65,66.2,3956,0,0.842,0.016,0.142,2,4,9999
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,74.34,67.72,81.75,77.01,0,0,66.68,75.99,77.81,5765,0,0.991,0.007,0.003,2,2,9999
1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,67.29,67.07,80.34,82.3,1,0,58.34,78.63,75.07,2599,0,0.009,0.173,0.818,4,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,68.66,65.12,82.97,78.63,0,0,59.15,78.12,9999,6045,0.969,0,0.021,0.01,1,4,4
0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,58.5,52.8,78.77,73.26,0,0,54.25,75.73,77.97,3493,0.058,0,0.586,0.355,3,1,1
0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.94,64.77,81.59,77.69,1,0,34.86,83.51,77.72,2098,0.591,0,0.402,0.007,1,4,2
0,0,0,9999,9999,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.33,40.8,42.98,50.84,0,1,43.58,9999,9999,6141,0,0.861,0.068,0.071,2,3,9999
1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.39,55.46,72.4,70.2,0,0,44,68.55,9999,2539,0,0.348,0.64,0.012,3,3,9999
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,62.15,50.45,65.36,67.32,0,0,53.5,64.46,9999,1208,0,0.095,0.04,0.865,4,2,9999
0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,51.92,58.89,9999,9999,1,0,52.53,55.98,44.14,3911,0,0.172,0.186,0.642,4,4,4
1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.79,49.32,54.87,57.07,1,0,40.74,51.02,48.76,2111,0,0.001,0.027,0.972,4,4,2
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.12,62.84,77.13,9999,0,0,54.15,59.71,63.07,5775,0.622,0,0.215,0.163,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,53.95,54.27,64.36,70.46,0,1,46.68,57.01,9999,6319,0.997,0,0.003,0,1,1,1
0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,57.98,62.16,75.66,71.21,0,0,49.63,9999,9999,3909,0.164,0,0.822,0.015,3,3,9999
0,1,1,1,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.86,75.25,9999,9999,0,0,59.05,9999,9999,4569,0.889,0,0.1,0.011,1,9999,9999
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.07,38.68,9999,9999,0,0,33.3,35.07,31.09,4121,0,0.122,0.505,0.374,3,2,2
0,0,0,1,1,0,0,0,0,0,0,0,9999,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.17,55.48,56.53,65.69,0,1,45.9,37.15,9999,6708,0,0.384,0.044,0.572,4,3,2
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,67.78,73.73,76.87,80.11,0,0,62.44,74.3,9999,1346,0.989,0,0.011,0,1,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65.36,66.07,77.17,74.98,1,0,60.77,80.77,9999,1158,0.997,0,0.003,0,1,1,2
1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.2,55.7,65.39,61.87,1,0,45.09,58.33,9999,6529,0.664,0,0.113,0.224,1,4,1
0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,60.22,63.12,75.94,66.64,1,0,59.18,69.57,9999,6678,0,0.001,0.04,0.959,4,4,9999
0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,57.24,64.89,70.67,71.38,1,0,50.21,64.37,9999,3481,0,0.001,0.011,0.988,4,4,9999
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.56,70.3,86.41,74,1,0,62.7,77.9,9999,6334,0.976,0,0.019,0.004,1,4,2
0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.83,57,9999,9999,0,0,42.04,65.81,9999,6296,0.164,0,0.822,0.015,3,1,9999
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.25,56.44,54.41,62.41,0,0,37.79,9999,9999,5371,0,0,0.005,0.995,4,2,9999
0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.33,61.58,68.7,68.03,0,0,49.41,65.76,9999,2625,0,0.001,0.011,0.988,4,2,2
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.7,61.28,9999,61.04,1,0,59.49,74.51,9999,6365,0.997,0,0.003,0,1,2,9999
0,0,0,0,0,9999,9999,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.73,42.87,9999,9999,0,0,37.04,51.12,9999,5101,0,0.984,0.015,0.001,2,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,53.71,54.57,60.41,59.38,1,0,46.46,54.86,9999,2278,0.997,0,0.003,0,1,1,2
1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,60.83,54.37,74.19,64,0,0,43.73,71.01,9999,2657,0,0.821,0.164,0.015,2,4,1
1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.82,58.32,59.1,9999,1,0,52.04,54.73,9999,1587,0.004,0.001,0.482,0.514,4,4,2
1,1,1,1,0,1,9999,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.98,58.21,73.88,71.7,1,0,56.35,69.29,9999,3074,0.001,0.007,0.269,0.722,4,3,2
0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.02,61.19,79.73,73.73,0,0,60.45,77.93,9999,5686,0,0.591,0.063,0.346,2,4,2
1,0,1,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,42.06,47.88,9999,9999,0,0,38.25,38.25,9999,2175,0.026,0,0.467,0.507,4,9999,9999
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,52.49,42.44,58.55,59.83,1,0,45.23,51.77,9999,3214,0,0.897,0.029,0.075,2,2,3
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.89,44.71,46.38,55.71,1,0,39.57,46.71,43.04,4008,0.002,0,0.021,0.976,4,4,2
1,0,0,0,1,0,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.91,51.7,9999,9999,0,0,45.56,72.84,9999,3284,0,0.016,0.9,0.084,3,9999,9999
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.32,60.93,73.06,9999,1,0,52.05,71.13,68.19,6931,0.997,0,0.003,0,1,3,9999
1,9999,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.68,65.37,70.92,69.92,1,0,57.69,67.4,9999,5773,0.939,0,0.052,0.009,1,4,2
0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,53.77,52.94,70.28,69.13,1,0,43.52,66.34,9999,2593,0,0.139,0.243,0.618,4,3,4
0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.64,54.62,9999,9999,0,0,43.77,54.55,9999,3022,0.889,0,0.1,0.011,1,2,9999
1,1,1,1,1,1,1,1,0,0,0,1,9999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,60.64,62.07,65.15,54.08,0,0,54.08,69.79,9999,5787,0.583,0,0.177,0.24,1,2,3
1,1,1,1,1,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.41,55.55,9999,73.08,0,0,62.99,9999,9999,4401,0.001,0,0.009,0.99,4,2,2
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,62.38,61.48,72.07,68.65,1,0,61.6,68.82,68.08,3973,0.997,0,0.003,0,1,3,4
1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.52,66.52,63.5,9999,0,0,54.66,63.02,9999,6465,0.122,0,0.095,0.783,4,1,2
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,60.5,68.92,76.45,71.92,1,0,63.62,75.95,79.17,6348,0,0,0.005,0.995,4,4,4
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.32,59.68,69.42,65.69,0,0,58.64,63.81,9999,5440,0,0.004,0.007,0.989,4,2,2
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,58.96,71.17,73.75,68.9,1,0,60.75,71.56,70.32,3377,0.989,0,0.009,0.002,1,3,3
1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,57.86,59.06,63.43,58.61,1,0,55.03,67.36,9999,2350,0.664,0,0.113,0.224,1,2,3
0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,58.28,58.31,73.34,67.37,1,0,52.37,67.1,74.7,3755,0,0.001,0.011,0.988,4,4,4
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,72.09,78.74,85.53,87.32,0,0,67.85,86.45,93.64,6872,0.997,0,0.003,0,1,2,4
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.85,57.88,61.38,61.77,0,9999,53.29,53.82,9999,2674,0,0.7,0.133,0.166,2,2,2
1,1,0,1,1,0,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,57.43,49.49,82.11,71.39,1,0,59.37,70.93,77.65,6520,0.035,0.002,0.052,0.912,4,1,1
0,1,1,0,1,0,9999,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,45.29,51.25,57.66,61.51,0,0,44.79,52.37,9999,5112,0.004,0.005,0.405,0.586,4,4,3
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.81,58.41,71.17,67.6,1,0,58.82,73.14,73.37,3569,0.029,0,0.075,0.897,4,4,2
1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,59.38,61.22,69.51,65.31,1,0,51.09,74.69,73.7,1665,0,0.008,0.03,0.961,4,3,3
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.99,73.44,85.22,81.99,0,0,65.87,81.2,83.75,1668,0.583,0,0.177,0.24,1,3,2
0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,57.92,63.67,69.21,72.01,0,0,51.93,63.13,9999,4089,0.015,0,0.764,0.221,3,3,1
1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,64.85,64.97,78.1,68.19,1,0,62.21,74.96,77.39,6894,0.697,0,0.292,0.011,1,1,3
1,1,9999,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.82,59.24,66.13,67,0,0,55.35,60.8,9999,5228,0.021,0,0.084,0.894,4,1,2
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,9999,0,0,0,62.4,65.35,78.51,79.03,0,0,62.25,74.84,80.86,4819,0.131,0,0.141,0.728,4,4,4
1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,65.53,59.14,83.03,78.39,1,0,62.78,87.84,81.09,4218,0,0.001,0.038,0.961,4,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.6,67.39,83.98,77.2,1,0,57.87,76.88,9999,4665,0.997,0,0.003,0,1,1,9999
1,1,1,9999,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,9999,1,1,0,1,0,1,0,0,0,69.29,71.42,83.15,79.04,1,0,64,77.63,79.4,2437,0.961,0,0.035,0.005,1,1,3
0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.91,61.92,67.71,69.51,1,0,57.15,72.57,69.93,1402,0.001,0,0.047,0.952,4,1,1
0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,44.69,42.57,60.32,57.38,1,0,42.57,59.72,63.03,2623,0.346,0,0.332,0.322,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,56.64,62.22,65.31,66.05,1,0,55.02,68.3,72.9,4247,0.997,0,0.003,0,1,1,4
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,43.78,47.09,56.45,57.79,0,1,40.86,9999,9999,6276,0.969,0,0.021,0.01,1,9999,9999
0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,61.33,60.92,72.33,69.31,1,0,58.71,71.73,77.24,3889,0,0.027,0.885,0.089,3,1,1
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,9999,1,1,0,1,0,60.46,54.66,80.23,69.22,1,0,58.59,75.28,80.5,5701,0.001,0,0.018,0.981,4,1,1
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.64,57.06,57.65,58.4,0,0,9999,48.13,9999,5458,0.989,0,0.011,0,1,1,9999
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,9999,1,0,0,0,0,0,52.06,52.63,61.98,9999,0,1,9999,62.05,64.44,4212,0.989,0,0.011,0,1,3,3
0,1,0,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,35.42,9999,9999,2295,0,0.558,0.371,0.072,2,9999,9999
1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,9999,0,0,0,38.55,45.13,48.81,53.92,1,0,44.07,53.14,50.18,3241,0.002,0.002,0.498,0.498,4,3,3
1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,9999,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.77,37.89,47.21,51.46,1,0,41.47,49,9999,3110,0,0.615,0.333,0.052,2,3,9999
1,1,1,0,1,1,1,0,0,1,1,0,0,9999,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,48.35,41.48,65.3,58.29,1,0,43.13,60.58,70.16,1579,0.21,0,0.675,0.115,3,2,2
1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.01,43.97,67.58,56.08,1,0,48.65,65.04,65.75,5703,0,0.095,0.04,0.865,4,1,1
0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,49.2,47.66,62.46,64.7,1,0,45.19,55.25,57.34,2765,0,0.04,0.958,0.002,3,1,1
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,1,1,1,0,1,0,0,0,1,0,9999,53.81,69.72,63.61,1,0,52.36,9999,74.08,1149,0.156,0,0.357,0.486,4,1,4
1,9999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,9999,9999,9999,9999,9999,0,0,0,45.42,44.72,57.61,49.69,0,1,41.28,56.36,56.81,3943,0.94,0,0.058,0.001,1,4,3
0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,56.13,49.41,69.94,64.9,1,0,53.47,66.08,66.27,5737,0.958,0,0.039,0.003,1,3,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.93,44.85,68.83,9999,0,1,49.51,65.1,64.11,6874,0.865,0,0.133,0.002,1,3,9999
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,47.17,47.58,9999,0,9999,44.3,9999,50.16,2081,0,0.4,0.587,0.013,3,2,2
0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,35.35,60.38,9999,9999,0,0,46.38,9999,9999,6416,0.346,0,0.332,0.322,1,1,9999
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,60.15,58.16,67.4,66.22,1,0,53.69,61.95,68.6,5169,0,0.997,0.003,0.001,2,4,1
1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.94,53.05,82.1,66.59,0,0,58.81,87.45,9999,1868,0,0.011,0.594,0.395,3,3,9999
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,1,1,1,0,0,0,54.51,51.77,56.98,62.57,0,1,49.9,60.56,62.74,3475,0.969,0,0.025,0.006,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67.1,65.78,77.72,76.85,1,1,59.36,76.49,84.31,4408,0.989,0,0.011,0,1,1,2
0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,45.96,48.16,56.14,42.58,1,1,41.46,51.57,50.44,4325,0.012,0,0.985,0.003,3,3,1
1,1,0,9999,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,55.42,40.29,65.54,51.64,1,1,53.5,56.62,66.21,5736,0.072,0,0.464,0.465,4,1,1
