0	1	1	0	0	1	1	1	59	0	0.972	0.028	0	2
0	1	1	0	0	1	1	0	35	0	0.972	0.028	0	2
0	0	1	0	0	1	1	0	55	0	0.865	0.135	0	2
0	0	0	1	1	0	1	0	44	0	0	0.482	0.518	4
0	1	1	0	0	1	1	0	35	0	0.972	0.028	0	2
0	0	1	0	0	0	0	0	2	0	0	1	0	3
1	1	1	1	1	1	1	0	90	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	35	0.065	0.915	0.02	0	2
1	1	0	0	1	1	1	0	68	0	0	0.006	0.994	4
0	1	1	1	1	1	1	0	65	0.644	0	0.001	0.355	1
0	1	0	1	0	1	0	0	78	0	0.588	0.412	0	2
0	1	1	1	1	1	1	0	20	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	15	0.935	0	0	0.064	1
0	1	0	1	0	1	0	0	53	0	0.588	0.412	0	2
0	0	1	1	1	1	1	1	40	0.058	0	0.007	0.935	4
0	0	1	0	0	0	1	1	57	0	0	1	0	3
0	1	1	1	1	1	1	1	13	0.644	0	0.001	0.355	1
1	1	0	1	1	1	0	0	20	0.021	0	0.04	0.939	4
1	1	0	1	0	1	1	1	40	0.078	0.851	0.071	0	2
1	1	0	0	1	1	1	1	45	0	0	0.006	0.994	4
1	1	1	1	1	1	1	0	10	0.935	0	0	0.064	1
0	1	1	1	0	0	0	0	72	0	0	1	0	3
1	1	1	1	1	1	1	0	35	0.935	0	0	0.064	1
0	0	1	1	0	1	0	0	65	0	0.449	0.551	0	3
0	0	0	0	0	0	0	0	14	0	0	1	0	3
0	1	1	1	0	1	1	0	75	0.065	0.915	0.02	0	2
0	1	0	1	1	1	1	0	35	0.055	0	0.003	0.942	4
1	1	1	1	1	1	1	1	63	0.935	0	0	0.064	1
0	0	0	0	0	0	0	0	0	0	0	1	0	3
0	1	0	1	1	1	0	0	29	0.003	0	0.086	0.912	4
1	1	1	1	1	1	1	0	77	0.935	0	0	0.064	1
0	0	1	0	0	1	1	1	70	0	0.865	0.135	0	2
1	1	1	0	0	1	1	1	73	0	0.966	0.034	0	2
0	1	1	1	1	1	1	0	71	0.644	0	0.001	0.355	1
0	1	0	1	0	1	1	1	75	0.004	0.932	0.064	0	2
0	0	0	1	0	1	1	0	45	0	0.727	0.273	0	2
1	1	1	1	1	1	1	0	75	0.935	0	0	0.064	1
1	1	0	1	1	1	1	0	50	0.318	0	0.001	0.681	4
0	0	1	1	1	1	1	1	88	0.058	0	0.007	0.935	4
0	1	0	1	0	1	0	0	80	0	0.588	0.412	0	2
0	1	1	0	0	1	1	0	25	0	0.972	0.028	0	2
0	1	0	1	0	0	0	0	90	0	0	1	0	3
1	1	0	1	0	1	0	0	54	0.001	0.537	0.462	0	2
0	1	1	0	0	0	0	0	73	0	0	1	0	3
0	1	1	1	0	1	1	0	55	0.065	0.915	0.02	0	2
0	1	1	1	1	0	0	0	75	0.003	0	0.791	0.206	3
0	1	0	1	1	1	1	0	69	0.055	0	0.003	0.942	4
0	1	1	1	0	1	0	1	62	0.001	0.816	0.183	0	2
1	1	1	1	1	1	0	0	48	0.403	0	0.015	0.583	4
0	1	1	1	0	1	1	0	40	0.065	0.915	0.02	0	2
1	1	1	1	1	1	1	1	68	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	7	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	41	0.935	0	0	0.064	1
0	1	1	0	0	1	1	0	30	0	0.972	0.028	0	2
0	0	0	1	0	0	0	0	80	0	0	1	0	3
1	1	1	1	1	1	1	0	37	0.935	0	0	0.064	1
0	0	1	1	1	1	1	0	80	0.058	0	0.007	0.935	4
0	1	1	1	1	1	1	0	45	0.644	0	0.001	0.355	1
0	0	1	1	1	0	1	0	50	0.007	0	0.35	0.643	4
0	1	0	1	0	1	1	0	25	0.004	0.932	0.064	0	2
0	1	1	1	1	1	0	1	89	0.076	0	0.048	0.876	4
0	1	0	1	0	0	1	0	45	0	0	1	0	3
0	1	0	0	1	1	1	0	50	0	0	0.013	0.987	4
0	1	0	1	0	1	0	1	42	0	0.588	0.412	0	2
0	1	1	1	1	1	1	0	60	0.644	0	0.001	0.355	1
0	1	0	0	0	0	0	0	65	0	0	1	0	3
0	1	1	1	0	1	1	0	30	0.065	0.915	0.02	0	2
1	1	1	1	1	0	1	0	37	0.71	0	0.016	0.274	1
0	0	0	0	1	1	1	0	61	0	0	0.052	0.948	4
1	0	1	1	1	1	1	1	40	0.331	0	0.002	0.667	4
1	1	1	1	0	0	0	0	80	0	0	1	0	3
0	1	0	1	0	0	0	1	48	0	0	1	0	3
0	1	0	1	0	1	0	0	42	0	0.588	0.412	0	2
0	1	1	1	1	1	1	1	50	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	38	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	47	0.935	0	0	0.064	1
0	1	1	0	0	1	1	0	30	0	0.972	0.028	0	2
0	1	1	1	1	1	1	1	81	0.644	0	0.001	0.355	1
1	0	1	0	1	1	1	0	48	0	0	0.014	0.986	4
0	1	1	1	1	1	1	1	17	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	1	80	0.935	0	0	0.064	1
0	1	0	1	1	0	1	0	65	0.008	0	0.178	0.814	4
1	1	0	1	1	1	1	0	50	0.318	0	0.001	0.681	4
0	1	1	0	1	1	1	0	85	0	0	0.008	0.992	4
0	1	1	0	0	1	0	0	20	0	0.775	0.225	0	2
0	1	1	0	0	1	1	0	69	0	0.972	0.028	0	2
0	1	1	0	0	1	1	0	40	0	0.972	0.028	0	2
0	1	0	1	1	1	1	1	66	0.055	0	0.003	0.942	4
0	0	1	0	1	1	1	0	73	0	0	0.031	0.969	4
0	1	1	1	0	0	1	1	71	0.008	0	0.992	0	3
0	1	1	1	1	1	1	0	30	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	40	0.644	0	0.001	0.355	1
0	0	1	0	1	1	1	1	70	0	0	0.031	0.969	4
0	1	1	1	1	1	1	0	79	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	1	65	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	59	0.935	0	0	0.064	1
1	1	0	1	1	1	1	1	60	0.318	0	0.001	0.681	4
0	1	0	1	0	1	1	0	27	0.004	0.932	0.064	0	2
1	1	1	1	1	1	1	1	33	0.935	0	0	0.064	1
1	1	1	0	1	1	0	1	48	0	0	0.093	0.907	4
1	1	1	1	0	1	1	0	59	0.601	0.389	0.01	0	1
1	0	1	1	0	0	1	0	58	0.001	0	0.999	0	3
0	1	0	1	1	1	1	0	61	0.055	0	0.003	0.942	4
0	1	0	1	0	1	1	1	40	0.004	0.932	0.064	0	2
1	1	1	1	1	1	1	0	80	0.935	0	0	0.064	1
0	1	0	1	1	1	1	0	65	0.055	0	0.003	0.942	4
0	1	0	1	1	1	1	0	75	0.055	0	0.003	0.942	4
0	1	1	1	0	0	0	0	68	0	0	1	0	3
0	0	1	1	0	1	1	0	65	0.003	0.891	0.106	0	2
1	1	1	1	1	1	1	0	47	0.935	0	0	0.064	1
0	1	0	1	0	1	1	0	25	0.004	0.932	0.064	0	2
0	0	0	1	1	1	1	0	35	0.002	0	0.013	0.985	4
1	1	0	1	1	1	1	0	65	0.318	0	0.001	0.681	4
0	1	1	0	0	0	0	0	60	0	0	1	0	3
1	1	1	1	1	1	1	1	30	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
0	0	1	1	1	0	0	0	0	0	0	0.942	0.058	3
0	1	0	0	0	1	0	0	70	0	0.523	0.477	0	2
0	1	1	1	0	0	0	0	67	0	0	1	0	3
1	1	1	1	0	1	1	0	51	0.601	0.389	0.01	0	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
0	0	1	0	0	0	1	0	85	0	0	1	0	3
1	1	0	1	1	1	0	0	66	0.021	0	0.04	0.939	4
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	89	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	51	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	37	0.644	0	0.001	0.355	1
0	0	0	1	1	1	1	0	70	0.002	0	0.013	0.985	4
0	1	0	1	1	1	1	0	50	0.055	0	0.003	0.942	4
0	1	1	0	1	1	1	0	70	0	0	0.008	0.992	4
0	1	1	1	0	1	0	1	51	0.001	0.816	0.183	0	2
0	0	1	1	0	1	0	0	73	0	0.449	0.551	0	3
1	1	1	1	1	0	1	0	70	0.71	0	0.016	0.274	1
1	1	1	1	1	1	1	1	70	0.935	0	0	0.064	1
0	1	1	0	0	1	1	0	43	0	0.972	0.028	0	2
0	1	0	1	1	1	1	0	69	0.055	0	0.003	0.942	4
1	1	0	1	1	1	1	1	16	0.318	0	0.001	0.681	4
1	1	1	0	0	1	1	0	65	0	0.966	0.034	0	2
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
0	1	1	1	0	0	0	0	84	0	0	1	0	3
1	1	0	1	1	1	1	1	36	0.318	0	0.001	0.681	4
0	1	0	1	0	1	1	0	34	0.004	0.932	0.064	0	2
0	1	1	1	0	1	1	0	66	0.065	0.915	0.02	0	2
0	1	1	1	0	1	0	0	28	0.001	0.816	0.183	0	2
1	1	1	1	1	1	1	0	75	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	65	0.065	0.915	0.02	0	2
1	1	0	1	1	1	0	0	82	0.021	0	0.04	0.939	4
0	1	1	1	1	1	1	0	66	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	65	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	45	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	74	0.935	0	0	0.064	1
0	0	0	1	1	1	1	0	66	0.002	0	0.013	0.985	4
0	1	1	1	1	1	1	0	76	0.644	0	0.001	0.355	1
0	1	0	0	1	1	0	0	66	0	0	0.279	0.721	4
0	1	0	1	1	1	1	1	83	0.055	0	0.003	0.942	4
0	0	0	0	0	0	1	0	62	0	0	1	0	3
1	1	1	0	0	0	1	0	60	0	0	1	0	3
0	0	1	1	1	1	1	0	18	0.058	0	0.007	0.935	4
0	1	1	1	0	1	0	0	63	0.001	0.816	0.183	0	2
1	1	1	1	1	1	1	0	65	0.935	0	0	0.064	1
1	1	1	0	1	1	1	0	40	0	0	0.003	0.997	4
1	1	1	1	1	1	1	0	33	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	54	0.935	0	0	0.064	1
1	1	1	1	0	1	1	0	90	0.601	0.389	0.01	0	1
0	1	0	1	1	1	1	0	49	0.055	0	0.003	0.942	4
0	1	1	1	0	1	1	0	80	0.065	0.915	0.02	0	2
0	1	1	1	0	1	1	1	62	0.065	0.915	0.02	0	2
1	1	1	1	1	1	1	0	65	0.935	0	0	0.064	1
0	1	0	0	0	1	1	0	74	0	0.918	0.082	0	2
0	1	1	1	1	1	1	0	75	0.644	0	0.001	0.355	1
0	1	0	0	1	1	1	0	14	0	0	0.013	0.987	4
0	0	1	0	0	0	1	1	64	0	0	1	0	3
0	0	0	1	0	1	1	1	70	0	0.727	0.273	0	2
0	1	1	1	1	1	1	1	58	0.644	0	0.001	0.355	1
0	1	1	1	0	1	1	0	52	0.065	0.915	0.02	0	2
0	1	1	1	1	1	1	0	93	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	1	50	0.935	0	0	0.064	1
0	1	1	1	0	0	0	0	82	0	0	1	0	3
0	0	1	1	0	1	1	0	65	0.003	0.891	0.106	0	2
0	1	1	1	1	1	1	0	90	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	50	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	69	0.935	0	0	0.064	1
0	1	1	0	0	1	0	0	56	0	0.775	0.225	0	2
1	1	1	1	1	1	1	1	40	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
0	1	1	1	1	1	1	1	50	0.644	0	0.001	0.355	1
0	1	1	1	0	1	1	0	92	0.065	0.915	0.02	0	2
0	0	0	0	0	0	0	0	50	0	0	1	0	3
1	1	1	1	1	1	1	0	71	0.935	0	0	0.064	1
1	0	1	1	1	0	0	1	63	0.001	0	0.88	0.119	3
1	1	1	1	1	1	0	1	35	0.403	0	0.015	0.583	4
0	1	1	1	1	1	1	0	37	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	59	0.644	0	0.001	0.355	1
0	0	1	0	1	1	1	1	60	0	0	0.031	0.969	4
0	1	1	0	0	1	1	0	77	0	0.972	0.028	0	2
1	1	0	1	1	1	0	0	61	0.021	0	0.04	0.939	4
1	1	1	1	1	1	1	1	63	0.935	0	0	0.064	1
1	0	0	1	1	1	1	0	66	0.016	0	0.006	0.978	4
1	1	1	1	1	1	1	1	80	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	71	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	84	0.935	0	0	0.064	1
1	1	0	1	1	1	1	0	71	0.318	0	0.001	0.681	4
1	1	0	1	1	1	1	1	33	0.318	0	0.001	0.681	4
1	1	0	1	1	1	1	0	62	0.318	0	0.001	0.681	4
0	1	1	1	1	1	1	0	83	0.644	0	0.001	0.355	1
1	1	0	0	1	1	1	0	85	0	0	0.006	0.994	4
0	1	0	1	1	1	1	0	70	0.055	0	0.003	0.942	4
1	1	1	1	1	1	1	0	71	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	80	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	76	0.065	0.915	0.02	0	2
0	1	1	0	1	1	1	0	60	0	0	0.008	0.992	4
0	1	1	1	1	1	1	1	81	0.644	0	0.001	0.355	1
1	1	1	1	0	1	1	0	71	0.601	0.389	0.01	0	1
1	1	1	1	1	1	1	0	57	0.935	0	0	0.064	1
0	1	1	0	1	1	1	1	72	0	0	0.008	0.992	4
0	0	0	0	0	1	0	1	49	0	0.166	0.834	0	3
1	0	1	1	1	1	1	0	69	0.331	0	0.002	0.667	4
1	1	1	1	1	1	1	1	70	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	67	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	95	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	84	0.935	0	0	0.064	1
0	1	0	1	1	1	1	0	87	0.055	0	0.003	0.942	4
0	1	1	1	0	1	1	0	30	0.065	0.915	0.02	0	2
0	1	1	1	1	1	1	0	51	0.644	0	0.001	0.355	1
0	1	1	1	0	1	1	0	80	0.065	0.915	0.02	0	2
0	1	1	1	1	1	1	0	81	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	55	0.935	0	0	0.064	1
1	0	1	1	0	0	0	0	70	0	0	1	0	3
1	0	1	1	1	1	1	1	65	0.331	0	0.002	0.667	4
0	1	0	1	1	1	1	0	95	0.055	0	0.003	0.942	4
1	1	1	1	1	0	1	0	59	0.71	0	0.016	0.274	1
1	1	1	0	0	1	1	0	73	0	0.966	0.034	0	2
0	1	1	1	1	1	1	0	50	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	76	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	83	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	45	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	68	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	82	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
0	1	1	0	0	1	1	1	49	0	0.972	0.028	0	2
0	1	1	0	0	0	1	1	44	0	0	1	0	3
1	1	1	1	1	1	1	0	62	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	14	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	67	0.065	0.915	0.02	0	2
0	0	0	1	0	0	0	0	76	0	0	1	0	3
1	1	1	1	1	1	1	1	74	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	86	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	35	0.065	0.915	0.02	0	2
0	1	1	0	0	1	1	0	69	0	0.972	0.028	0	2
1	1	1	1	1	1	1	1	40	0.935	0	0	0.064	1
0	1	0	1	1	1	1	1	89	0.055	0	0.003	0.942	4
0	0	1	1	1	1	0	0	81	0.002	0	0.19	0.807	4
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	81	0.644	0	0.001	0.355	1
0	1	1	1	0	1	1	1	80	0.065	0.915	0.02	0	2
0	1	1	1	0	1	1	0	75	0.065	0.915	0.02	0	2
1	1	1	1	0	1	1	0	70	0.601	0.389	0.01	0	1
0	1	1	1	0	1	0	1	80	0.001	0.816	0.183	0	2
1	1	1	1	1	1	1	0	69	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	58	0.065	0.915	0.02	0	2
0	1	1	1	1	1	1	0	35	0.644	0	0.001	0.355	1
1	1	0	1	1	1	1	0	89	0.318	0	0.001	0.681	4
1	0	1	1	1	1	1	0	65	0.331	0	0.002	0.667	4
0	1	0	0	1	1	1	0	70	0	0	0.013	0.987	4
0	0	1	1	0	0	0	0	85	0	0	1	0	3
0	1	1	1	1	1	1	0	70	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	50	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	75	0.644	0	0.001	0.355	1
0	1	0	0	1	1	1	1	91	0	0	0.013	0.987	4
1	1	1	1	1	1	1	0	50	0.935	0	0	0.064	1
0	1	1	0	1	1	1	1	30	0	0	0.008	0.992	4
1	1	1	1	0	1	0	0	80	0.019	0.77	0.211	0	2
0	1	1	1	1	1	1	0	80	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	1	75	0.935	0	0	0.064	1
0	1	0	1	1	1	1	0	66	0.055	0	0.003	0.942	4
1	1	1	1	1	1	1	0	80	0.935	0	0	0.064	1
0	0	1	1	0	1	0	0	60	0	0.449	0.551	0	3
0	1	0	1	1	1	1	0	51	0.055	0	0.003	0.942	4
1	1	1	1	1	1	1	0	62	0.935	0	0	0.064	1
0	1	0	1	0	1	1	1	65	0.004	0.932	0.064	0	2
0	1	0	0	0	1	1	0	70	0	0.918	0.082	0	2
0	1	0	0	1	1	1	1	83	0	0	0.013	0.987	4
0	1	1	1	1	1	1	0	70	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	72	0.935	0	0	0.064	1
0	0	0	1	1	1	1	0	70	0.002	0	0.013	0.985	4
1	0	0	1	1	0	1	0	50	0.002	0	0.295	0.703	4
0	1	1	1	1	1	1	1	85	0.644	0	0.001	0.355	1
0	1	1	0	0	1	1	0	45	0	0.972	0.028	0	2
0	1	0	1	1	1	1	0	70	0.055	0	0.003	0.942	4
1	0	1	1	0	1	1	0	90	0.056	0.823	0.121	0	2
0	1	1	1	0	0	0	0	70	0	0	1	0	3
1	1	0	1	0	1	1	0	50	0.078	0.851	0.071	0	2
0	0	1	1	1	1	1	0	90	0.058	0	0.007	0.935	4
0	1	0	1	1	1	1	0	72	0.055	0	0.003	0.942	4
0	1	1	0	1	1	1	0	84	0	0	0.008	0.992	4
0	1	1	1	1	1	1	0	71	0.644	0	0.001	0.355	1
1	1	0	1	0	1	1	0	73	0.078	0.851	0.071	0	2
1	0	1	0	0	1	1	0	83	0	0.84	0.16	0	2
1	1	1	1	1	1	1	0	77	0.935	0	0	0.064	1
0	1	1	1	1	1	1	1	71	0.644	0	0.001	0.355	1
1	1	0	1	1	1	1	0	72	0.318	0	0.001	0.681	4
0	1	0	1	1	1	1	0	65	0.055	0	0.003	0.942	4
0	1	1	1	1	1	1	0	65	0.644	0	0.001	0.355	1
0	1	0	1	1	1	1	0	.	0.055	0	0.003	0.942	4
0	1	1	1	1	1	1	1	90	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	86	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	92	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	72	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	47	0.935	0	0	0.064	1
1	0	0	1	1	1	1	0	60	0.016	0	0.006	0.978	4
0	1	1	1	1	1	1	0	65	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	1	75	0.935	0	0	0.064	1
0	0	1	0	0	1	1	0	84	0	0.865	0.135	0	2
0	1	1	0	0	1	1	0	80	0	0.972	0.028	0	2
0	1	0	1	1	1	1	1	60	0.055	0	0.003	0.942	4
1	1	0	1	1	1	1	0	75	0.318	0	0.001	0.681	4
0	1	1	1	0	0	0	0	60	0	0	1	0	3
1	1	1	1	1	1	1	0	50	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	64	0.935	0	0	0.064	1
0	1	1	1	1	0	0	0	70	0.003	0	0.791	0.206	3
0	1	1	1	1	1	1	0	55	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	51	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
0	1	0	1	1	1	1	1	75	0.055	0	0.003	0.942	4
0	1	1	1	1	1	1	1	90	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	67	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	70	0.935	0	0	0.064	1
0	1	1	1	1	1	0	0	68	0.076	0	0.048	0.876	4
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
0	1	0	1	1	1	1	0	50	0.055	0	0.003	0.942	4
0	1	1	1	0	1	1	0	70	0.065	0.915	0.02	0	2
0	1	0	1	1	1	1	0	65	0.055	0	0.003	0.942	4
1	1	1	1	1	1	1	0	80	0.935	0	0	0.064	1
1	1	1	0	0	1	1	0	40	0	0.966	0.034	0	2
1	1	1	1	1	1	1	1	100	0.935	0	0	0.064	1
0	1	1	1	1	1	1	1	70	0.644	0	0.001	0.355	1
0	1	0	1	1	1	1	0	75	0.055	0	0.003	0.942	4
0	1	1	1	1	1	1	0	64	0.644	0	0.001	0.355	1
0	1	0	0	0	0	0	1	78	0	0	1	0	3
1	0	1	1	1	1	1	1	46	0.331	0	0.002	0.667	4
1	1	1	1	1	1	1	0	83	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	73	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	20	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	83	0.644	0	0.001	0.355	1
0	0	1	1	0	0	0	0	90	0	0	1	0	3
0	1	1	1	1	1	1	1	41	0.644	0	0.001	0.355	1
0	1	1	1	0	1	1	0	76	0.065	0.915	0.02	0	2
1	1	1	1	1	1	1	1	40	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	69	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	70	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	74	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	1	77	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	85	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	35	0.065	0.915	0.02	0	2
0	1	1	1	1	1	1	0	85	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	90	0.644	0	0.001	0.355	1
0	1	0	1	0	1	1	0	69	0.004	0.932	0.064	0	2
0	1	1	1	1	1	1	0	79	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	55	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	60	0.935	0	0	0.064	1
1	1	1	1	1	0	1	0	74	0.71	0	0.016	0.274	1
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
0	1	0	1	1	1	1	0	38	0.055	0	0.003	0.942	4
1	1	0	1	1	1	1	0	60	0.318	0	0.001	0.681	4
1	1	1	1	1	1	1	1	75	0.935	0	0	0.064	1
0	1	1	1	0	1	1	0	61	0.065	0.915	0.02	0	2
1	1	0	1	1	1	1	0	75	0.318	0	0.001	0.681	4
0	1	1	1	0	1	1	0	90	0.065	0.915	0.02	0	2
1	1	1	1	1	1	1	0	69	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	38	0.935	0	0	0.064	1
1	1	1	1	0	1	0	0	50	0.019	0.77	0.211	0	2
0	1	1	1	1	1	1	1	85	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	71	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	40	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	75	0.935	0	0	0.064	1
0	0	0	1	1	1	1	0	71	0.002	0	0.013	0.985	4
0	0	1	1	0	1	1	0	77	0.003	0.891	0.106	0	2
0	1	1	0	1	1	1	1	75	0	0	0.008	0.992	4
1	1	1	1	1	1	1	0	77	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	48	0.935	0	0	0.064	1
0	1	1	1	1	1	1	1	65	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	70	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	89	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	55	0.644	0	0.001	0.355	1
0	1	1	1	1	1	1	0	88	0.644	0	0.001	0.355	1
1	1	0	1	1	1	1	0	61	0.318	0	0.001	0.681	4
1	1	0	1	1	1	1	0	75	0.318	0	0.001	0.681	4
1	1	0	1	0	0	1	0	86	0.003	0	0.997	0	3
0	1	1	1	1	1	1	1	80	0.644	0	0.001	0.355	1
1	1	1	1	1	1	1	0	50	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	70	0.935	0	0	0.064	1
1	1	1	1	1	1	1	1	83	0.935	0	0	0.064	1
1	1	1	1	1	1	1	0	84	0.935	0	0	0.064	1
0	1	1	1	1	1	1	0	50	0.644	0	0.001	0.355	1
